gene	chr	chrom	DE	expmean	dN	dNse	dS	dSse	dnds	haploid
MvSl-1064-A1-R4_MC01-1g01791	aAutosome	aAutosome	NON	0.968809	0	0	0	0	0	A1
MvSl-1064-A1-R4_MC01-1g01792	aAutosome	aAutosome	NON	2.60789	0	0.00058	0.00001	0	0	A1
MvSl-1064-A1-R4_MC01-1g01794	aAutosome	aAutosome	NON	1.52952	0	0	0.00001	0	0	A1
MvSl-1064-A1-R4_MC01-1g01796	aAutosome	aAutosome	NON	6.61718	0.01566	0.00644	0.00052	0.00022	30.1096	A1
MvSl-1064-A1-R4_MC01-1g01798	aAutosome	aAutosome	NON	6.28524	0.00313	0.00313	0.00003	0	103.987	A1
MvSl-1064-A1-R4_MC01-1g01799	aAutosome	aAutosome	NON	5.43776	0.00495	0.00497	0.00005	0.00005	98.8024	A1
MvSl-1064-A1-R4_MC01-1g01801	aAutosome	aAutosome	NON	6.70398	0.00106	0.00075	0.00237	0.00167	0.447239	A1
MvSl-1064-A1-R4_MC01-1g01802	aAutosome	aAutosome	NON	8.89676	0.00051	0.00051	0.00298	0.00172	0.171135	A1
MvSl-1064-A1-R4_MC01-1g01803	aAutosome	aAutosome	NON	8.16805	0	0	0.00001	0	0	A1
MvSl-1064-A1-R4_MC01-1g01804	aAutosome	aAutosome	NON	5.75425	0.00168	0.00098	0.00514	0.00371	0.326842	A1
MvSl-1064-A1-R4_MC01-1g01805	aAutosome	aAutosome	NON	5.91327	0.00631	0.00451	0.00878	0.00896	0.718671	A1
MvSl-1064-A1-R4_MC01-1g01806	aAutosome	aAutosome	NON	7.27982	0.00165	0.00117	0.0017	0.0017	0.970531	A1
MvSl-1064-A1-R4_MC01-1g01808	aAutosome	aAutosome	NON	6.57877	0.00494	0.00287	0.01008	0.00721	0.490075	A1
MvSl-1064-A1-R4_MC01-1g01811	aAutosome	aAutosome	NON	4.44038	0.00205	0.00205	0.00002	0.00012	101.99	A1
MvSl-1064-A1-R4_MC01-1g01812	aAutosome	aAutosome	NON	6.04646	0.00177	0.00125	0.00508	0.0036	0.348418	A1
MvSl-1064-A1-R4_MC01-1g01813	aAutosome	aAutosome	NON	5.92571	0.00281	0.00282	0.00003	0	93.3555	A1
MvSl-1064-A1-R4_MC01-1g01814	aAutosome	aAutosome	NON	4.59787	0.61103	0.06501	1.68816	0.52739	0.36195	A1
MvSl-1064-A1-R4_MC01-1g01816	aAutosome	aAutosome	NON	6.8728	0.00002	0	0.01584	0.00083	0.00126262	A1
MvSl-1064-A1-R4_MC01-1g01817	aAutosome	aAutosome	NON	7.26865	0	0	0.00001	0	0	A1
MvSl-1064-A1-R4_MC01-1g01818	aAutosome	aAutosome	NON	6.06997	0.00246	0.00298	0.00454	0.00551	0.541838	A1
MvSl-1064-A1-R4_MC01-1g01819	aAutosome	aAutosome	NON	6.79817	0.00269	0.00201	0.00619	0.00463	0.434565	A1
MvSl-1064-A1-R4_MC01-1g01820	aAutosome	aAutosome	NON	5.72069	0	0.00287	0.00001	0.00569	0	A1
MvSl-1064-A1-R4_MC01-1g01821	aAutosome	aAutosome	NON	10.2704	0	0	0.00001	0	0	A1
MvSl-1064-A1-R4_MC01-1g01822	aAutosome	aAutosome	NON	6.73621	0.01875	0.00772	0.01266	0.00544	1.48103	A1
MvSl-1064-A1-R4_MC01-1g01823	aAutosome	aAutosome	NON	6.96952	0.0033	0.00166	0.00141	0.00141	2.34026	A1
MvSl-1064-A1-R4_MC01-1g01826	aAutosome	aAutosome	NON	1.63916	0.00881	0.00334	0.00494	0.00186	1.78336	A1
MvSl-1064-A1-R4_MC01-1g01827	aAutosome	aAutosome	NON	3.58755	0	0	0.00001	0	0	A1
MvSl-1064-A1-R4_MC01-1g01834	aAutosome	aAutosome	NON	0.821665	0.00198	0.00199	0.00002	0	98.5075	A1
MvSl-1064-A1-R4_MC01-1g01840	aAutosome	aAutosome	NON	3.95641	0	0	0.0034	0.00039	0	A1
MvSl-1064-A1-R4_MC01-1g01841	aAutosome	aAutosome	NON	5.83202	0.00001	0	0.00603	0.00012	0.00165835	A1
MvSl-1064-A1-R4_MC01-1g01843	aAutosome	aAutosome	NON	0.025355	0.01487	0.01056	0.00015	0.00053	99.0673	A1
MvSl-1064-A1-R4_MC01-1g01846	aAutosome	aAutosome	NON	7.75854	0.00645	0.00289	0.00007	0.00007	92.0114	A1
MvSl-1064-A1-R4_MC01-1g01849	aAutosome	aAutosome	NON	7.53364	0.00157	0.00091	0.00644	0.00373	0.243785	A1
MvSl-1064-A1-R4_MC01-1g01850	aAutosome	aAutosome	NON	3.63684	0.00375	0.00373	0.00953	0.00948	0.39349	A1
MvSl-1064-A1-R4_MC01-1g01851	aAutosome	aAutosome	NON	6.31278	0	0	0.00182	0	0	A1
MvSl-1064-A1-R4_MC01-1g01852	aAutosome	aAutosome	NON	5.89167	0.00783	0.00556	0.06702	0.03973	0.116831	A1
MvSl-1064-A1-R4_MC01-1g01853	aAutosome	aAutosome	NON	6.28042	0.0026	0.00261	0.00003	0.0002	86.3787	A1
MvSl-1064-A1-R4_MC01-1g01854	aAutosome	aAutosome	NON	2.52239	0.00113	0.00113	0.00382	0.00382	0.295804	A1
MvSl-1064-A1-R4_MC01-1g01855	aAutosome	aAutosome	NON	7.22927	0.00256	0.00182	0.01074	0.00625	0.238359	A1
MvSl-1064-A1-R4_MC01-1g01857	aAutosome	aAutosome	NON	3.6081	0.00266	0.00152	0.00238	0.00228	1.1176	A1
MvSl-1064-A1-R4_MC01-1g01859	aAutosome	aAutosome	NON	8.35072	0.00044	0.00044	0.00103	0.00102	0.427143	A1
MvSl-1064-A1-R4_MC01-1g01860	aAutosome	aAutosome	NON	5.96836	0	0	0	0	0	A1
MvSl-1064-A1-R4_MC01-1g01861	aAutosome	aAutosome	NON	8.41234	0.00066	0.00065	0.00172	0.00171	0.383699	A1
MvSl-1064-A1-R4_MC01-1g01863	aAutosome	aAutosome	NON	6.21698	0.00184	0.00117	0.00691	0.0042	0.266277	A1
MvSl-1064-A1-R4_MC01-1g01864	aAutosome	aAutosome	NON	5.2536	0	0	0	0	0	A1
MvSl-1064-A1-R4_MC01-1g01865	aAutosome	aAutosome	NON	4.95406	0.00201	0.00201	0.00585	0.00588	0.343584	A1
MvSl-1064-A1-R4_MC01-1g01867	aAutosome	aAutosome	NON	5.8844	0.00609	0.0043	0.05918	0.0248	0.102906	A1
MvSl-1064-A1-R4_MC01-1g01868	aAutosome	aAutosome	NON	5.47431	0.00104	0.00105	0.00296	0.003	0.351339	A1
MvSl-1064-A1-R4_MC01-1g01869	aAutosome	aAutosome	NON	5.97067	0	0	0.00323	0	0	A1
MvSl-1064-A1-R4_MC01-1g01870	aAutosome	aAutosome	NON	8.46182	0	0.00274	0.00001	0.0065	0	A1
MvSl-1064-A1-R4_MC01-1g01871	aAutosome	aAutosome	NON	6.41165	0.0047	0.00472	0.00005	0.0002	93.8124	A1
MvSl-1064-A1-R4_MC01-1g01872	aAutosome	aAutosome	NON	6.32771	0	0	0	0	0	A1
MvSl-1064-A1-R4_MC01-1g01873	aAutosome	aAutosome	NON	6.94147	0.00093	0.00093	0.0042	0.00298	0.221423	A1
MvSl-1064-A1-R4_MC01-1g01874	aAutosome	aAutosome	NON	6.61983	0.00439	0.00283	0.01416	0.0098	0.310026	A1
MvSl-1064-A1-R4_MC01-1g01875	aAutosome	aAutosome	NON	7.79358	0.00191	0.00191	0.00002	0.00007	95.0249	A1
MvSl-1064-A1-R4_MC01-1g01876	aAutosome	aAutosome	NON	8.74138	0	0.00499	0.00001	0.00985	0	A1
MvSl-1064-A1-R4_MC01-1g01877	aAutosome	aAutosome	NON	4.32809	0.00001	0	0.00575	0.00036	0.0017391	A1
MvSl-1064-A1-R4_MC01-1g01878	aAutosome	aAutosome	NON	6.50604	0.00001	0	0.0112	0.00041	0.000892849	A1
MvSl-1064-A1-R4_MC01-1g01879	aAutosome	aAutosome	NON	4.08523	0.00001	0	0.00998	0.00078	0.00100199	A1
MvSl-1064-A1-R4_MC01-1g01881	aAutosome	aAutosome	NON	7.09469	0.00167	0.00167	0.00002	0.00006	83.0846	A1
MvSl-1064-A1-R4_MC01-1g01882	aAutosome	aAutosome	NON	6.04934	0.0054	0.00183	0.01095	0.00459	0.493146	A1
MvSl-1064-A1-R4_MC01-1g01883	aAutosome	aAutosome	NON	4.48683	0.00898	0.00617	0.01928	0.01796	0.465765	A1
MvSl-1064-A1-R4_MC01-1g01884	aAutosome	aAutosome	NON	5.17536	0.0017	0.00109	0.00761	0.00414	0.223387	A1
MvSl-1064-A1-R4_MC01-1g01886	aAutosome	aAutosome	NON	7.24125	0	0	0.00123	0.00021	0	A1
MvSl-1064-A1-R4_MC01-1g01887	aAutosome	aAutosome	NON	9.51328	0.0044	0.00156	0.00361	0.00209	1.2188	A1
MvSl-1064-A1-R4_MC01-1g01889	aAutosome	aAutosome	NON	6.838	0.00321	0.00324	0.00746	0.00754	0.430289	A1
MvSl-1064-A1-R4_MC01-1g01890	aAutosome	aAutosome	NON	5.57455	0	0	0.00153	0	0	A1
MvSl-1064-A1-R4_MC01-1g01891	aAutosome	aAutosome	NON	2.71745	0.00134	0	0.00001	0	132.673	A1
MvSl-1064-A1-R4_MC01-1g01892	aAutosome	aAutosome	NON	2.52764	0.00186	0.00108	0.00532	0.00268	0.349617	A1
MvSl-1064-A1-R4_MC01-1g01893	aAutosome	aAutosome	NON	6.41595	0.00263	0.00117	0.00253	0.00176	1.03948	A1
MvSl-1064-A1-R4_MC01-1g01894	aAutosome	aAutosome	NON	8.47736	0.00335	0.00236	0.00317	0.00316	1.05675	A1
MvSl-1064-A1-R4_MC01-1g01895	aAutosome	aAutosome	NON	6.12717	0.74612	0.11065	1.87247	0.8334	0.398468	A1
MvSl-1064-A1-R4_MC01-1g01896	aAutosome	aAutosome	NON	5.21357	0.00052	0.0005	0.00122	0.00118	0.426195	A1
MvSl-1064-A1-R4_MC01-1g01897	aAutosome	aAutosome	NON	7.08298	0.00001	0	0.00588	0	0.00170065	A1
MvSl-1064-A1-R4_MC01-1g01899	aAutosome	aAutosome	NON	8.16624	0.02678	0.0126	0.03491	0.02545	0.767113	A1
MvSl-1064-A1-R4_MC01-1g01900	aAutosome	aAutosome	NON	4.89546	0.00383	0.00272	0.0107	0.00761	0.357941	A1
MvSl-1064-A1-R4_MC01-1g01901	aAutosome	aAutosome	NON	6.06957	0.00506	0.00253	0.00938	0.00542	0.53944	A1
MvSl-1064-A1-R4_MC01-1g01902	aAutosome	aAutosome	NON	6.59174	0	0.00436	0.00001	0.01218	0	A1
MvSl-1064-A1-R4_MC01-1g01903	aAutosome	aAutosome	NON	-0.360923	0.02163	0.00761	0.04607	0.02105	0.469502	A1
MvSl-1064-A1-R4_MC01-1g01904	aAutosome	aAutosome	NON	6.10088	0.16442	0.02529	0.48894	0.11577	0.336278	A1
MvSl-1064-A1-R4_MC01-1g01905	aAutosome	aAutosome	NON	6.90929	0	0	0.00001	0	0	A1
MvSl-1064-A1-R4_MC01-1g01906	aAutosome	aAutosome	NON	8.09621	0	0	0.00001	0	0	A1
MvSl-1064-A1-R4_MC01-1g01907	aAutosome	aAutosome	NON	6.50039	0.00328	0.00232	0.01209	0.00702	0.271296	A1
MvSl-1064-A1-R4_MC01-1g01911	aAutosome	aAutosome	NON	2.75824	0	0.00498	0.00001	0.01356	0	A1
MvSl-1064-A1-R4_MC01-1g01912	aAutosome	aAutosome	NON	5.88284	0	0.01895	0.00001	0.03522	0	A1
MvSl-1064-A1-R4_MC01-1g01913	aAutosome	aAutosome	NON	7.73876	0	0	0.00001	0	0	A1
MvSl-1064-A1-R4_MC01-1g01915	aAutosome	aAutosome	NON	5.84941	0.00247	0.00248	0.00003	0.00021	82.0598	A1
MvSl-1064-A1-R4_MC01-1g01916	aAutosome	aAutosome	NON	5.4151	0.00364	0.00258	0.00004	0.00016	90.7731	A1
MvSl-1064-A1-R4_MC01-1g01917	aAutosome	aAutosome	NON	6.54584	0	0	0.00001	0	0	A1
MvSl-1064-A1-R4_MC01-1g01918	aAutosome	aAutosome	NON	6.61092	0.0027	0.00133	0.00295	0.00203	0.915223	A1
MvSl-1064-A1-R4_MC01-1g01921	aAutosome	aAutosome	NON	6.56467	0.00339	0.00342	0.01629	0.01163	0.208102	A1
MvSl-1064-A1-R4_MC01-1g01922	aAutosome	aAutosome	NON	5.96614	0.00968	0.00598	0.00902	0.01132	1.07316	A1
MvSl-1064-A1-R4_MC01-1g01923	aAutosome	aAutosome	NON	6.93216	0	0	0	0	0	A1
MvSl-1064-A1-R4_MC01-1g01924	aAutosome	aAutosome	NON	6.54345	0.00156	0.00156	0.00348	0.00349	0.448263	A1
MvSl-1064-A1-R4_MC01-1g01925	aAutosome	aAutosome	NON	7.33215	0.0014	0.00099	0.00495	0.00286	0.282823	A1
MvSl-1064-A1-R4_MC01-1g01926	aAutosome	aAutosome	NON	4.15707	0	0	0.00491	0	0	A1
MvSl-1064-A1-R4_MC01-1g01927	aAutosome	aAutosome	NON	5.44353	0.00191	0.00111	0.00299	0.00213	0.638775	A1
MvSl-1064-A1-R4_MC01-1g01928	aAutosome	aAutosome	NON	8.07129	0.00496	0.00249	0.01222	0.00615	0.405889	A1
MvSl-1064-A1-R4_MC01-1g01929	aAutosome	aAutosome	NON	4.25028	0.84173	0.10855	1.45791	0.40973	0.577354	A1
MvSl-1064-A1-R4_MC01-1g01932	aAutosome	aAutosome	NON	6.1816	0.00174	0.00123	0.00521	0.00302	0.333967	A1
MvSl-1064-A1-R4_MC01-1g01933	aAutosome	aAutosome	NON	6.77667	0.00155	0.0011	0.00143	0.00145	1.08384	A1
MvSl-1064-A1-R4_MC01-1g01934	aAutosome	aAutosome	NON	6.1692	0.00059	0.00058	0.00489	0.00342	0.120652	A1
MvSl-1064-A1-R4_MC01-1g01935	aAutosome	aAutosome	NON	6.88102	0	0.01139	0.00001	0.02471	0	A1
MvSl-1064-A1-R4_MC01-1g01936	aAutosome	aAutosome	NON	5.84287	0	0.00004	0.00001	0	0	A1
MvSl-1064-A1-R4_MC01-1g01939	aAutosome	aAutosome	NON	5.6479	0.15238	0.03677	0.34513	0.10907	0.441515	A1
MvSl-1064-A1-R4_MC01-1g01940	aAutosome	aAutosome	NON	5.78387	0.00001	0	0.00859	0.00061	0.00116413	A1
MvSl-1064-A1-R4_MC01-1g01941	aAutosome	aAutosome	NON	6.58117	0.00001	0	0.00945	0.0014	0.00105819	A1
MvSl-1064-A1-R4_MC01-1g01943	aAutosome	aAutosome	NON	6.67574	0.00395	0.00277	0.00428	0.0042	0.922876	A1
MvSl-1064-A1-R4_MC01-1g01944	aAutosome	aAutosome	NON	5.98178	0.00001	0	0.00654	0	0.00152903	A1
MvSl-1064-A1-R4_MC01-1g01945	aAutosome	aAutosome	NON	7.26472	0.03037	0.01251	0.00031	0.00011	97.9361	A1
MvSl-1064-A1-R4_MC01-1g01948	aAutosome	aAutosome	NON	6.35822	0.00627	0.00364	0.00854	0.00498	0.734183	A1
MvSl-1064-A1-R4_MC01-1g01949	aAutosome	aAutosome	NON	5.84737	0	0.00072	0.00001	0	0	A1
MvSl-1064-A1-R4_MC01-1g01950	aAutosome	aAutosome	NON	3.48932	0.00751	0.00307	0.00706	0.00496	1.06372	A1
MvSl-1064-A1-R4_MC01-1g01951	aAutosome	aAutosome	NON	6.09933	0	0	0.00001	0	0	A1
MvSl-1064-A1-R4_MC01-1g01952	aAutosome	aAutosome	Up	7.42216	0	0	0.00001	0	0	A1
MvSl-1064-A1-R4_MC01-1g01953	aAutosome	aAutosome	NON	6.05821	0.00268	0.00269	0.00003	0.00053	89.0365	A1
MvSl-1064-A1-R4_MC01-1g01954	aAutosome	aAutosome	NON	6.21718	0.00001	0	0.00822	0	0.00121653	A1
MvSl-1064-A1-R4_MC01-1g01956	aAutosome	aAutosome	NON	2.79834	0	0	0.00001	0	0	A1
MvSl-1064-A1-R4_MC01-1g01958	aAutosome	aAutosome	NON	6.36243	0.00164	0.00107	0.00441	0.0033	0.371874	A1
MvSl-1064-A1-R4_MC01-1g01959	aAutosome	aAutosome	NON	6.26937	0.00654	0.00465	0.00007	0.00041	93.2953	A1
MvSl-1064-A1-R4_MC01-1g01960	aAutosome	aAutosome	NON	4.76025	0.67162	0.0831	2.19051	0.96137	0.306604	A1
MvSl-1064-A1-R4_MC01-1g01965	aAutosome	aAutosome	NON	3.54821	0.2595	0.04629	0.2762	0.07765	0.939536	A1
MvSl-1064-A1-R4_MC01-1g01966	aAutosome	aAutosome	NON	5.42517	0.00072	0.00073	0.00147	0.00149	0.489763	A1
MvSl-1064-A1-R4_MC01-1g01967	aAutosome	aAutosome	NON	5.38809	0	0.01048	0	0.01782	0	A1
MvSl-1064-A1-R4_MC01-1g01969	aAutosome	aAutosome	NON	7.30299	0.00184	0.0013	0.00002	0.00007	91.5423	A1
MvSl-1064-A1-R4_MC01-1g01970	aAutosome	aAutosome	Down	5.7244	0.00196	0.00196	0.00002	0.00011	97.5124	A1
MvSl-1064-A1-R4_MC01-1g01972	aAutosome	aAutosome	NON	7.49046	0.0007	0.00071	0.00551	0.0032	0.127039	A1
MvSl-1064-A1-R4_MC01-1g01974	aAutosome	aAutosome	NON	7.13759	0.00161	0.00162	0.0045	0.00455	0.35777	A1
MvSl-1064-A1-R4_MC01-1g01976	aAutosome	aAutosome	NON	4.64668	0.0019	0.00134	0.00002	0.00021	94.5274	A1
MvSl-1064-A1-R4_MC01-1g01985	aAutosome	aAutosome	NON	6.49654	0.0044	0.00255	0.00759	0.00539	0.579703	A1
MvSl-1064-A1-R4_MC01-1g01987	aAutosome	aAutosome	NON	9.9458	0.00227	0.00227	0.00002	0	112.935	A1
MvSl-1064-A1-R4_MC01-1g01988	aAutosome	aAutosome	NON	9.863	0.00095	0.00096	0.00914	0.00459	0.103938	A1
MvSl-1064-A1-R4_MC01-1g01989	aAutosome	aAutosome	NON	3.54707	0.00162	0.00114	0.00547	0.00316	0.296155	A1
MvSl-1064-A1-R4_MC01-1g01990	aAutosome	aAutosome	NON	5.66847	0.00758	0.00206	0.00728	0.00254	1.04119	A1
MvSl-1064-A1-R4_MC01-1g01992	aAutosome	aAutosome	NON	7.38976	0.01368	0.00343	0.01912	0.00688	0.715477	A1
MvSl-1064-A1-R4_MC01-1g01995	aAutosome	aAutosome	NON	4.68781	0.01347	0.00779	0.00014	0.00008	96.1456	A1
MvSl-1064-A1-R4_MC01-1g01998	aAutosome	aAutosome	NON	9.07654	0.00481	0.00481	0.01697	0.017	0.28344	A1
MvSl-1064-A1-R4_MC01-1g02000	aAutosome	aAutosome	NON	7.05336	0.00094	0.00094	0.0046	0.00326	0.204343	A1
MvSl-1064-A1-R4_MC01-1g02001	aAutosome	aAutosome	NON	5.55428	0	0	0.00001	0	0	A1
MvSl-1064-A1-R4_MC01-1g02003	aAutosome	aAutosome	NON	6.31126	0	0	0.00151	0.00023	0	A1
MvSl-1064-A1-R4_MC01-1g02005	aAutosome	aAutosome	NON	0.459505	0.00503	0.00505	0.00005	0.00005	100.399	A1
MvSl-1064-A1-R4_MC01-1g02007	aAutosome	aAutosome	NON	4.78459	0.00576	0.00249	0.00558	0.00359	1.03224	A1
MvSl-1064-A1-R4_MC01-1g02008	aAutosome	aAutosome	NON	7.49658	0	0	0.00001	0	0	A1
MvSl-1064-A1-R4_MC01-1g02009	aAutosome	aAutosome	NON	7.89882	0	0	0.00001	0	0	A1
MvSl-1064-A1-R4_MC01-1g02011	aAutosome	aAutosome	NON	8.88346	0.00332	0.00241	0.00759	0.00526	0.437412	A1
MvSl-1064-A1-R4_MC01-1g02015	aAutosome	aAutosome	NON	6.41516	0.00117	0.00082	0.0027	0.0019	0.433317	A1
MvSl-1064-A1-R4_MC01-1g02016	aAutosome	aAutosome	NON	4.40218	0	0	0.00001	0	0	A1
MvSl-1064-A1-R4_MC01-1g02017	aAutosome	aAutosome	NON	6.65096	0	0	0.00001	0	0	A1
MvSl-1064-A1-R4_MC01-1g02018	aAutosome	aAutosome	NON	5.33817	0.00135	0.00063	0.00417	0.0019	0.323733	A1
MvSl-1064-A1-R4_MC01-1g02020	aAutosome	aAutosome	NON	6.08587	0	0	0.00233	0	0	A1
MvSl-1064-A1-R4_MC01-1g02021	aAutosome	aAutosome	NON	6.79754	0.00188	0.00132	0.00129	0.00128	1.45725	A1
MvSl-1064-A1-R4_MC01-1g02026	aAutosome	aAutosome	NON	4.33677	0	0	0.00001	0	0	A1
MvSl-1064-A1-R4_MC01-1g02027	aAutosome	aAutosome	NON	3.27877	0.02513	0.01041	0.04518	0.02069	0.556218	A1
MvSl-1064-A1-R4_MC01-1g02029	aAutosome	aAutosome	NON	7.40765	0	0	0.00001	0	0	A1
MvSl-1064-A1-R4_MC01-1g02030	aAutosome	aAutosome	NON	5.1965	0.01308	0.00657	0.00013	0.00009	100.538	A1
MvSl-1064-A1-R4_MC01-1g02031	aAutosome	aAutosome	NON	7.15571	0	0.00003	0.00001	0	0	A1
MvSl-1064-A1-R4_MC01-1g02032	aAutosome	aAutosome	NON	7.33278	0.00244	0.00244	0.00002	0	121.393	A1
MvSl-1064-A1-R4_MC01-1g02033	aAutosome	aAutosome	NON	6.09032	0.00391	0.00276	0.00004	0.00006	97.5062	A1
MvSl-1064-A1-R4_MC01-1g02034	aAutosome	aAutosome	NON	8.69057	0	0	0	0	0	A1
MvSl-1064-A1-R4_MC01-1g02035	aAutosome	aAutosome	NON	8.09961	0.00466	0.00467	0.00903	0.00908	0.516052	A1
MvSl-1064-A1-R4_MC01-1g02036	aAutosome	aAutosome	NON	5.51891	0	0	0.00001	0	0	A1
MvSl-1064-A1-R4_MC01-1g02039	aAutosome	aAutosome	NON	7.15803	0.00288	0.00167	0.00746	0.00432	0.386054	A1
MvSl-1064-A1-R4_MC01-1g02042	aAutosome	aAutosome	NON	6.20155	0.00247	0.00248	0.00773	0.00781	0.31953	A1
MvSl-1064-A1-R4_MC01-1g02045	aAutosome	aAutosome	NON	5.47905	0.70655	0.09975	1.08107	0.28347	0.653565	A1
MvSl-1064-A1-R4_MC01-1g02049	aAutosome	aAutosome	NON	5.86546	0.00148	0.00148	0.00001	0.00001	146.535	A1
MvSl-1064-A1-R4_MC01-1g02051	aAutosome	aAutosome	NON	7.64969	0.00203	0.00203	0.00002	0	100.995	A1
MvSl-1064-A1-R4_MC01-1g02052	aAutosome	aAutosome	NON	9.43153	0.00198	0.00198	0.00002	0	98.5075	A1
MvSl-1064-A1-R4_MC01-1g02053	aAutosome	aAutosome	NON	4.16064	0.00438	0.00311	0.00391	0.00394	1.12018	A1
MvSl-1064-A1-R4_MC01-1g02054	aAutosome	aAutosome	NON	6.23026	0	0	0.00001	0	0	A1
MvSl-1064-A1-R4_MC01-1g02055	aAutosome	aAutosome	NON	2.34752	0.00002	0	0.0151	0	0.00132449	A1
MvSl-1064-A1-R4_MC01-1g02056	aAutosome	aAutosome	NON	3.394	0	0	0	0	0	A1
MvSl-1064-A1-R4_MC01-1g02057	aAutosome	aAutosome	NON	5.82361	0.00279	0.00198	0.00003	0.0001	92.691	A1
MvSl-1064-A1-R4_MC01-1g02058	aAutosome	aAutosome	NON	7.40192	0	0	0.00001	0	0	A1
MvSl-1064-A1-R4_MC01-1g02060	aAutosome	aAutosome	NON	5.19613	0	0	0.00001	0	0	A1
MvSl-1064-A1-R4_MC01-1g02062	aAutosome	aAutosome	NON	6.25984	0	0	0.00001	0	0	A1
MvSl-1064-A1-R4_MC01-1g02063	aAutosome	aAutosome	NON	5.13419	0.69363	0.10564	1.1336	0.3549	0.611882	A1
MvSl-1064-A1-R4_MC01-1g02064	aAutosome	aAutosome	NON	5.00382	0.00091	0.00091	0.00361	0.00256	0.252071	A1
MvSl-1064-A1-R4_MC01-1g02066	aAutosome	aAutosome	NON	-0.0820658	0	0	0.00001	0	0	A1
MvSl-1064-A1-R4_MC01-1g02067	aAutosome	aAutosome	NON	4.98697	0	0	0.00001	0.00484	0	A1
MvSl-1064-A1-R4_MC01-1g02068	aAutosome	aAutosome	NON	6.202	0.00191	0.00135	0.00877	0.0044	0.217785	A1
MvSl-1064-A1-R4_MC01-1g02071	aAutosome	aAutosome	NON	5.37961	0	0	0.00001	0	0	A1
MvSl-1064-A1-R4_MC01-1g02072	aAutosome	aAutosome	NON	6.38417	0.00102	0.00102	0.00001	0.00003	100.99	A1
MvSl-1064-A1-R4_MC01-1g02073	aAutosome	aAutosome	NON	6.83389	0	0	0.00001	0	0	A1
MvSl-1064-A1-R4_MC01-1g02075	aAutosome	aAutosome	NON	4.55518	0.00104	0.00104	0.00238	0.00238	0.436956	A1
MvSl-1064-A1-R4_MC01-1g02076	aAutosome	aAutosome	NON	4.16524	0	0	0.00001	0	0	A1
MvSl-1064-A1-R4_MC01-1g02080	aAutosome	aAutosome	NON	6.75654	0.04264	0.01348	0.20388	0.07249	0.209143	A1
MvSl-1064-A1-R4_MC01-1g02081	aAutosome	aAutosome	NON	5.97618	0	0.00004	0.00002	0	0	A1
MvSl-1064-A1-R4_MC01-1g02082	aAutosome	aAutosome	NON	5.82218	0	0	0.00001	0	0	A1
MvSl-1064-A1-R4_MC01-1g02084	aAutosome	aAutosome	NON	5.88415	0	0.00005	0.00001	0.00489	0	A1
MvSl-1064-A1-R4_MC01-1g02085	aAutosome	aAutosome	NON	5.42444	0	0	0.00001	0	0	A1
MvSl-1064-A1-R4_MC01-1g02086	aAutosome	aAutosome	NON	7.25821	0.00786	0.00502	0.01523	0.01201	0.516083	A1
MvSl-1064-A1-R4_MC01-1g02087	aAutosome	aAutosome	NON	6.18942	0.00157	0.00157	0.00002	0.00005	78.1095	A1
MvSl-1064-A1-R4_MC01-1g02088	aAutosome	aAutosome	NON	4.43476	0.00144	0.00224	0.00879	0.00976	0.163821	A1
MvSl-1064-A1-R4_MC01-1g02089	aAutosome	aAutosome	NON	3.63024	0	0	0.00001	0	0	A1
MvSl-1064-A1-R4_MC01-1g02090	aAutosome	aAutosome	NON	2.38471	0	0	0.00001	0	0	A1
MvSl-1064-A1-R4_MC01-1g02091	aAutosome	aAutosome	NON	5.011	0.00492	0.00493	0.00005	0.00058	98.2036	A1
MvSl-1064-A1-R4_MC01-1g02093	aAutosome	aAutosome	NON	6.5906	0.00178	0.00175	0.00481	0.00338	0.370055	A1
MvSl-1064-A1-R4_MC01-1g02097	aAutosome	aAutosome	NON	5.54041	0.70632	0.05425	1.62412	0.31626	0.434894	A1
MvSl-1064-A1-R4_MC01-1g02100	aAutosome	aAutosome	NON	5.83723	0.00296	0.00296	0.00003	0	98.3389	A1
MvSl-1064-A1-R4_MC01-1g02102	aAutosome	aAutosome	NON	6.98631	0	0.00004	0.00002	0	0	A1
MvSl-1064-A1-R4_MC01-1g02104	aAutosome	aAutosome	NON	8.5365	0	0	0.00249	0	0	A1
MvSl-1064-A1-R4_MC01-1g02105	aAutosome	aAutosome	NON	6.89093	0.00001	0	0.00597	0.00055	0.00167501	A1
MvSl-1064-A1-R4_MC01-1g02106	aAutosome	aAutosome	NON	5.38719	0.00198	0.00199	0.00002	0	98.5075	A1
MvSl-1064-A1-R4_MC01-1g02107	aAutosome	aAutosome	NON	6.04666	0.05874	0.01969	0.31915	0.11589	0.184051	A1
MvSl-1064-A1-R4_MC01-1g02108	aAutosome	aAutosome	NON	5.67061	0.00294	0.00209	0.00712	0.00507	0.412916	A1
MvSl-1064-A1-R4_MC01-1g02109	aAutosome	aAutosome	NON	5.04579	0.00001	0	0.00886	0	0.00112866	A1
MvSl-1064-A1-R4_MC01-1g02110	aAutosome	aAutosome	NON	7.23173	0.00189	0.00189	0.00002	0	94.0299	A1
