gene	water1	water2	rich1	rich2	di1	di2
MvSl-1064-A2-R4_A2g00337	0	5.2871	0	0	3.44585	1.29488
MvSl-1064-A2-R4_A2g00338	4	8.62578	3	2	5	2
MvSl-1064-A2-R4_A2g00339	2598.5	3105.43	761.639	763.533	975.796	917.254
MvSl-1064-A2-R4_A2g00340	2799.8	2900.88	841.443	604.193	1366.66	1407.63
MvSl-1064-A2-R4_A2g00341	13	16.1729	2.04231	4	13.1606	12.1738
MvSl-1064-A2-R4_A2g00342	36	52	56	39	36	42
MvSl-1064-A2-R4_A2g00343	708.189	642.109	462.35	496.038	548.743	607.486
MvSl-1064-A2-R4_A2g00344	315.761	273.981	16.9509	35.6599	137.705	156.766
MvSl-1064-A2-R4_A2g00345	434.019	488.702	34.3757	47.0992	165.695	210.132
MvSl-1064-A2-R4_A2g00346	328.838	370.378	13.5867	19.0191	197.652	254.845
MvSl-1064-A2-R4_A2g00347	0	2.07279	1.01453	1.01328	0	6.22726
MvSl-1064-A2-R4_A2g00348	3.16237	13.3207	11.4085	10.9245	0	2.04295
MvSl-1064-A2-R4_A2g00349	216.609	216.67	257.498	329.275	263.253	190.857
MvSl-1064-A2-R4_A2g00350	16.1484	17.4741	17.6325	20.2217	11.7719	20.2629
MvSl-1064-A2-R4_A2g00351	11202	8606	8264	8091	7210	12175
MvSl-1064-A2-R4_A2g00352	1196.33	1425.9	185.656	182.77	1106.76	1327.45
MvSl-1064-A2-R4_A2g00353	977.036	1272.37	1232.03	1773.11	592.84	410.158
MvSl-1064-A2-R4_A2g00354	7.21964	0	1.20001	1.43495	0	0
MvSl-1064-A2-R4_A2g00355	1786.01	2414.08	312.245	434.886	548.704	694.647
MvSl-1064-A2-R4_A2g00356	1967.42	2599.23	2424.34	2514.85	2031.39	2145.23
MvSl-1064-A2-R4_A2g00357	330.872	307.729	173.606	345.874	107.561	154.781
MvSl-1064-A2-R4_A2g00358	1093.75	1170.28	925.688	1101.9	765.487	685.569
MvSl-1064-A2-R4_A2g00359	2158.28	3571.52	267.837	254.448	581.569	897.823
MvSl-1064-A2-R4_A2g00360	1	12	0	0	2	2
MvSl-1064-A2-R4_A2g00361	12	20	2.21576	2	25.7678	28.0395
MvSl-1064-A2-R4_A2g00362	8	17	1	2	76	77
MvSl-1064-A2-R4_A2g00363	195.433	302.197	130.613	312.031	114.69	163.437
MvSl-1064-A2-R4_A2g00364	24.5993	13.7906	21.9034	30.5119	15.0055	14.9797
MvSl-1064-A2-R4_A2g00365	477	442	1645	1867	473	398
MvSl-1064-A2-R4_A2g00366	266	247	505	470	455	480
MvSl-1064-A2-R4_A2g00367	2003	1869	4017	4146	3005	1951
MvSl-1064-A2-R4_A2g00368	5038	5123	5676	6520	5875	5042
MvSl-1064-A2-R4_A2g00369	4000	2290	36717	30792	4333	2934
MvSl-1064-A2-R4_A2g00370	293	475	144	153	1387	1874
MvSl-1064-A2-R4_A2g00371	6823	4213	32293	24874	5653	4057
MvSl-1064-A2-R4_A2g00372	5895	5101	18933	18031	6920	7342
MvSl-1064-A2-R4_A2g00373	13479	10591	15655	15433	10767	11877
MvSl-1064-A2-R4_A2g00374	4211	3589	6349	6061	4977	5024
MvSl-1064-A2-R4_A2g00375	5745	5771	4661	4215	7416	6737
MvSl-1064-A2-R4_A2g00376	1940	1466	4755	4703	1926	1898
MvSl-1064-A2-R4_A2g00377	2	3	6	5	0	2
MvSl-1064-A2-R4_A2g00378	3	3	5	9	1	3
MvSl-1064-A2-R4_A2g00379	2847	2764	8194	7938	4320	3549
MvSl-1064-A2-R4_A2g00380	721	745	454	489	15038	9264
MvSl-1064-A2-R4_A2g00381	3237.82	3255.3	1770.65	2020.44	1638.22	2351.09
MvSl-1064-A2-R4_A2g00382	499.745	496.648	481.235	447.956	353.809	320.209
MvSl-1064-A2-R4_A2g00383	502	540	785	897	640	607
MvSl-1064-A2-R4_A2g00384	0	1	0	1	2	1.5
MvSl-1064-A2-R4_A2g00385	15	24	3	3	3	7
MvSl-1064-A2-R4_A2g00386	0	1	0	1	2	1.5
MvSl-1064-A2-R4_A2g00387	0	0	0	0	0	0
MvSl-1064-A2-R4_A2g00388	2576	3172	1421	1416	1934	1876
MvSl-1064-A2-R4_A2g00389	151.556	167.216	1063.02	947.873	191.125	193.677
MvSl-1064-A2-R4_A2g00390	98.6989	99	540.276	518.303	151.123	145.424
MvSl-1064-A2-R4_A2g00391	9.36764	13.6459	18.5592	26.669	25.8071	28.8124
MvSl-1064-A2-R4_A2g00392	0	2	1	1	1	1
MvSl-1064-A2-R4_A2g00393	1415.9	1535.01	3200.14	2935.49	1259.73	1142.77
MvSl-1064-A2-R4_A2g00394	16	17	14	3	22	13
MvSl-1064-A2-R4_A2g00395	30	41	24	21	71	61
MvSl-1064-A2-R4_A2g00396	12	12	4	3	14	14
MvSl-1064-A2-R4_A2g00397	1291.09	1659.47	860.278	894.444	865.287	826.308
MvSl-1064-A2-R4_A2g00398	1051.47	1669.97	1431.79	2048.8	810.735	717.048
MvSl-1064-A2-R4_A2g00399	1	1	2	0	1	1
MvSl-1064-A2-R4_A2g00400	32.3039	35.2515	1.17488	6.76333	143.868	265.251
MvSl-1064-A2-R4_A2g00401	987.879	823.727	690.297	709.836	1421.99	1309.83
MvSl-1064-A2-R4_A2g00402	28.5989	15.4337	77.7218	116.22	114.924	174.435
MvSl-1064-A2-R4_A2g00403	3527	3574	2912	2899	4709	5048
MvSl-1064-A2-R4_A2g00404	898.363	1147.53	173.135	133.024	896.851	859.554
MvSl-1064-A2-R4_A2g00405	330.023	386.041	157.79	187.558	296.554	389.744
MvSl-1064-A2-R4_A2g00406	260.07	388.958	191.411	168.664	109.173	149.544
MvSl-1064-A2-R4_A2g00407	987.914	1126	1223.08	1003.76	880.865	906.05
MvSl-1064-A2-R4_A2g00408	1.3636	3.63537	2.30576	1.20454	0	17.5698
MvSl-1064-A2-R4_A2g00409	9373.95	8267.52	2317.78	2239.52	6277.33	5701.48
MvSl-1064-A2-R4_A2g00410	160.579	215.928	23.787	29.0202	123.848	210.131
MvSl-1064-A2-R4_A2g00411	0	0	1.14147	0	0	0.788221
MvSl-1064-A2-R4_A2g00412	1	0	0	0	0	0
MvSl-1064-A2-R4_A2g00413	65.1817	83.869	8.66254	9.97076	15.3013	14.5798
MvSl-1064-A2-R4_A2g00414	1.43376	0	0	0	0	0
MvSl-1064-A2-R4_A2g00415	137.372	193.043	228.471	217.403	189.559	154.19
MvSl-1064-A2-R4_A2g00416	4177.91	4704.38	3357.48	3881.38	2681.43	1996.8
MvSl-1064-A2-R4_A2g00417	1182	1085	949	1212	1242	1156
MvSl-1064-A2-R4_A2g00418	2952	4005	2328	2397	2865	2641
MvSl-1064-A2-R4_A2g00419	164	338	154	166	207	155
MvSl-1064-A2-R4_A2g00420	115	238.787	328.569	373.934	163.718	114.589
MvSl-1064-A2-R4_A2g00421	131.889	125.966	142.412	94.6211	94.1414	161.226
MvSl-1064-A2-R4_A2g00422	376.528	441.929	515.706	501.147	273.457	277.4
MvSl-1064-A2-R4_A2g00423	91.8942	175.924	195.507	285.375	70.5414	58.6882
MvSl-1064-A2-R4_A2g00424	382.595	484.668	583.81	614.265	226.214	336.29
MvSl-1064-A2-R4_A2g00425	67.1463	108.18	94.105	104	270.411	287.803
MvSl-1064-A2-R4_A2g00426	3	3	5	3	79.2103	149.495
MvSl-1064-A2-R4_A2g00427	6.00421	12.0364	4.00136	3.00153	1.00208	3.00954
MvSl-1064-A2-R4_A2g00428	0	3	0	0	1	0
MvSl-1064-A2-R4_A2g00429	8.00608	19.0081	1	3	5	1
MvSl-1064-A2-R4_A2g00430	261	228.183	164.163	170.201	195	176.113
MvSl-1064-A2-R4_A2g00431	3068	2841	4021	4404	4924	5715
MvSl-1064-A2-R4_A2g00432	1514.1	1975	1147.51	1584.05	965.829	726.062
MvSl-1064-A2-R4_A2g00433	1458	1361	1034	1125	750	694
MvSl-1064-A2-R4_A2g00434	725.979	703.378	362.469	871.537	145.103	176.688
MvSl-1064-A2-R4_A2g00435	52.4755	51.2565	5.15841	7.1346	12.0244	5.45924
MvSl-1064-A2-R4_A2g00436	19.5421	11.0901	5.02152	9.03673	3.01532	1.00095
MvSl-1064-A2-R4_A2g00437	283.46	282.904	113.578	116.304	383.145	423.438
MvSl-1064-A2-R4_A2g00438	158.579	138.489	63.5417	72.759	72.3016	89.5547
MvSl-1064-A2-R4_A2g00439	646.22	777.752	421.067	484.453	402.523	464.53
MvSl-1064-A2-R4_A2g00440	54.109	83.4187	16.9866	16.3151	23.8581	34.2469
MvSl-1064-A2-R4_A2g00441	17.3379	15.7798	13.4882	13.5323	4.36119	4.21945
MvSl-1064-A2-R4_A2g00442	9.82536	25.3873	29.6295	22.0315	32.7466	22.6259
MvSl-1064-A2-R4_A2g00443	8244	8595	9876	9603	9527	8810
MvSl-1064-A2-R4_A2g00444	4282	3747	8632	7036	6264	5385
MvSl-1064-A2-R4_A2g00445	485.184	658.265	588.4	527.022	292.86	373.478
MvSl-1064-A2-R4_A2g00446	457.616	453.126	314.911	256.119	339.935	502.668
MvSl-1064-A2-R4_A2g00447	992.931	1075.55	816.833	677.901	912.91	838.462
MvSl-1064-A2-R4_A2g00448	131.889	125.966	142.412	94.6211	94.1414	161.226
MvSl-1064-A2-R4_A2g00449	76.9899	147.791	95.4133	63.5932	44.1302	44.7789
MvSl-1064-A2-R4_A2g00450	30.8185	50.7735	6.1712	12	19.4319	17.7093
MvSl-1064-A2-R4_A2g00451	141.921	159.288	26.3068	37.303	78.4111	75.3396
MvSl-1064-A2-R4_A2g00452	815.477	791.221	519.507	413.033	740.244	741.106
MvSl-1064-A2-R4_A2g00453	1264.59	1673.74	1056.26	911.256	724.267	656.251
MvSl-1064-A2-R4_A2g00454	62.3536	42.4325	49	41.0957	40.3863	58.6684
MvSl-1064-A2-R4_A2g00455	529	680	22.7842	18	586.808	611.926
MvSl-1064-A2-R4_A2g00456	774.831	813.043	308.37	303.936	469.892	492.586
MvSl-1064-A2-R4_A2g00457	516.887	532.48	169.288	538.357	155.83	127.537
MvSl-1064-A2-R4_A2g00458	54.1733	54.3751	15.8927	36.1255	16.3153	22.5451
MvSl-1064-A2-R4_A2g00459	35.1245	46	13	27	20	27
MvSl-1064-A2-R4_A2g00460	1453.48	1414.3	1803.73	1831.85	1035.38	1083.04
MvSl-1064-A2-R4_A2g00461	31	53.7062	43	78.5821	19	11
MvSl-1064-A2-R4_A2g00462	1.01847	5.83333	1.75	0	0	0.751623
MvSl-1064-A2-R4_A2g00463	1249.04	1405.74	715.394	858.624	322.894	477.331
MvSl-1064-A2-R4_A2g00464	452.086	459.771	77.9721	201.816	103.85	217.753
MvSl-1064-A2-R4_A2g00465	31.7317	108.307	0	0	2.923	0.00982838
MvSl-1064-A2-R4_A2g00466	2159.99	2055.43	4283.52	4030.75	1770.52	1198.98
MvSl-1064-A2-R4_A2g00467	2365.67	1805	8487	6764.67	2263	2332.67
MvSl-1064-A2-R4_A2g00468	294.094	282.688	142.889	131.249	113.067	142.065
MvSl-1064-A2-R4_A2g00469	4704.24	4627.12	618.809	620.629	1175.59	1838.76
MvSl-1064-A2-R4_A2g00470	1	3	0.333333	1	2.25377	3.87225
MvSl-1064-A2-R4_A2g00471	38.1093	52.3841	15.9679	12.1231	7.81357	14.6078
MvSl-1064-A2-R4_A2g00472	0	0.555556	0	0	0.58786	0.432458
MvSl-1064-A2-R4_A2g00473	0	0	0	0	3.09902	2.84235
MvSl-1064-A2-R4_A2g00474	452.086	459.771	77.9721	201.816	103.85	217.753
MvSl-1064-A2-R4_A2g00475	31.7317	108.307	0	0	2.923	0.00982838
MvSl-1064-A2-R4_A2g00476	2094.02	1730.14	1935.96	1566.5	929.958	1697.04
MvSl-1064-A2-R4_A2g00477	2365.67	1805	8487	6764.67	2263	2332.67
MvSl-1064-A2-R4_A2g00478	294.094	282.688	142.889	131.249	113.067	142.065
MvSl-1064-A2-R4_A2g00479	4704.24	4627.12	618.809	620.629	1175.59	1838.76
MvSl-1064-A2-R4_A2g00480	1	3	0.333333	1	2.25377	3.87225
MvSl-1064-A2-R4_A2g00481	38.1093	52.3841	15.9679	12.1231	7.81357	14.6078
MvSl-1064-A2-R4_A2g00482	0	0.555556	0	0	0.58786	0.432458
MvSl-1064-A2-R4_A2g00483	2423.59	2166.71	418.496	858.806	926.515	1327.32
MvSl-1064-A2-R4_A2g00484	31.7317	108.307	0	0	2.923	0.00982838
MvSl-1064-A2-R4_A2g00485	2159.99	2055.43	4283.52	4030.75	1770.52	1198.98
MvSl-1064-A2-R4_A2g00486	2365.67	1805	8487	6764.67	2263	2332.67
MvSl-1064-A2-R4_A2g00487	294.094	282.688	142.889	131.249	113.067	142.065
MvSl-1064-A2-R4_A2g00488	4704.24	4627.12	618.809	620.629	1175.59	1838.76
MvSl-1064-A2-R4_A2g00489	1	3	0.333333	1	2.25377	3.87225
MvSl-1064-A2-R4_A2g00490	38.1093	52.3841	15.9679	12.1231	7.81357	14.6078
MvSl-1064-A2-R4_A2g00491	0	0.555556	0	0	0.58786	0.432458
MvSl-1064-A2-R4_A2g00492	0	0	0	0	3.09902	2.84235
MvSl-1064-A2-R4_A2g00493	452.086	459.771	77.9721	201.816	103.85	217.753
MvSl-1064-A2-R4_A2g00494	3633.4	3885.91	460.991	880.523	1010.73	1817.04
MvSl-1064-A2-R4_A2g00495	113.448	151.127	7.94163	7.13166	84.9262	194.971
MvSl-1064-A2-R4_A2g00496	0	0	0	0	0	0
MvSl-1064-A2-R4_A2g00497	0	0	0	0	0	0
MvSl-1064-A2-R4_A2g00498	0	0	0	0	0	0
MvSl-1064-A2-R4_A2g00499	390.815	327.512	302.739	199.536	318.896	333.309
MvSl-1064-A2-R4_A2g00500	15.0975	18.0511	20.5908	11.4164	1.60278	3.06003
MvSl-1064-A2-R4_A2g00501	990.536	1464.64	114.269	105.46	260.975	367.992
MvSl-1064-A2-R4_A2g00502	448	708	49	47	203	116
MvSl-1064-A2-R4_A2g00503	242.855	410.489	24.8871	31.8933	118.919	99.6034
MvSl-1064-A2-R4_A2g00504	252.909	425.704	32.2692	38.1421	140.291	79.3204
MvSl-1064-A2-R4_A2g00505	1861.68	2170.25	164.632	175.209	688.664	465.535
MvSl-1064-A2-R4_A2g00506	31.6704	22.7527	611.76	661.517	214.282	241.199
MvSl-1064-A2-R4_A2g00507	0	0	0	0	0	0
MvSl-1064-A2-R4_A2g00508	1123.37	1072.55	818.385	827.018	974.885	999.234
MvSl-1064-A2-R4_A2g00509	79.7451	46.6237	32.5291	30.1581	64.492	121.885
MvSl-1064-A2-R4_A2g00510	8.02136	11.0636	0	1.0011	5.34988	5.25863
MvSl-1064-A2-R4_A2g00511	128.985	155.058	67.7291	58.6304	105.774	153.925
MvSl-1064-A2-R4_A2g00512	18.1789	32.9077	8.43727	8.03178	26.3383	35.1454
MvSl-1064-A2-R4_A2g00513	11804	8301	14263	14952	3123	4088
MvSl-1064-A2-R4_A2g00514	2391.93	2211.54	274.542	627.365	724.621	1021.11
MvSl-1064-A2-R4_A2g00515	0	0	0	0	3.09902	2.84235
MvSl-1064-A2-R4_A2g00516	2.7651	2.33333	0	0.5	6.04708	6.89742
MvSl-1064-A2-R4_A2g00517	2.3886	3.34601	6.87659	5.25222	1.11199	1.3877
MvSl-1064-A2-R4_A2g00518	0	0	0	0	0	0
MvSl-1064-A2-R4_A2g00519	0	0	0	0	0	0
MvSl-1064-A2-R4_A2g00520	11.8859	25.0355	14.8249	19.5693	25.7972	10.6543
MvSl-1064-A2-R4_A2g00521	1053.96	976.577	3883.31	3371.45	595.738	605.907
MvSl-1064-A2-R4_A2g00522	367.361	603.742	417.959	382.34	139.079	144.953
MvSl-1064-A2-R4_A2g00523	5.54517	5.28783	2.5912	3.14518	3.38069	0
MvSl-1064-A2-R4_A2g00524	4.22306	10.3619	0	0	2	3.10855
MvSl-1064-A2-R4_A2g00525	169.896	307.392	29.5631	44.0749	144.843	146.927
MvSl-1064-A2-R4_A2g00526	46.7472	60.6832	68.2538	48	18.1907	27.7632
MvSl-1064-A2-R4_A2g00527	1790.36	2209.77	687.872	684.265	494.774	364.963
MvSl-1064-A2-R4_A2g00528	24883	29123	242	85	3148	2001
MvSl-1064-A2-R4_A2g00529	9880	10650	2958	2696	2155	1816
MvSl-1064-A2-R4_A2g00530	1.01847	5.83333	1.75	0	0	0.751623
MvSl-1064-A2-R4_A2g00531	0	0	0	0	3.09902	2.84235
MvSl-1064-A2-R4_A2g00532	1651.84	994.707	774.748	1953.39	946.214	1310.13
MvSl-1064-A2-R4_A2g00533	6.32325	0	0	0	7.01545	0
MvSl-1064-A2-R4_A2g00534	142.001	247.524	199.915	172.033	81.0315	126.34
MvSl-1064-A2-R4_A2g00535	73.6216	162.128	38.2273	35.2867	64.1156	60.2925
MvSl-1064-A2-R4_A2g00536	192.309	253.618	86.9367	74.0831	127.965	170.392
MvSl-1064-A2-R4_A2g00537	224.07	455.993	38.2152	64.2076	120.703	145.72
MvSl-1064-A2-R4_A2g00538	627.942	282.888	519.874	1642.71	279.772	197.433
MvSl-1064-A2-R4_A2g00539	480.925	279.343	70.8766	303.761	293.463	250.764
MvSl-1064-A2-R4_A2g00540	54.212	71.1205	49.9271	113.597	48.232	76.1901
MvSl-1064-A2-R4_A2g00541	213.257	144.555	70.8352	37	137.248	74.4796
MvSl-1064-A2-R4_A2g00542	505.118	502.27	245.156	210.264	633.05	554.516
MvSl-1064-A2-R4_A2g00543	814.386	623.673	154.368	93.3214	664.353	566.188
MvSl-1064-A2-R4_A2g00544	0	0	54.099	56.4703	0	0
MvSl-1064-A2-R4_A2g00545	36.5565	50.9851	24.4908	15.9964	31.1397	26.266
MvSl-1064-A2-R4_A2g00546	212.716	257.373	121.762	184.255	186.617	160.156
MvSl-1064-A2-R4_A2g00547	3.06723	4.2857	3.87948	3.40271	0.739887	5.54532
MvSl-1064-A2-R4_A2g00548	733	937	280	387	463	674
MvSl-1064-A2-R4_A2g00549	76	100	23	42	234	206
MvSl-1064-A2-R4_A2g00550	290	284	53	79	350	308
MvSl-1064-A2-R4_A2g00551	81	101.19	369.765	311.023	102.692	144.607
MvSl-1064-A2-R4_A2g00552	513	323.81	736.235	576.977	575.308	556.393
MvSl-1064-A2-R4_A2g00553	352.292	598.738	303.439	519.731	131.507	101.469
MvSl-1064-A2-R4_A2g00554	126.797	207.856	27.5142	66.0034	28.5453	29.3327
MvSl-1064-A2-R4_A2g00555	381.377	659.643	84.3113	201.544	169.757	201.267
MvSl-1064-A2-R4_A2g00556	1.72674	2	0	0	15.8603	14.4699
MvSl-1064-A2-R4_A2g00557	2.91747	15.8756	1.20001	1.43495	0	0
MvSl-1064-A2-R4_A2g00558	2	1	3	1	660	812
MvSl-1064-A2-R4_A2g00559	3519	2978	2254	1996	3193	4030
MvSl-1064-A2-R4_A2g00560	259	367	252	226	285	264
MvSl-1064-A2-R4_A2g00561	3.06723	4.2857	3.87948	3.40271	0.739887	5.54532
MvSl-1064-A2-R4_A2g00562	0	0	12.3363	8.38829	19.5865	16.4927
MvSl-1064-A2-R4_A2g00563	872.664	1129.6	916.824	941.144	1152.66	833.352
MvSl-1064-A2-R4_A2g00564	987.022	927.419	1097.7	1098.71	526.068	565.487
MvSl-1064-A2-R4_A2g00565	61	86	13	17	35	27
MvSl-1064-A2-R4_A2g00566	23.4451	32	10	9	8	19
MvSl-1064-A2-R4_A2g00567	756.159	1001.56	967.56	1027.31	524.325	630.203
MvSl-1064-A2-R4_A2g00568	14	22	6	17	1264	1554
MvSl-1064-A2-R4_A2g00569	4928	5481	2376	2461	8047	5869
MvSl-1064-A2-R4_A2g00570	1389	1522	1166	1141	2151	1677
MvSl-1064-A2-R4_A2g00571	829.474	1438.44	466.941	469.006	429.099	431.463
MvSl-1064-A2-R4_A2g00572	99.3467	153.98	3.66365	1.20229	42.0057	47.6284
MvSl-1064-A2-R4_A2g00573	475.016	591.25	269.673	245.535	316.775	363.856
MvSl-1064-A2-R4_A2g00574	32.0397	44.353	15.3488	6.00431	25.191	33.4764
MvSl-1064-A2-R4_A2g00575	477	697	155	33	1878	1978
MvSl-1064-A2-R4_A2g00576	2272	4235	671	500	14072	10176
MvSl-1064-A2-R4_A2g00577	3478	3687	1886	1500	3466	3719
MvSl-1064-A2-R4_A2g00578	78.9932	81.1531	115.983	147.024	188.038	294.165
MvSl-1064-A2-R4_A2g00579	0	0	0	0	0	0
MvSl-1064-A2-R4_A2g00580	15564.2	14744.2	8874.94	7652.28	10010.3	11536.7
MvSl-1064-A2-R4_A2g00581	552.475	761.782	230.26	196.41	547.902	827.755
MvSl-1064-A2-R4_A2g00582	10.9461	24.7551	9.64139	5.16411	6.62087	4.8576
MvSl-1064-A2-R4_A2g00583	30	56.5155	17	16.3127	14	41.3194
MvSl-1064-A2-R4_A2g00584	2	1.1657	0	0	5	0
MvSl-1064-A2-R4_A2g00585	34.1041	44.8181	9.84626	2.58064	8.14147	7.95364
MvSl-1064-A2-R4_A2g00586	27.662	27.5112	9.24666	2.06335	9.2281	7.12151
MvSl-1064-A2-R4_A2g00587	154.267	238.928	170.056	114.28	83.3068	103.983
MvSl-1064-A2-R4_A2g00588	15.4108	43.3515	29.1436	33.2818	14.4298	19.5673
MvSl-1064-A2-R4_A2g00589	131.469	144.292	39.9549	34.7904	64.1185	57.7608
MvSl-1064-A2-R4_A2g00590	1	1	0	0	0	0
MvSl-1064-A2-R4_A2g00591	2	2	0	0	0	0
MvSl-1064-A2-R4_A2g00592	0	0	0	0	0	0
MvSl-1064-A2-R4_A2g00593	2861.41	2753.69	10899.2	16681.2	1224.49	1275.38
MvSl-1064-A2-R4_A2g00594	78.7854	109.421	393.546	590.57	44.0585	50.9412
MvSl-1064-A2-R4_A2g00595	106.251	91.2466	147.908	99.061	55.3131	50.3093
MvSl-1064-A2-R4_A2g00596	15.1165	7.94284	5.80264	7.40759	0	0
MvSl-1064-A2-R4_A2g00597	595.478	726.326	1311.84	1396.78	295.722	275.834
MvSl-1064-A2-R4_A2g00598	124.381	155.015	263.591	254.328	94.2324	138.753
MvSl-1064-A2-R4_A2g00599	2589.12	2861.45	1711.98	1790.84	1604.9	1794.27
MvSl-1064-A2-R4_A2g00600	53.8125	74.2977	100.742	95.2105	87.7447	80.8698
MvSl-1064-A2-R4_A2g00601	1.31068	0	2.28893	0	61.4184	74.3195
MvSl-1064-A2-R4_A2g00602	3152	2858	3628	3660	3438	4439
MvSl-1064-A2-R4_A2g00603	2833.06	2373.84	1383.25	1452.22	1271.27	1518.8
MvSl-1064-A2-R4_A2g00604	163.974	240.785	323.678	332.375	120.883	128.475
MvSl-1064-A2-R4_A2g00605	2921.07	2572.71	1661.99	1943.05	1033.99	1648.36
MvSl-1064-A2-R4_A2g00606	40.5	42.5	26.5	38	21.5	21
MvSl-1064-A2-R4_A2g00607	474.72	538.579	398.578	538.484	287.491	258.757
MvSl-1064-A2-R4_A2g00608	230.721	201.712	185.168	221.684	136.049	141.41
MvSl-1064-A2-R4_A2g00609	1237.77	1235.21	1058.93	967.724	653.256	649.263
MvSl-1064-A2-R4_A2g00610	716.222	1319.97	201.424	313.705	241.274	255.928
MvSl-1064-A2-R4_A2g00611	481	268	1641	1663	537	429
MvSl-1064-A2-R4_A2g00612	97	98	81	145	63	105
MvSl-1064-A2-R4_A2g00613	73.7919	68.5184	267.336	246.337	26.9328	41.8251
MvSl-1064-A2-R4_A2g00614	325.25	420.752	385.758	390.311	177.921	140.708
MvSl-1064-A2-R4_A2g00615	29.1031	63.642	10.1194	13	34.7798	41.9212
MvSl-1064-A2-R4_A2g00616	189.613	347.396	75.1893	99.8264	65.9467	77.1442
MvSl-1064-A2-R4_A2g00617	2.8234	1.57178	0	0	1.45116	4.17703
MvSl-1064-A2-R4_A2g00618	2944.47	3053.18	3230.53	3073.55	2429.48	2709.7
MvSl-1064-A2-R4_A2g00619	580.039	975.626	56.1396	51.1492	967.35	1182.83
MvSl-1064-A2-R4_A2g00620	0	0	0	2.95075	0	0
MvSl-1064-A2-R4_A2g00621	41.2443	41.4025	21.56	50.7916	180.631	190.891
MvSl-1064-A2-R4_A2g00622	166.021	223.662	165.104	130.149	1435.1	1921.01
MvSl-1064-A2-R4_A2g00623	1	0	0	0	10	1
MvSl-1064-A2-R4_A2g00624	272.437	1180.76	70.4333	126.53	98.6814	152.585
MvSl-1064-A2-R4_A2g00625	554	1812	18	21	183	281
MvSl-1064-A2-R4_A2g00626	0	3.27378	0	0	1.10457	0
MvSl-1064-A2-R4_A2g00627	68.2227	87.3176	4.16376	8.55845	275.782	326.719
MvSl-1064-A2-R4_A2g00628	7	13	1.03844	1.01229	23.6642	26.2573
MvSl-1064-A2-R4_A2g00629	46.8548	61.2403	35.8485	24.9828	47.8612	92.2844
MvSl-1064-A2-R4_A2g00630	16.3943	26.946	18.8079	19.1418	10.4148	15.4163
MvSl-1064-A2-R4_A2g00631	0.476456	0	1.12848	2.26535	5.16966	0.582933
MvSl-1064-A2-R4_A2g00632	9.93244	42.64	25.1268	11.9296	1.43328	5.53191
MvSl-1064-A2-R4_A2g00633	0	0	2.28039	1.43198	0	0.621155
MvSl-1064-A2-R4_A2g00634	0	0	0	3.02305	0	0
MvSl-1064-A2-R4_A2g00635	110.795	87.3786	42.4497	237.96	208.436	126.982
MvSl-1064-A2-R4_A2g00636	39.6989	27.0605	10.3155	13.45	9.42115	10.3534
MvSl-1064-A2-R4_A2g00637	1882.59	1256.91	332.446	595.815	478.296	399.834
MvSl-1064-A2-R4_A2g00638	317.649	381.413	21.2011	16.7679	364.15	484.166
MvSl-1064-A2-R4_A2g00639	143.201	149.166	26.7087	25.0016	522.469	757.126
MvSl-1064-A2-R4_A2g00640	0	8.33164	0	0	11.4723	6.84519
MvSl-1064-A2-R4_A2g00641	9.79671	11.5184	3.91692	4.99808	11.454	6.41869
MvSl-1064-A2-R4_A2g00642	2534.93	2905.11	1333.58	1259.6	881.151	732.159
MvSl-1064-A2-R4_A2g00643	5361	4864	2700	2659	4312	4282
MvSl-1064-A2-R4_A2g00644	1367	1266	2854	2116	1491	1470
MvSl-1064-A2-R4_A2g00645	42.8647	61.3264	53.4154	34.6997	85.037	99.8107
MvSl-1064-A2-R4_A2g00646	1260.28	1574.03	847.975	988.05	683.554	737.46
MvSl-1064-A2-R4_A2g00647	544	708	1073	2049	1064	876
MvSl-1064-A2-R4_A2g00648	3.00782	6.0117	5	4.00375	1777.92	1776.13
MvSl-1064-A2-R4_A2g00649	0	0	2.28039	1.43198	0	0.621155
MvSl-1064-A2-R4_A2g00650	10.2593	31.2355	3.52219	5.34511	4.17704	5.63151
MvSl-1064-A2-R4_A2g00651	262	433	205	256	3178	2706
MvSl-1064-A2-R4_A2g00652	0	4.02603	1.00737	1.00856	516.854	1072.94
MvSl-1064-A2-R4_A2g00653	2.81793	2.73557	1.57104	0	25.9407	37.2728
MvSl-1064-A2-R4_A2g00654	3.23057	6.21516	1.4564	2.86852	2.7688	2.69374
MvSl-1064-A2-R4_A2g00655	0	0	0	0	0	0
MvSl-1064-A2-R4_A2g00656	1.03225	3.34857	2.12584	1.00937	2.11285	1.34994
MvSl-1064-A2-R4_A2g00657	1	0	0	0	0	0
MvSl-1064-A2-R4_A2g00658	1	0	0	0	1.00468	1.00492
MvSl-1064-A2-R4_A2g00659	57.3863	145.974	43.5293	34.2377	28.4014	36.7627
MvSl-1064-A2-R4_A2g00660	45.3934	94.0311	70.2389	65.0391	81.7584	104.523
MvSl-1064-A2-R4_A2g00661	0	0	1.26323	0	1.29133	0
MvSl-1064-A2-R4_A2g00662	125.765	139.139	5.97986	10.5331	83.3167	78.2331
