gid	A1_1	A1_2	A2_1	A2_2
MvSl-1064-A1-R4_MC10-1g09606	4068	4206	4017	3502
MvSl-1064-A1-R4_MC10-1g09607	1075	1307	910	767
MvSl-1064-A1-R4_MC10-1g09608	1052	1134	1186	909
MvSl-1064-A1-R4_MC10-1g09609	4779	4644	4483	4612
MvSl-1064-A1-R4_MC10-1g09610	1769	950	1072	1465
MvSl-1064-A1-R4_MC10-1g09611	265	216	226	217
MvSl-1064-A1-R4_MC10-1g09612	1811	2040	1476	1482
MvSl-1064-A1-R4_MC10-1g09613	4882	5973	5440	4522
MvSl-1064-A1-R4_MC10-1g09614	211.99	132.418	120.43	134.316
MvSl-1064-A1-R4_MC10-1g09615	502.398	481.755	352.588	400.536
MvSl-1064-A1-R4_MC10-1g09617	24.2239	13.9785	19.073	16.6938
MvSl-1064-A1-R4_MC10-1g09618	14562.2	15802.1	10888.8	10923.8
MvSl-1064-A1-R4_MC10-1g09619	139.392	125.317	100.61	146.723
MvSl-1064-A1-R4_MC10-1g09620	116	133	264	213
MvSl-1064-A1-R4_MC10-1g09621	1438	2361	1747	950
MvSl-1064-A1-R4_MC10-1g09622	46.9118	75.8018	352.474	389.607
MvSl-1064-A1-R4_MC10-1g09625	124.972	138.696	190.197	142.254
MvSl-1064-A1-R4_MC10-1g09627	2135	2154	1957	1758
MvSl-1064-A1-R4_MC10-1g09628	1793	1151	1112	1711
MvSl-1064-A1-R4_MC10-1g09629	1329	1440	1138	1067
MvSl-1064-A1-R4_MC10-1g09630	3549	2550	2858	3407
MvSl-1064-A1-R4_MC10-1g09631	333	358	381	367
MvSl-1064-A1-R4_MC10-1g09632	2310	2365	2208	2261
MvSl-1064-A1-R4_MC10-1g09633	4928	5941	8291	5308
MvSl-1064-A1-R4_MC10-1g09634	608	563	393	442
MvSl-1064-A1-R4_MC10-1g09635	573	572	452	546
MvSl-1064-A1-R4_MC10-1g09636	367	212	159	394
MvSl-1064-A1-R4_MC10-1g09637	107	76	40	59
MvSl-1064-A1-R4_MC10-1g09638	239	274	239	227
MvSl-1064-A1-R4_MC10-1g09639	1080	1177	983	972
MvSl-1064-A1-R4_MC10-1g09640	3811	4300	6319	4524
MvSl-1064-A1-R4_MC10-1g09641	1178	1218	1129	903
MvSl-1064-A1-R4_MC10-1g09642	395	534	566	483
MvSl-1064-A1-R4_MC10-1g09643	744	1003	895	601
MvSl-1064-A1-R4_MC10-1g09644	1094	1398	1248	911
MvSl-1064-A1-R4_MC10-1g09645	1788	2533	2667	1869
MvSl-1064-A1-R4_MC10-1g09646	1894	2333	2091	1633
MvSl-1064-A1-R4_MC10-1g09647	16404	19247	18054	14522
MvSl-1064-A1-R4_MC10-1g09648	2565	2083	1987	2432
MvSl-1064-A1-R4_MC10-1g09649	1347	1584	1461	1073
MvSl-1064-A1-R4_MC10-1g09650	153	105	139	110
MvSl-1064-A1-R4_MC10-1g09651	47	41	88	45
MvSl-1064-A1-R4_MC10-1g09652	116	129	151	84
MvSl-1064-A1-R4_MC10-1g09653	6.19487	5.07464	7.53272	7.46219
MvSl-1064-A1-R4_MC10-1g09654	50.4043	21.3857	28	24.6871
MvSl-1064-A1-R4_MC10-1g09655	6058	4988	4127	4751
MvSl-1064-A1-R4_MC10-1g09656	987	1071	699	894
MvSl-1064-A1-R4_MC10-1g09657	4088	3970	3895	3886
MvSl-1064-A1-R4_MC10-1g09658	5410	6320	5462	4809
MvSl-1064-A1-R4_MC10-1g09659	11520	7739	7570	8713
MvSl-1064-A1-R4_MC10-1g09660	13673	12439	10987	10433
MvSl-1064-A1-R4_MC10-1g09661	4232	3823	3286	3549
MvSl-1064-A1-R4_MC10-1g09662	1129	1149	1204	1277
MvSl-1064-A1-R4_MC10-1g09663	2537	2272	1834	2080
MvSl-1064-A1-R4_MC10-1g09664	673	807	604	548
MvSl-1064-A1-R4_MC10-1g09665	5008	5311	4247	4501
MvSl-1064-A1-R4_MC10-1g09666	742	420	323	549
MvSl-1064-A1-R4_MC10-1g09667	3845	3941	3260	3173
MvSl-1064-A1-R4_MC10-1g09668	120	77	81	122
MvSl-1064-A1-R4_MC10-1g09669	747	822	690	625
MvSl-1064-A1-R4_MC10-1g09670	3230	3279	3512	3237
MvSl-1064-A1-R4_MC10-1g09671	10216	10591	9338	6653
MvSl-1064-A1-R4_MC10-1g09672	6	1	4	0
MvSl-1064-A1-R4_MC10-1g09673	707	700	491	406
MvSl-1064-A1-R4_MC10-1g09674	165	123	91	110
MvSl-1064-A1-R4_MC10-1g09675	255	231	182	228
MvSl-1064-A1-R4_MC10-1g09676	57	51	28	28
MvSl-1064-A1-R4_MC10-1g09677	2419	2488	2390	2220
MvSl-1064-A1-R4_MC10-1g09678	18	11	8.15553	14.2214
MvSl-1064-A1-R4_MC10-1g09679	607.919	412.636	353	466.446
MvSl-1064-A1-R4_MC10-1g09680	186.574	120.14	95	118.131
MvSl-1064-A1-R4_MC10-1g09681	5	4	5	1
MvSl-1064-A1-R4_MC10-1g09682	0	0	1	0
MvSl-1064-A1-R4_MC10-1g09683	5509	4260	3978	4348
MvSl-1064-A1-R4_MC10-1g09684	1234	1109	1095	1039
MvSl-1064-A1-R4_MC10-1g09685	547	661	579	399
MvSl-1064-A1-R4_MC10-1g09686	2141	2765	3891	2118
MvSl-1064-A1-R4_MC10-1g09687	2063	2509	3490	2567
MvSl-1064-A1-R4_MC10-1g09688	11	11	4	13
MvSl-1064-A1-R4_MC10-1g09689	1903	1750	1471	2032
MvSl-1064-A1-R4_MC10-1g09690	1763	1831	1753	1585
MvSl-1064-A1-R4_MC10-1g09691	446	462	345	391
MvSl-1064-A1-R4_MC10-1g09692	5950.01	7420.96	6560.91	5171.98
MvSl-1064-A1-R4_MC10-1g09693	26599	24658	18584	18801
MvSl-1064-A1-R4_MC10-1g09694	1773	2017	1527	1299
MvSl-1064-A1-R4_MC10-1g09695	5515	4288	4154	4291
MvSl-1064-A1-R4_MC10-1g09696	1927	2229	1866	1600
MvSl-1064-A1-R4_MC10-1g09697	1335	971	520	912
MvSl-1064-A1-R4_MC10-1g09698	14890	12070	6643	10311
MvSl-1064-A1-R4_MC10-1g09699	3496	4366	2805	3214
MvSl-1064-A1-R4_MC10-1g09700	475	377	317	402
MvSl-1064-A1-R4_MC10-1g09701	2498	3014	1804	1810
MvSl-1064-A1-R4_MC10-1g09702	2942	3287	2599	2412
MvSl-1064-A1-R4_MC10-1g09703	2077	2297	1860	1563
MvSl-1064-A1-R4_MC10-1g09704	1310	1121	1092	1096
MvSl-1064-A1-R4_MC10-1g09705	1447	1320	1313	1315
MvSl-1064-A1-R4_MC10-1g09706	7623	6180	4687	6470
MvSl-1064-A1-R4_MC10-1g09707	10	7	13	5
MvSl-1064-A1-R4_MC10-1g09708	0	0	0	0
MvSl-1064-A1-R4_MC10-1g09709	3831	3096	2594	2954
MvSl-1064-A1-R4_MC10-1g09710	3312	3209	2751	2991
MvSl-1064-A1-R4_MC10-1g09711	4114	4213	4010	3591
MvSl-1064-A1-R4_MC10-1g09712	415	509	492	319
MvSl-1064-A1-R4_MC10-1g09713	4485	5409	6923	4411
MvSl-1064-A1-R4_MC10-1g09714	2803	3368	3278	2902
MvSl-1064-A1-R4_MC10-1g09715	13	11	20	24
MvSl-1064-A1-R4_MC10-1g09716	1518	1939	1075	1043
MvSl-1064-A1-R4_MC10-1g09717	132	158	137	177
MvSl-1064-A1-R4_MC10-1g09718	1683	2237	3551	2350
MvSl-1064-A1-R4_MC10-1g09719	1061	1283	966	1005
MvSl-1064-A1-R4_MC10-1g09720	950	854	747	762
MvSl-1064-A1-R4_MC10-1g09721	2264	2423	1979	2175
MvSl-1064-A1-R4_MC10-1g09722	4350	4600	4587	4331
MvSl-1064-A1-R4_MC10-1g09723	2660	2803	2417	2037
MvSl-1064-A1-R4_MC10-1g09724	79	90	67	61
MvSl-1064-A1-R4_MC10-1g09725	1242	1253	1017	1036
MvSl-1064-A1-R4_MC10-1g09726	2053.8	1645	999.228	854.083
MvSl-1064-A1-R4_MC10-1g09727	1056	1048	435	484
MvSl-1064-A1-R4_MC10-1g09728	379	307	149	187
MvSl-1064-A1-R4_MC10-1g09729	223	220	101	98
MvSl-1064-A1-R4_MC10-1g09730	2785.98	2379.73	76.1337	77.8642
MvSl-1064-A1-R4_MC10-1g09731	179.577	162.54	88.1197	114.92
MvSl-1064-A1-R4_MC10-1g09732	905	618	330	271
MvSl-1064-A1-R4_MC10-1g09733	968.829	1028.81	1244.38	971.716
MvSl-1064-A1-R4_MC10-1g09734	5436.16	5577.67	6593.25	4476.26
MvSl-1064-A1-R4_MC10-1g09735	11	8	18	18
MvSl-1064-A1-R4_MC10-1g09736	11	14	49	17
MvSl-1064-A1-R4_MC10-1g09737	533	625	597	471
MvSl-1064-A1-R4_MC10-1g09738	4383	6386	5666	3687
MvSl-1064-A1-R4_MC10-1g09739	8616	8771	9146	8925
MvSl-1064-A1-R4_MC10-1g09740	20	16	15	20
MvSl-1064-A1-R4_MC10-1g09741	1084	1103	1031	947
MvSl-1064-A1-R4_MC10-1g09742	1506	1475	1382	1277
MvSl-1064-A1-R4_MC10-1g09743	3333	3682	3477	2570
MvSl-1064-A1-R4_MC10-1g09744	8	10	15	9
MvSl-1064-A1-R4_MC10-1g09745	2314	2227	1721	1913
MvSl-1064-A1-R4_MC10-1g09746	2327	2882	3016	2230
MvSl-1064-A1-R4_MC10-1g09747	900	922	911	881
MvSl-1064-A1-R4_MC10-1g09748	2058	2573	1847	1467
MvSl-1064-A1-R4_MC10-1g09749	1083	991	807	803
MvSl-1064-A1-R4_MC10-1g09750	950	1259	820	746
MvSl-1064-A1-R4_MC10-1g09751	1686	2132	1924	1288
MvSl-1064-A1-R4_MC10-1g09752	3	12	7	3
MvSl-1064-A1-R4_MC10-1g09753	2491	3073	3025	2451
MvSl-1064-A1-R4_MC10-1g09754	95	75	48	55
MvSl-1064-A1-R4_MC10-1g09755	8264	7757	7607	7655
MvSl-1064-A1-R4_MC10-1g09756	1682	2126	1650	1618
MvSl-1064-A1-R4_MC10-1g09757	3232	2700	2334	2450
MvSl-1064-A1-R4_MC10-1g09758	1835	2292	2458	1938
MvSl-1064-A1-R4_MC10-1g09759	1022	1107	1325	887
MvSl-1064-A1-R4_MC10-1g09760	1182	1299	1505	1272
MvSl-1064-A1-R4_MC10-1g09761	2476	4456	6426	3145
MvSl-1064-A1-R4_MC10-1g09762	1342	1310	1333	1261
MvSl-1064-A1-R4_MC10-1g09763	737	874	859	644
MvSl-1064-A1-R4_MC10-1g09764	6481	7162	6186	6300
MvSl-1064-A1-R4_MC10-1g09765	170	128	83	115
MvSl-1064-A1-R4_MC10-1g09766	3519	5267	6009	3414
MvSl-1064-A1-R4_MC10-1g09767	517	562	474	440
MvSl-1064-A1-R4_MC10-1g09768	3048	4447	4450	3001
MvSl-1064-A1-R4_MC10-1g09769	7785	6977	6732	6844
MvSl-1064-A1-R4_MC10-1g09770	3002	2899	3064	2601
MvSl-1064-A1-R4_MC10-1g09771	273	276	218	245
MvSl-1064-A1-R4_MC10-1g09772	2645.1	2259.91	1663.67	2009.49
MvSl-1064-A1-R4_MC10-1g09774	2460	2129	2357	2745
MvSl-1064-A1-R4_MC10-1g09775	0	2.01944	0	0
MvSl-1064-A1-R4_MC10-1g09776	1352.93	1240.65	918.81	853.495
MvSl-1064-A1-R4_MC10-1g09777	3164	2975	2577	2564
MvSl-1064-A1-R4_MC10-1g09778	6301	7829	8524	5686
MvSl-1064-A1-R4_MC10-1g09779	2.35794	0	1.44685	3.05196
MvSl-1064-A1-R4_MC10-1g09781	22362	24486	16256	15370
MvSl-1064-A1-R4_MC10-1g09782	42306	30521	22901	28710
MvSl-1064-A1-R4_MC10-1g09783	3130	4033	3457	3033
MvSl-1064-A1-R4_MC10-1g09784	1313.53	1151.77	1019.53	1098.02
MvSl-1064-A1-R4_MC10-1g09785	49.2075	47.1486	54.9901	187.701
MvSl-1064-A1-R4_MC10-1g09786	7.29645	8	1	5
MvSl-1064-A1-R4_MC10-1g09787	201.259	210.697	193.295	132.317
MvSl-1064-A1-R4_MC10-1g09788	2643	2862	2665	2293
MvSl-1064-A1-R4_MC10-1g09789	1354.36	1192.99	1145.59	1038.51
MvSl-1064-A1-R4_MC10-1g09790	1927.93	2844.9	3772.99	2817.98
MvSl-1064-A1-R4_MC10-1g09791	2624	3368	2959	2438
MvSl-1064-A1-R4_MC10-1g09792	5835	6111	4772	4682
MvSl-1064-A1-R4_MC10-1g09793	1828.42	1740.25	1604.71	1652.91
MvSl-1064-A1-R4_MC10-1g09794	1246.52	1215.25	306.592	253.455
MvSl-1064-A1-R4_MC10-1g09795	1046	1372	1527	966
MvSl-1064-A1-R4_MC10-1g09796	781.628	836.829	306.249	299.953
MvSl-1064-A1-R4_MC10-1g09797	2831.65	2994	2544	2283
MvSl-1064-A1-R4_MC10-1g09798	2637	2875	2359	2463
MvSl-1064-A1-R4_MC10-1g09799	1893	1977	1731	1449
MvSl-1064-A1-R4_MC10-1g09800	1414.4	1592	1228	1261
MvSl-1064-A1-R4_MC10-1g09801	292	260	226	317
MvSl-1064-A1-R4_MC10-1g09802	477	402	330	533
MvSl-1064-A1-R4_MC10-1g09803	227.361	226.447	14.629	40.8908
MvSl-1064-A1-R4_MC10-1g09804	211.843	153	281	231
MvSl-1064-A1-R4_MC10-1g09805	6.11127	10.0937	1.01435	7.16588
MvSl-1064-A1-R4_MC10-1g09806	1095	694.953	582.933	703.823
MvSl-1064-A1-R4_MC10-1g09808	1581	1345	1208	1242
MvSl-1064-A1-R4_MC10-1g09809	1673	1532	663	700
MvSl-1064-A1-R4_MC10-1g09810	0	0	0	0
MvSl-1064-A1-R4_MC10-1g09811	4456	4693	4468	3873
MvSl-1064-A1-R4_MC10-1g09812	2843	2753	2890	2476
MvSl-1064-A1-R4_MC10-1g09813	331.756	365.234	323.194	285.883
MvSl-1064-A1-R4_MC10-1g09814	3141.31	3410.35	9919.93	4989.29
MvSl-1064-A1-R4_MC10-1g09815	8.08936	9.20671	3.30098	5.33045
MvSl-1064-A1-R4_MC10-1g09816	3	2	2	2
MvSl-1064-A1-R4_MC10-1g09817	230.575	193.569	165.871	152.47
MvSl-1064-A1-R4_MC10-1g09818	1957	2074	1851	1882
MvSl-1064-A1-R4_MC10-1g09819	99.9834	60.9491	1329.54	1540.47
MvSl-1064-A1-R4_MC10-1g09820	11	17	78.7596	83.6068
MvSl-1064-A1-R4_MC10-1g09821	23.2532	19.1479	5.03647	8.10197
MvSl-1064-A1-R4_MC10-1g09822	46.2868	50.2319	6	2
MvSl-1064-A1-R4_MC10-1g09823	156	87	22	29
MvSl-1064-A1-R4_MC10-1g09824	7	6	0	3
MvSl-1064-A1-R4_MC10-1g09825	2	4	3	2
MvSl-1064-A1-R4_MC10-1g09826	1	0	13.1166	5.30852
MvSl-1064-A1-R4_MC10-1g09827	52.1067	64.0695	2.91376	10.2576
MvSl-1064-A1-R4_MC10-1g09828	2	1	1.0015	3.00665
MvSl-1064-A1-R4_MC10-1g09829	37.5256	47.6042	36.4642	49.598
MvSl-1064-A1-R4_MC10-1g09830	0	0	0	0
MvSl-1064-A1-R4_MC10-1g09831	27.0543	13.2241	0	0
MvSl-1064-A1-R4_MC10-1g09832	17.4944	14.7708	10.0075	12
MvSl-1064-A1-R4_MC10-1g09833	1500.44	1358.87	530.433	425.675
MvSl-1064-A1-R4_MC10-1g09834	7.41707	17.1091	1.10399	5.61572
MvSl-1064-A1-R4_MC10-1g09835	0	0	0	0
MvSl-1064-A1-R4_MC10-1g09836	0	0	0	0
MvSl-1064-A1-R4_MC10-1g09837	0	0	0	0
MvSl-1064-A1-R4_MC10-1g09838	3.83144	1.81246	8.3549	0
MvSl-1064-A1-R4_MC10-1g09839	14.0389	14.2376	8.01789	3.19618
MvSl-1064-A1-R4_MC10-1g09840	3.58946	1.28327	1.35946	2.24936
MvSl-1064-A1-R4_MC10-1g09841	2.35742	1.1935	5.58055	2.39473
MvSl-1064-A1-R4_MC10-1g09842	37.2928	22.0989	23.7636	21.3315
MvSl-1064-A1-R4_MC10-1g09843	3.27317	3.52774	109.703	87.8331
MvSl-1064-A1-R4_MC10-1g09844	0	0	0	0
MvSl-1064-A1-R4_MC10-1g09845	0	2.52706	0	1.15224
MvSl-1064-A1-R4_MC10-1g09846	0	2.38187	6.81023	0
MvSl-1064-A1-R4_MC10-1g09847	20.3298	32.521	15.9198	17.6003
MvSl-1064-A1-R4_MC10-1g09848	2.06938	0	8.43796	3.93955
MvSl-1064-A1-R4_MC10-1g09849	1.37481	0	0	0
MvSl-1064-A1-R4_MC10-1g09850	100.741	79.1397	90.9043	131.521
MvSl-1064-A1-R4_MC10-1g09851	0	0	0	0
MvSl-1064-A1-R4_MC10-1g09852	3.12981	0	0	1.38101
MvSl-1064-A1-R4_MC10-1g09854	52.0297	64.7735	129.674	88.4585
MvSl-1064-A1-R4_MC10-2g09858	1001.16	748.902	687.583	598.265
MvSl-1064-A1-R4_MC10-2g09859	15.6994	14.784	6.6745	1.98797
MvSl-1064-A1-R4_MC10-2g09860	0	0	0	0.921234
MvSl-1064-A1-R4_MC10-2g09861	0	0	0	0
MvSl-1064-A1-R4_MC10-2g09863	28.0167	48.1102	46.6692	29.5189
MvSl-1064-A1-R4_MC10-2g09864	4.02397	5.21327	2.41426	3.42995
MvSl-1064-A1-R4_MC10-2g09865	0	0	7.16959	1.14563
MvSl-1064-A1-R4_MC10-2g09867	0	5.14187	0	0
MvSl-1064-A1-R4_MC10-2g09868	60.0408	26.608	47.1015	45.6417
MvSl-1064-A1-R4_MC10-2g09869	12.3321	8.21272	14.2426	5.09798
MvSl-1064-A1-R4_MC10-2g09870	4.22394	0	4.07084	0
MvSl-1064-A1-R4_MC10-2g09871	166.367	92.1779	10.5595	18.0665
MvSl-1064-A1-R4_MC10-2g09873	2409.89	1741.64	1385.92	1290.13
MvSl-1064-A1-R4_MC10-2g09874	41.0853	27	8	11
MvSl-1064-A1-R4_MC10-2g09875	2157.09	1743.66	1275.23	1304.66
MvSl-1064-A1-R4_MC10-2g09876	127.302	119.333	87.458	80
MvSl-1064-A1-R4_MC10-2g09877	455	364	1610.01	925.901
MvSl-1064-A1-R4_MC10-2g09878	272.986	313.368	583.966	322
MvSl-1064-A1-R4_MC10-2g09879	592.068	561.207	402.721	483.495
MvSl-1064-A1-R4_MC10-2g09880	1	4	2	4
MvSl-1064-A1-R4_MC10-2g09881	5881	4710	4711	4774
MvSl-1064-A1-R4_MC10-2g09882	2038	1948	1836	1797
MvSl-1064-A1-R4_MC10-2g09883	2535	2883	2397	2324
MvSl-1064-A1-R4_MC10-2g09884	917	1073	975	860
MvSl-1064-A1-R4_MC10-2g09885	783.983	709.094	750.141	750.475
MvSl-1064-A1-R4_MC10-2g09886	2942.57	2771.46	2007.94	2191.98
MvSl-1064-A1-R4_MC10-2g09887	1640	1596	1501	1422
MvSl-1064-A1-R4_MC10-2g09888	77	88	57	54
MvSl-1064-A1-R4_MC10-2g09889	639.77	605.836	202.537	252.359
MvSl-1064-A1-R4_MC10-2g09890	490.729	453.497	331.093	297.773
MvSl-1064-A1-R4_MC10-2g09891	6754	6047	5577	5770
MvSl-1064-A1-R4_MC10-2g09892	7877	7334	6665	6356
MvSl-1064-A1-R4_MC10-2g09893	2796	2808	2561	2140
MvSl-1064-A1-R4_MC10-2g09894	2725	2318	1962	2211
MvSl-1064-A1-R4_MC10-2g09895	26555	15877	15150	22958
MvSl-1064-A1-R4_MC10-2g09896	675	647	669	671
MvSl-1064-A1-R4_MC10-2g09897	829	1024	1018	847
MvSl-1064-A1-R4_MC10-2g09898	2109	2217	1828	1959
MvSl-1064-A1-R4_MC10-2g09899	2.17309	1.04318	1.13502	0
MvSl-1064-A1-R4_MC10-2g09901	312.735	371.168	354.164	187.374
MvSl-1064-A1-R4_MC10-2g09902	3844.19	3424.22	3057.99	3249.78
MvSl-1064-A1-R4_MC10-2g09903	2612	2686	2437	2336
MvSl-1064-A1-R4_MC10-2g09904	1774	1432	1113	1173
MvSl-1064-A1-R4_MC10-2g09905	4841	6790	6197	4677
MvSl-1064-A1-R4_MC10-2g09906	1985	3257	3185	1792
MvSl-1064-A1-R4_MC10-2g09907	2594	2528	2403	2268
MvSl-1064-A1-R4_MC10-2g09908	394.102	382.923	85.9102	97.34
MvSl-1064-A1-R4_MC10-2g09909	188.8	176	8	15
MvSl-1064-A1-R4_MC10-2g09910	369.74	270.14	38.4426	44.8444
MvSl-1064-A1-R4_MC10-2g09911	37.9239	64.9778	7.60539	1.94E-08
MvSl-1064-A1-R4_MC10-2g09913	483.692	716.51	382.455	205.261
MvSl-1064-A1-R4_MC10-2g09914	3857	3397	2950	3593
MvSl-1064-A1-R4_MC10-2g09915	12580	18314	24579	18539
MvSl-1064-A1-R4_MC10-2g09916	1521	1307	1491	1477
MvSl-1064-A1-R4_MC10-2g09917	7297	8884	7686	6812
MvSl-1064-A1-R4_MC10-2g09918	1	0	2	1
MvSl-1064-A1-R4_MC10-2g09920	11	11	12	9
MvSl-1064-A1-R4_MC10-2g09921	78	61	85	35
MvSl-1064-A1-R4_MC10-2g09922	76	79	92	60
MvSl-1064-A1-R4_MC10-2g09923	20.4337	10.6826	6.4597	11.0103
MvSl-1064-A1-R4_MC10-2g09924	465	322	216	344
MvSl-1064-A1-R4_MC10-2g09925	10596	5905	5164	7953
MvSl-1064-A1-R4_MC10-2g09926	10	6	7	14
MvSl-1064-A1-R4_MC10-2g09927	286	230	152	211
MvSl-1064-A1-R4_MC10-2g09928	2964	4247	3458	2183
MvSl-1064-A1-R4_MC10-2g09929	3565	4033	4484	3904
MvSl-1064-A1-R4_MC10-2g09930	1143	1353	1363	948
MvSl-1064-A1-R4_MC10-2g09931	3440	3617	2797	3145
MvSl-1064-A1-R4_MC10-2g09932	378.775	451.498	605.194	495.056
MvSl-1064-A1-R4_MC10-2g09933	595.297	755.25	374.478	304.783
MvSl-1064-A1-R4_MC10-2g09934	835	1010	907	721
MvSl-1064-A1-R4_MC10-2g09935	4547	5289	5546	4667
MvSl-1064-A1-R4_MC10-2g09936	580	513	525	623
MvSl-1064-A1-R4_MC10-2g09937	3017	2610	2663	2678
MvSl-1064-A1-R4_MC10-2g09938	1248.75	1109.75	703.955	753.052
MvSl-1064-A1-R4_MC10-2g09939	49.9231	61	30	24
MvSl-1064-A1-R4_MC10-2g09940	141.884	149.037	102.505	70.2828
MvSl-1064-A1-R4_MC10-2g09941	525.688	546.758	278.981	218.646
MvSl-1064-A1-R4_MC10-2g09942	2118.82	1639.63	893.122	844.891
MvSl-1064-A1-R4_MC10-2g09943	1	0	1	0
MvSl-1064-A1-R4_MC10-2g09944	170.839	149.823	198.035	223.454
MvSl-1064-A1-R4_MC10-2g09945	870	829	701	655
MvSl-1064-A1-R4_MC10-2g09946	25	27	21	18
MvSl-1064-A1-R4_MC10-2g09947	194.58	167.566	140.717	149.761
MvSl-1064-A1-R4_MC10-2g09948	1403.31	1334.79	1180.57	1111.54
MvSl-1064-A1-R4_MC10-2g09949	3660.24	4022.19	2761.63	2407.51
MvSl-1064-A1-R4_MC10-2g09950	376	440	684	439
MvSl-1064-A1-R4_MC10-2g09951	1463	1319	1266	1205
MvSl-1064-A1-R4_MC10-2g09952	569	640	516	576
MvSl-1064-A1-R4_MC10-2g09953	2938	2777	2423	2565
MvSl-1064-A1-R4_MC10-2g09954	3882	6373	8769	4921
MvSl-1064-A1-R4_MC10-2g09955	6909	7095	5584	5585
MvSl-1064-A1-R4_MC10-2g09956	4860	4204	4602	5219
MvSl-1064-A1-R4_MC10-2g09957	2148	2129	1835	1812
MvSl-1064-A1-R4_MC10-2g09958	109939	133804	139222	106332
MvSl-1064-A1-R4_MC10-2g09959	655	702	708	539
MvSl-1064-A1-R4_MC10-2g09960	1034	1100	1061	988
MvSl-1064-A1-R4_MC10-2g09961	539	443	285	443
MvSl-1064-A1-R4_MC10-2g09962	253	204	98	91
MvSl-1064-A1-R4_MC10-2g09963	313	278	119	162
MvSl-1064-A1-R4_MC10-2g09964	60	43	16	26
MvSl-1064-A1-R4_MC10-2g09965	133	91	68	71
MvSl-1064-A1-R4_MC10-2g09966	1821	1699	1388	1476
MvSl-1064-A1-R4_MC10-2g09967	2949	2578	1243	1810
MvSl-1064-A1-R4_MC10-2g09968	2149	1648	1152	2010
MvSl-1064-A1-R4_MC10-2g09969	1684	1423	1262	1519
MvSl-1064-A1-R4_MC10-2g09970	50	23	22	24
MvSl-1064-A1-R4_MC10-2g09971	123.426	128.188	83.4605	91.0408
MvSl-1064-A1-R4_MC10-2g09972	178.273	144.525	65.6248	75.3715
MvSl-1064-A1-R4_MC10-2g09973	12.6234	4.24853	4.20435	3.06572
MvSl-1064-A1-R4_MC10-2g09974	23.0252	19.4971	3.9649	0
MvSl-1064-A1-R4_MC10-2g09975	1	1	0	0
MvSl-1064-A1-R4_MC10-2g09976	1668	1887	1399	1483
MvSl-1064-A1-R4_MC10-2g09977	2213	2288	2259	2256
MvSl-1064-A1-R4_MC10-2g09978	3374	3616	3566	3139
MvSl-1064-A1-R4_MC10-2g09979	153	195	105	160
MvSl-1064-A1-R4_MC10-2g09980	340	302	126	135
MvSl-1064-A1-R4_MC10-2g09981	1745	1449	1241	1429
MvSl-1064-A1-R4_MC10-2g09982	1	1	2	1
MvSl-1064-A1-R4_MC10-2g09983	1053	1237	1038	916
MvSl-1064-A1-R4_MC10-2g09984	1123	1032	863	924
MvSl-1064-A1-R4_MC10-2g09985	565	736	776	545
MvSl-1064-A1-R4_MC10-2g09986	1410	1722	2072	1267
MvSl-1064-A1-R4_MC10-2g09987	30024	30905	18353	19798
MvSl-1064-A1-R4_MC10-2g09988	906	834	638	503
MvSl-1064-A1-R4_MC10-2g09989	961	843	547	512
MvSl-1064-A1-R4_MC10-2g09990	2633	3705	3573	2492
MvSl-1064-A1-R4_MC10-2g09991	1.67107	1.5445	3.89572	1.58561
MvSl-1064-A1-R4_MC10-2g09992	1793.45	1594.29	869.401	1000.59
MvSl-1064-A1-R4_MC10-2g09993	1197	1294	1305	1083
MvSl-1064-A1-R4_MC10-2g09994	18	10	9	20
MvSl-1064-A1-R4_MC10-2g09995	357	332	301	315
MvSl-1064-A1-R4_MC10-2g09996	18	30	59	17
MvSl-1064-A1-R4_MC10-2g09997	1877	1665	1458	1575
MvSl-1064-A1-R4_MC10-2g09998	4075	4739	6235	5293
MvSl-1064-A1-R4_MC10-2g09999	396	533	544	320
MvSl-1064-A1-R4_MC10-2g10000	611.053	671.944	804.598	501.9
MvSl-1064-A1-R4_MC10-2g10001	28.9649	30.0628	25.2523	22.7133
MvSl-1064-A1-R4_MC10-2g10002	87.7398	83.8165	78.9307	48.605
MvSl-1064-A1-R4_MC10-2g10003	7609	7526	4853	5205
MvSl-1064-A1-R4_MC10-2g10004	1438	1543	1367	1255
MvSl-1064-A1-R4_MC10-2g10005	5278	4685	3829	4422
MvSl-1064-A1-R4_MC10-2g10006	1113	2434	2840	1349
MvSl-1064-A1-R4_MC10-2g10007	3920	5939	6257	3870
MvSl-1064-A1-R4_MC10-2g10008	3597	3438	3190	3180
MvSl-1064-A1-R4_MC10-2g10009	3234	3129	3088	3036
MvSl-1064-A1-R4_MC10-2g10010	33	11	31	37
MvSl-1064-A1-R4_MC10-2g10011	13367	12957	12610	12383
MvSl-1064-A1-R4_MC10-2g10012	4901	6275	7120	4578
MvSl-1064-A1-R4_MC10-2g10013	1071	942	843	808
MvSl-1064-A1-R4_MC10-2g10014	546	293	216	651
MvSl-1064-A1-R4_MC10-2g10015	3713	3333	2793	3201
MvSl-1064-A1-R4_MC10-2g10016	1408	1559	925	929
MvSl-1064-A1-R4_MC10-2g10017	291	216	184	263
