gida1	A1_1	A1_2	A2_1	A2_2						
MvSl-1064-A1-R4_MC14g11761	5484	2601	3477	2040						
MvSl-1064-A1-R4_MC14g11762	787.464	703	1162	929.075						
MvSl-1064-A1-R4_MC14g11763	54	62	78	60.9876						
MvSl-1064-A1-R4_MC14g11764	18	11	19	16						
MvSl-1064-A1-R4_MC14g11765	557	546	776	769						
MvSl-1064-A1-R4_MC14g11766	216	238	326	311						
MvSl-1064-A1-R4_MC14g11767	8139	3696	5120	3474						
MvSl-1064-A1-R4_MC14g11768	1191	1212	1052	1139						
MvSl-1064-A1-R4_MC14g11769	3222	2454	3548	2934						
MvSl-1064-A1-R4_MC14g11770	353	465	436	511						
MvSl-1064-A1-R4_MC14g11771	555	333	415	237						
MvSl-1064-A1-R4_MC14g11772	143	94	306	269						
MvSl-1064-A1-R4_MC14g11773	1611	1509	1638	1601						
MvSl-1064-A1-R4_MC14g11774	8	8	27	27						
MvSl-1064-A1-R4_MC14g11775	374	312	808	631						
MvSl-1064-A1-R4_MC14g11776	2103	2113	2462	2614						
MvSl-1064-A1-R4_MC14g11777	2947	2708	3410	3118						
MvSl-1064-A1-R4_MC14g11778	582	419	628	488						
MvSl-1064-A1-R4_MC14g11779	4490	6071	5541	7330						
MvSl-1064-A1-R4_MC14g11780	1	0	0	1						
MvSl-1064-A1-R4_MC14g11781	2.66963	2.71278	0	1						
MvSl-1064-A1-R4_MC14g11782	8	8	18	5						
MvSl-1064-A1-R4_MC14g11783	752	807	949	851						
MvSl-1064-A1-R4_MC14g11784	71	63.5407	81.044	65						
MvSl-1064-A1-R4_MC14g11785	312.219	297.376	439.576	436.753						
MvSl-1064-A1-R4_MC14g11786	180	313	136	198						
MvSl-1064-A1-R4_MC14g11787	12	6	13	10						
MvSl-1064-A1-R4_MC14g11788	35	19	39	29						
MvSl-1064-A1-R4_MC14g11789	54	41.9893	55.9887	41.5191						
MvSl-1064-A1-R4_MC14g11790	2	3	6	2.37982						
MvSl-1064-A1-R4_MC14g11791	696.858	588.688	873.354	781.6						
MvSl-1064-A1-R4_MC14g11792	19.1031	10.5093	13.6101	8.7881						
MvSl-1064-A1-R4_MC14g11793	1	0	0	1						
MvSl-1064-A1-R4_MC14g11794	456	429	520	573						
MvSl-1064-A1-R4_MC14g11795	2128	3121	2833	3456						
MvSl-1064-A1-R4_MC14g11796	1461	1834	1881	2046						
MvSl-1064-A1-R4_MC14g11797	8307	10488	8567	9468						
MvSl-1064-A1-R4_MC14g11798	839	1036	982	1161						
MvSl-1064-A1-R4_MC14g11799	202.609	95.5905	132.202	93.4233						
MvSl-1064-A1-R4_MC14g11800	9.39568	6.46089	19.7387	8.14872						
MvSl-1064-A1-R4_MC14g11801	0	0	0	2.13411						
MvSl-1064-A1-R4_MC14g11802	8.56055	4.90399	5.57551	8.08564						
MvSl-1064-A1-R4_MC14g11803	0	0	0	0						
MvSl-1064-A1-R4_MC14g11804	94.3584	122.463	11.1951	0						
MvSl-1064-A1-R4_MC14g11805	1041.92	974.132	1779.33	1775.15						
MvSl-1064-A1-R4_MC14g11806	148.31	105.464	218.357	191.301						
MvSl-1064-A1-R4_MC14g11807	24.2317	17.6343	14.087	8.48746						
MvSl-1064-A1-R4_MC14g11808	134.768	110.366	151.913	70.5125						
MvSl-1064-A1-R4_MC14g11809	0	2	17	17						
MvSl-1064-A1-R4_MC14g11810	14.3857	18.0521	41.3953	28.1537						
MvSl-1064-A1-R4_MC14g11811	538.424	470.053	851.985	698.573						
MvSl-1064-A1-R4_MC14g11812	112.557	116.527	145.459	109.224						
MvSl-1064-A1-R4_MC14g11813	85.3228	66.2625	156	95.2956						
MvSl-1064-A1-R4_MC14g11814	137	111	182	123						
MvSl-1064-A1-R4_MC14g11815	174.687	156	250.34	138.326						
MvSl-1064-A1-R4_MC14g11816	0	1.10568	4.37312	1.10878						
MvSl-1064-A1-R4_MC14g11817	32.7166	26.7487	34.8664	41.6343						
MvSl-1064-A1-R4_MC14g11819	93.662	117.721	86.3585	101.311						
MvSl-1064-A1-R4_MC14g11820	1120.73	1321.17	1275.84	1498.16						
MvSl-1064-A1-R4_MC14g11821	5382	8027	6115	7595						
MvSl-1064-A1-R4_MC14g11822	2864	3009	3127	3113						
MvSl-1064-A1-R4_MC14g11823	1642.19	1988.31	1598.59	1825.63						
MvSl-1064-A1-R4_MC14g11824	0	0	0	0						
MvSl-1064-A1-R4_MC14g11825	795.312	887.031	1015.45	907.775						
MvSl-1064-A1-R4_MC14g11826	146.612	168.866	94.6163	132.969						
MvSl-1064-A1-R4_MC14g11829	0	0	0	0						
MvSl-1064-A1-R4_MC14g11830	1158.34	1117.56	1364.57	1065.05						
MvSl-1064-A1-R4_MC14g11831	0	0	0	0						
MvSl-1064-A1-R4_MC14g11832	54	26	33	31						
MvSl-1064-A1-R4_MC14g11833	4229	2838	4066	2971						
MvSl-1064-A1-R4_MC14g11834	1012	1428	1154	1334						
MvSl-1064-A1-R4_MC14g11835	9	14	14	20						
MvSl-1064-A1-R4_MC14g11836	6868	6725	7640	6340						
MvSl-1064-A1-R4_MC14g11837	195	206	203	222						
MvSl-1064-A1-R4_MC14g11838	528	631	580	723						
MvSl-1064-A1-R4_MC14g11839	6565	5266	8189	6375						
MvSl-1064-A1-R4_MC14g11840	59.9397	66.9143	83.7881	83.3806						
MvSl-1064-A1-R4_MC14g11841	2803	3358	3346	3578						
MvSl-1064-A1-R4_MC14g11842	815	667	836	573						
MvSl-1064-A1-R4_MC14g11843	494	479	511	419						
MvSl-1064-A1-R4_MC14g11844	2165	2393	2236	2498						
MvSl-1064-A1-R4_MC14g11845	389	502	238.449	324.084						
MvSl-1064-A1-R4_MC14g11846	3416	3344	3775	3886						
MvSl-1064-A1-R4_MC14g11847	3217	3157	3900	3691						
MvSl-1064-A1-R4_MC14g11848	710	718	819	849						
MvSl-1064-A1-R4_MC14g11849	2531	2328	2789	2657						
MvSl-1064-A1-R4_MC14g11850	4488	3572	6461	3936						
MvSl-1064-A1-R4_MC14g11851	2360	1924	2950	2343						
MvSl-1064-A1-R4_MC14g11852	289	333	377	400						
MvSl-1064-A1-R4_MC14g11853	5760	7793	6488	8248						
MvSl-1064-A1-R4_MC14g11854	765	717	814	827						
MvSl-1064-A1-R4_MC14g11855	344	358	439	417						
MvSl-1064-A1-R4_MC14g11856	954	1099	1213	1405						
MvSl-1064-A1-R4_MC14g11857	710	992	835	1131						
MvSl-1064-A1-R4_MC14g11858	8.62399	10.8154	10.0895	8.64259						
MvSl-1064-A1-R4_MC14g11859	547	577	610	676						
MvSl-1064-A1-R4_MC14g11860	1816	1692	1780	1978						
MvSl-1064-A1-R4_MC14g11861	49	62	43	47						
MvSl-1064-A1-R4_MC14g11862	1398	2341	1369	2094						
MvSl-1064-A1-R4_MC14g11863	1896	2143	1664	1776						
MvSl-1064-A1-R4_MC14g11864	2453	2052	2692	2953						
MvSl-1064-A1-R4_MC14g11865	12784	12818	11375	9466						
MvSl-1064-A1-R4_MC14g11866	814	850	946	1074						
MvSl-1064-A1-R4_MC14g11867	555	522	689	852						
MvSl-1064-A1-R4_MC14g11868	1204	1222	1286	1397						
MvSl-1064-A1-R4_MC14g11869	841	1211	878	1259						
MvSl-1064-A1-R4_MC14g11870	1991	2505	2506	2256						
MvSl-1064-A1-R4_MC14g11871	166	212	317	221						
MvSl-1064-A1-R4_MC14g11872	2898	4178	2535	3208						
MvSl-1064-A1-R4_MC14g11873	1017	1461	1192	1465						
MvSl-1064-A1-R4_MC14g11874	1753	1590	1688	1908						
MvSl-1064-A1-R4_MC14g11875	1725	1579	2058	1903						
MvSl-1064-A1-R4_MC14g11876	1673	688	2545	1134						
MvSl-1064-A1-R4_MC14g11877	1542	1700	1691	2033						
MvSl-1064-A1-R4_MC14g11878	3.08042	3.03733	4.03094	8						
MvSl-1064-A1-R4_MC14g11879	23	12	26	23						
MvSl-1064-A1-R4_MC14g11880	2076.8	2303.99	2950.06	2981.09						
MvSl-1064-A1-R4_MC14g11881	12	9	7	11						
MvSl-1064-A1-R4_MC14g11882	83	70	74	96						
MvSl-1064-A1-R4_MC14g11883	1397	1540	1467	1656						
MvSl-1064-A1-R4_MC14g11884	759	1124	720	965						
MvSl-1064-A1-R4_MC14g11885	25714	45394	51704	64433						
MvSl-1064-A1-R4_MC14g11886	3198	3659	3518	3778						
MvSl-1064-A1-R4_MC14g11887	707	634	797	491						
MvSl-1064-A1-R4_MC14g11888	3867	4191	4096	3906						
MvSl-1064-A1-R4_MC14g11889	1227	911	1415	1078						
MvSl-1064-A1-R4_MC14g11890	6131	6956	7334	7725						
MvSl-1064-A1-R4_MC14g11891	447	453	449	374						
MvSl-1064-A1-R4_MC14g11892	620	578	745	608						
MvSl-1064-A1-R4_MC14g11893	2541	2470	2883	2741						
MvSl-1064-A1-R4_MC14g11894	30.2075	26.1148	65.7468	38.9369						
MvSl-1064-A1-R4_MC14g11895	1648	1957	2333	2508						
MvSl-1064-A1-R4_MC14g11896	3274	3359	3770	3536						
MvSl-1064-A1-R4_MC14g11897	2024	2428	2463	2571						
MvSl-1064-A1-R4_MC14g11898	103.822	152.384	0	1.32322						
MvSl-1064-A1-R4_MC14g11899	29.1044	10.5092	17.6142	8.89098						
MvSl-1064-A1-R4_MC14g11900	0	0	0	0						
MvSl-1064-A1-R4_MC14g11901	56.3872	45.6209	74.3511	65.8569						
MvSl-1064-A1-R4_MC14g11902	1734	2279	2027	2498						
MvSl-1064-A1-R4_MC14g11903	908	986	907	1041						
MvSl-1064-A1-R4_MC14g11904	0	0	1	0						
MvSl-1064-A1-R4_MC14g11905	1	0	0	0						
MvSl-1064-A1-R4_MC14g11906	19	2	8	7						
MvSl-1064-A1-R4_MC14g11907	791	588	451	550						
MvSl-1064-A1-R4_MC14g11909	51.9341	33.3431	38.436	54.616						
MvSl-1064-A1-R4_MC14g11910	0	0	0	0						
MvSl-1064-A1-R4_MC14g11911	0	0	1	2						
MvSl-1064-A1-R4_MC14g11912	3208	2663	3988	3792						
MvSl-1064-A1-R4_MC14g11913	981	930	1122	1161						
MvSl-1064-A1-R4_MC14g11914	811	952	939	1299						
MvSl-1064-A1-R4_MC14g11915	4	4	3	11						
MvSl-1064-A1-R4_MC14g11916	399	393	773	992						
MvSl-1064-A1-R4_MC14g11917	9615	12904	9224	11326						
MvSl-1064-A1-R4_MC14g11918	302	461	312	485						
MvSl-1064-A1-R4_MC14g11919	32	44	46	56						
MvSl-1064-A1-R4_MC14g11920	434	499	480	573						
MvSl-1064-A1-R4_MC14g11921	129	150	144	135						
MvSl-1064-A1-R4_MC14g11922	414	544	471	623						
MvSl-1064-A1-R4_MC14g11923	236	336	255	359						
MvSl-1064-A1-R4_MC14g11924	180	194	147	183						
MvSl-1064-A1-R4_MC14g11925	1210	1246	1182	1168						
MvSl-1064-A1-R4_MC14g11926	201.51	318.97	252.979	302.233						
MvSl-1064-A1-R4_MC14g11928	46.8262	67.1153	30.7273	30.3486						
MvSl-1064-A1-R4_MC14g11929	248.521	267.408	224.415	155.377						
MvSl-1064-A1-R4_MC14g11930	28.1512	11.9457	19.6758	14.2108						
MvSl-1064-A1-R4_MC14g11931	0	4.41658	1.18997	3.36568						
MvSl-1064-A1-R4_MC14g11932	214.748	221.9	549.601	371.008						
MvSl-1064-A1-R4_MC14g11933	3.5	2.5	7.80221	4.50479						
MvSl-1064-A1-R4_MC14g11934	1482	1483	1459	1513						
MvSl-1064-A1-R4_MC14g11935	435	389	501	528						
MvSl-1064-A1-R4_MC14g11936	569	439	620	549						
MvSl-1064-A1-R4_MC14g11937	934	953	992	1000						
MvSl-1064-A1-R4_MC14g11938	4621	4162	4890	4750						
MvSl-1064-A1-R4_MC14g11939	5139.91	9018.08	5145.75	7863.45						
MvSl-1064-A1-R4_MC14g11940	5	1	5	2						
MvSl-1064-A1-R4_MC14g11941	1068	843	1162	990						
MvSl-1064-A1-R4_MC14g11942	317	445	537	520						
MvSl-1064-A1-R4_MC14g11943	4229	4678	4641	4986						
MvSl-1064-A1-R4_MC14g11944	1217	1596	1307	1382						
MvSl-1064-A1-R4_MC14g11945	1611	1320	1735	1474						
MvSl-1064-A1-R4_MC14g11946	345.087	410.918	330.252	320.55						
MvSl-1064-A1-R4_MC14g11947	742	778	934	1000						
MvSl-1064-A1-R4_MC14g11948	4549	3835	4444	3470						
MvSl-1064-A1-R4_MC14g11949	809	1061	928	1186						
MvSl-1064-A1-R4_MC14g11950	619.641	468.121	702.004	678.462						
MvSl-1064-A1-R4_MC14g11951	193.149	158.055	401.357	394.532						
MvSl-1064-A1-R4_MC14g11952	2.47864	0	5.35752	3.33774						
MvSl-1064-A1-R4_MC14g11954	29.7158	24.8081	23.2333	20.0156						
MvSl-1064-A1-R4_MC14g11955	110.651	74.2544	155.992	128.819						
MvSl-1064-A1-R4_MC14g11956	3425	3417	3426	3386						
MvSl-1064-A1-R4_MC14g11957	778	772	878	967						
MvSl-1064-A1-R4_MC14g11958	1756	2180	2140	2215						
MvSl-1064-A1-R4_MC14g11959	1197	1376	1401	1405						
MvSl-1064-A1-R4_MC14g11960	661	682	816	855						
MvSl-1064-A1-R4_MC14g11961	85.9844	71.0428	181.588	121.032						
MvSl-1064-A1-R4_MC14g11962	232.909	177.926	518.645	429.001						
MvSl-1064-A1-R4_MC14g11963	1388	1596	1774	1703						
MvSl-1064-A1-R4_MC14g11964	94.8784	78.2297	181.221	128.985						
MvSl-1064-A1-R4_MC14g11965	90	80	149.405	136.366						
MvSl-1064-A1-R4_MC14g11966	1	0	0	0						
MvSl-1064-A1-R4_MC14g11967	0	0	0	0						
MvSl-1064-A1-R4_MC14g11968	3.68147	14.2902	9.2109	7.7866						
MvSl-1064-A1-R4_MC14g11969	1727.53	1569.66	2284.04	2121.42						
MvSl-1064-A1-R4_MC14g11970	2.01659	2.05397	9.03232	0						
MvSl-1064-A1-R4_MC14g11971	355.456	343.353	379.277	305.742						
MvSl-1064-A1-R4_MC14g11972	39.8169	32.1208	79.7993	42.2114						
MvSl-1064-A1-R4_MC14g11973	751.764	627.517	660.794	519.725						
MvSl-1064-A1-R4_MC14g11974	86.4123	69.9864	208.62	141.954						
MvSl-1064-A1-R4_MC14g11975	3.51784	2.38934	4.17451	0						
MvSl-1064-A1-R4_MC14g11976	1173	1254	1563	1578						
MvSl-1064-A1-R4_MC14g11977	2536	2670	2820	2919						
MvSl-1064-A1-R4_MC14g11978	47.6683	23.4986	67.0931	53.3316						
MvSl-1064-A1-R4_MC14g11979	61.4899	43.0179	124.42	90.3126						
MvSl-1064-A1-R4_MC14g11980	0	0	0	1.08461						
MvSl-1064-A1-R4_MC14g11981	0	1.12358	0	0						
MvSl-1064-A1-R4_MC14g11982	45	55	43	51						
MvSl-1064-A1-R4_MC14g11983	326.602	392.518	957.262	1083.11						
MvSl-1064-A1-R4_MC14g11984	53	50	149.848	106.278						
MvSl-1064-A1-R4_MC14g11985	1.08545	0	0	0						
MvSl-1064-A1-R4_MC14g11986	25.0406	16.0021	16.0187	18.0008						
MvSl-1064-A1-R4_MC14g11987	0	0	1	0						
MvSl-1064-A1-R4_MC14g11988	0	0	2	1						
MvSl-1064-A1-R4_MC14g11989	18.0203	10.0353	33.1557	32.2317						
MvSl-1064-A1-R4_MC14g11990	18	13	30	8.02043						
MvSl-1064-A1-R4_MC14g11991	3	2	3.34756	2						
MvSl-1064-A1-R4_MC14g11992	67.1049	64.0404	113.468	91.3356						
MvSl-1064-A1-R4_MC15g12011	0	0	0	0						
MvSl-1064-A1-R4_MC15g12012	7	24	11	8						
MvSl-1064-A1-R4_MC15g12013	8514	8044	7270	6395						
MvSl-1064-A1-R4_MC15g12014	3206	2795	3812	3307						
MvSl-1064-A1-R4_MC15g12015	11973	12861	10764	11904						
MvSl-1064-A1-R4_MC15g12016	3190	3850	3054	3543						
MvSl-1064-A1-R4_MC15g12017	107.604	97.3693	171.815	149.309						
MvSl-1064-A1-R4_MC15g12018	1633.85	1638.35	3083.63	2648.28						
MvSl-1064-A1-R4_MC15g12019	2328	2551	3105	2658						
MvSl-1064-A1-R4_MC15g12020	514	752	789	913						
MvSl-1064-A1-R4_MC15g12021	211	260	274	267						
MvSl-1064-A1-R4_MC15g12022	36	16	27	27						
MvSl-1064-A1-R4_MC15g12023	551	369	612	440						
MvSl-1064-A1-R4_MC15g12024	5333	3538	7098	5152						
MvSl-1064-A1-R4_MC15g12025	3288	7703	3499	6245						
MvSl-1064-A1-R4_MC15g12026	2699	3160	2829	3101						
MvSl-1064-A1-R4_MC15g12027	109	84	133	98						
MvSl-1064-A1-R4_MC15g12028	11	7	22	17						
MvSl-1064-A1-R4_MC15g12029	7791	7926	5145	5524						
MvSl-1064-A1-R4_MC15g12030	80	201	106	122						
MvSl-1064-A1-R4_MC15g12031	1858	1806	2409	2728						
MvSl-1064-A1-R4_MC15g12032	0	0	0	0						
MvSl-1064-A1-R4_MC15g12033	0	0	0	0						
MvSl-1064-A1-R4_MC15g12034	1472	1527	1726	1799						
MvSl-1064-A1-R4_MC15g12035	130	77	147	91						
MvSl-1064-A1-R4_MC15g12036	267.695	183.719	228	179						
MvSl-1064-A1-R4_MC15g12037	12	23	16	28						
MvSl-1064-A1-R4_MC15g12038	5424	6913	5116	6039						
MvSl-1064-A1-R4_MC15g12039	17	11	26.8431	18.1792						
MvSl-1064-A1-R4_MC15g12040	120.179	111.821	146.128	121.934						
MvSl-1064-A1-R4_MC15g12041	2.36152	2.02554	3.76936	2.05949						
MvSl-1064-A1-R4_MC15g12042	476.266	439.53	393.55	320.423						
MvSl-1064-A1-R4_MC15g12043	0	0	0	0						
MvSl-1064-A1-R4_MC15g12044	0	1	0	0						
MvSl-1064-A1-R4_MC15g12045	9	8	8	6						
MvSl-1064-A1-R4_MC15g12046	3827	3298	4160	3243						
MvSl-1064-A1-R4_MC15g12047	740	562	869	712						
MvSl-1064-A1-R4_MC15g12048	2505	2657	2849	2893						
MvSl-1064-A1-R4_MC15g12049	18.3333	7.5	27.5	22.75						
MvSl-1064-A1-R4_MC15g12050	157.297	90.6566	194.308	158.814						
MvSl-1064-A1-R4_MC15g12051	1371	1562.76	1356.46	1631.96						
MvSl-1064-A1-R4_MC15g12052	3.66667	1.5	2.5	3.25						
MvSl-1064-A1-R4_MC15g12053	38.0003	49.2447	46.5416	30.0405						
MvSl-1064-A1-R4_MC15g12054	5199	5637	5842	5907						
MvSl-1064-A1-R4_MC15g12055	538	725	632	745						
MvSl-1064-A1-R4_MC15g12056	1285	1715	1395	1478						
MvSl-1064-A1-R4_MC15g12057	268	310	181	212						
MvSl-1064-A1-R4_MC15g12058	2208	2242	2627	2375						
MvSl-1064-A1-R4_MC15g12059	460	477	734	694						
MvSl-1064-A1-R4_MC15g12060	200.167	191.072	218.871	181.214						
MvSl-1064-A1-R4_MC15g12061	0	0	0	0						
MvSl-1064-A1-R4_MC15g12062	0	0	0	1						
MvSl-1064-A1-R4_MC15g12063	2.06741	1.03554	0	1.00412						
MvSl-1064-A1-R4_MC15g12064	8	7	14	7						
MvSl-1064-A1-R4_MC15g12065	1	3	2	7						
MvSl-1064-A1-R4_MC15g12066	764	688	672	737						
MvSl-1064-A1-R4_MC15g12067	4649	7599	4092	5714						
MvSl-1064-A1-R4_MC15g12068	1402	1274	1617	1398						
MvSl-1064-A1-R4_MC15g12069	8401	7546	9678	8470						
MvSl-1064-A1-R4_MC15g12070	678	707	689	806						
MvSl-1064-A1-R4_MC15g12071	6	9	20	23						
MvSl-1064-A1-R4_MC15g12072	32	130	14	51						
MvSl-1064-A1-R4_MC15g12073	17.5643	9.0602	27.1338	13.5657						
MvSl-1064-A1-R4_MC15g12074	151.845	78.795	150.729	113.096						
MvSl-1064-A1-R4_MC15g12075	86	56.4322	4.04726	4.09055						
MvSl-1064-A1-R4_MC15g12076	14	23	32.0873	20.1007						
MvSl-1064-A1-R4_MC15g12077	133	107	155	97						
MvSl-1064-A1-R4_MC15g12078	1041	1002	1259	1168						
MvSl-1064-A1-R4_MC15g12079	1613	2350	1692	2202						
MvSl-1064-A1-R4_MC15g12080	1048	974	1179	1020						
MvSl-1064-A1-R4_MC15g12081	305	257	315	260						
MvSl-1064-A1-R4_MC15g12082	77	108	30	31						
MvSl-1064-A1-R4_MC15g12083	3002	6573	2322	3848						
MvSl-1064-A1-R4_MC15g12084	1456	1871	1358	1712						
MvSl-1064-A1-R4_MC15g12085	3432	2694	3746	2852						
MvSl-1064-A1-R4_MC15g12086	2308	2333	2145	2875						
MvSl-1064-A1-R4_MC15g12087	6004	9648	5468	8438						
MvSl-1064-A1-R4_MC15g12088	2187	3065	2904	3382						
MvSl-1064-A1-R4_MC15g12089	8045	6436	7949	7946						
MvSl-1064-A1-R4_MC15g12090	2925	2628	3256	2881						
MvSl-1064-A1-R4_MC15g12091	415	370	639	451						
MvSl-1064-A1-R4_MC15g12092	2332	2466	2838	3183						
MvSl-1064-A1-R4_MC15g12093	0	0	0	0						
MvSl-1064-A1-R4_MC15g12094	3597	3540	4075	3729						
MvSl-1064-A1-R4_MC15g12095	2359	1965	2692	2284						
MvSl-1064-A1-R4_MC15g12096	683	677	885	914						
MvSl-1064-A1-R4_MC15g12097	122	106	169	145						
MvSl-1064-A1-R4_MC15g12098	2200	2000	2025	1885						
MvSl-1064-A1-R4_MC15g12099	1585	1643	1795	1877						
MvSl-1064-A1-R4_MC15g12100	2432	2425	2175	2428						
MvSl-1064-A1-R4_MC15g12101	16190	32682	21223	37493						
MvSl-1064-A1-R4_MC15g12102	2830	4191	2517	3531						
MvSl-1064-A1-R4_MC15g12103	1496	1916	2080	2062						
MvSl-1064-A1-R4_MC15g12104	2315	2532	3024	2882						
MvSl-1064-A1-R4_MC15g12105	3755	4164	4227	4287						
MvSl-1064-A1-R4_MC15g12106	2384	2005	4022	3164						
MvSl-1064-A1-R4_MC15g12107	1039	1352	939	1155						
MvSl-1064-A1-R4_MC15g12108	83	76	107	80						
MvSl-1064-A1-R4_MC15g12109	45	54	97	60						
MvSl-1064-A1-R4_MC15g12110	31	50	79	78						
MvSl-1064-A1-R4_MC15g12111	1464	1156	1946	1672						
MvSl-1064-A1-R4_MC15g12112	1217	1569	1484	1841						
MvSl-1064-A1-R4_MC15g12113	1025	579	893	627						
MvSl-1064-A1-R4_MC15g12114	330.303	311.683	367.705	276.48						
MvSl-1064-A1-R4_MC15g12115	325.025	285.961	390.876	354.827						
MvSl-1064-A1-R4_MC15g12116	1	0	0	0						
MvSl-1064-A1-R4_MC15g12117	2906	3841	2426	2704						
MvSl-1064-A1-R4_MC15g12118	713	837	905	1044						
MvSl-1064-A1-R4_MC15g12119	6578	7316	6221	6949						
MvSl-1064-A1-R4_MC15g12120	169	85	184	118						
MvSl-1064-A1-R4_MC15g12121	169.963	159.938	324.362	195.185						
MvSl-1064-A1-R4_MC15g12122	150.61	111.322	339.411	201.773						
MvSl-1064-A1-R4_MC15g12123	2252	2048	2557	2393						
MvSl-1064-A1-R4_MC15g12124	338	249	269	236						
MvSl-1064-A1-R4_MC15g12125	37.955	39.4134	60.3969	51.3986						
MvSl-1064-A1-R4_MC15g12126	2308	2313	2370	2716						
MvSl-1064-A1-R4_MC15g12127	18359	20943	18651	20127						
MvSl-1064-A1-R4_MC15g12128	642	795	780	788						
MvSl-1064-A1-R4_MC15g12129	10409	11254	10218	10640						
MvSl-1064-A1-R4_MC15g12130	1873	1980	2229	2408						
MvSl-1064-A1-R4_MC15g12131	1	2.43203	1.14797	2						
MvSl-1064-A1-R4_MC15g12132	15	5.39104	6	7.65964						
MvSl-1064-A1-R4_MC15g12133	31.3236	44.6981	90.922	151.558						
MvSl-1064-A1-R4_MC15g12134	2	0	2.17361	1.1406						
MvSl-1064-A1-R4_MC15g12135	174.91	254.228	357.008	277.471						
MvSl-1064-A1-R4_MC15g12136	346.549	309.41	485.101	465.127						
MvSl-1064-A1-R4_MC15g12137	4250.27	3741.73	5127.54	3921.92						
MvSl-1064-A1-R4_MC15g12138	28.9488	25.0658	49.7071	34.9979						
MvSl-1064-A1-R4_MC15g12139	40.1652	25.5783	40.4963	28.7631						
MvSl-1064-A1-R4_MC15g12140	1129	1230	1212	1322						
MvSl-1064-A1-R4_MC15g12141	2094	2339	2332	2726						
MvSl-1064-A1-R4_MC15g12142	25.2317	38.7586	41.0887	32.6096						
MvSl-1064-A1-R4_MC15g12143	13.8004	9.22229	21.1027	17.0578						
MvSl-1064-A1-R4_MC15g12144	1	0	6	4						
MvSl-1064-A1-R4_MC15g12145	4	3	33	38						
MvSl-1064-A1-R4_MC15g12146	10.9557	9.17343	32	23.2346						
MvSl-1064-A1-R4_MC15g12147	165.41	139.062	405.605	223.534						
MvSl-1064-A1-R4_MC15g12148	2	2	70	76						
MvSl-1064-A1-R4_MC15g12149	0	0	0	1.31376						
MvSl-1064-A1-R4_MC15g12150	1.01921	0	7.13501	5.18237						
MvSl-1064-A1-R4_MC15g12151	1.40963	0	0	1.74497						
MvSl-1064-A1-R4_MC15g12154	9.07628	0.602125	9.11708	2.53969						
MvSl-1064-A1-R4_MC15g12158	0	0.498014	0	2.53969						
MvSl-1064-A1-R4_MC15g12160	2.8134	1.58251	0	0						
MvSl-1064-A1-R4_MC15g12161	2.40607	0	0	1.25235						
MvSl-1064-A1-R4_C24g01531	2.71684	10.0015	1.48594	1.49301						
MvSl-1064-A1-R4_MC16g12171	2086	1897	2573	2184						
MvSl-1064-A1-R4_MC16g12172	1685	1729	2028	2130						
MvSl-1064-A1-R4_MC16g12173	489	754	495	622						
MvSl-1064-A1-R4_MC16g12174	1389	1274	1394	1770						
MvSl-1064-A1-R4_MC16g12175	9.94341	9.31924	26.4366	29.7047						
MvSl-1064-A1-R4_MC16g12176	1624	1442	2112	2118						
MvSl-1064-A1-R4_MC16g12177	636	626	804	732						
MvSl-1064-A1-R4_MC16g12178	126.801	137.18	11.4152	1.37969						
MvSl-1064-A1-R4_MC16g12179	5	0	8.32212	4.40131						
MvSl-1064-A1-R4_MC16g12180	1.62867	1.00326	4.83891	3.02143						
MvSl-1064-A1-R4_MC16g12181	1240.74	2851.86	1186.18	2225.7						
MvSl-1064-A1-R4_MC16g12182	47	39	99	74						
MvSl-1064-A1-R4_MC16g12183	4312	5211	3942	4702						
MvSl-1064-A1-R4_MC16g12184	188	113	160	123						
MvSl-1064-A1-R4_MC16g12185	838	732	1029	928						
MvSl-1064-A1-R4_MC16g12186	0	0	8.98102	4.46202						
MvSl-1064-A1-R4_MC16g12187	191.307	114.831	269.691	243.687						
MvSl-1064-A1-R4_MC16g12188	0	0	1.16865	0						
MvSl-1064-A1-R4_MC16g12190	388.994	359.473	728.239	691.153						
MvSl-1064-A1-R4_MC16g12191	0	0	0	0						
MvSl-1064-A1-R4_MC16g12192	0	0	0	0						
MvSl-1064-A1-R4_MC16g12193	3.39745	0	1.28282	1.37129						
MvSl-1064-A1-R4_MC16g12194	5.43716	4.77099	11.7487	12.0264						
MvSl-1064-A1-R4_MC16g12196	127.583	116.871	540.168	406.326						
MvSl-1064-A1-R4_MC16g12197	0	0	0	0						
MvSl-1064-A1-R4_MC16g12198	1.00704	1.01479	0	0						
MvSl-1064-A1-R4_MC16g12200	0	0	0	0						
MvSl-1064-A1-R4_MC16g12202	2.81284	2.78612	0	0						
MvSl-1064-A1-R4_MC16g12203	0	0	0	0						
MvSl-1064-A1-R4_MC16g12204	0	0	0	0						
MvSl-1064-A1-R4_C26g01541	8.82483	7.71429	3.72961	0.128312						
MvSl-1064-A1-R4_MC17g12221	1345	1138.28	1624	1484						
MvSl-1064-A1-R4_MC17g12222	2845	2024	2898	2547						
MvSl-1064-A1-R4_MC17g12223	4594	3130	5630	4301						
MvSl-1064-A1-R4_MC17g12224	135	65	196	119						
