gene	MvSlM1	MvSlM2
MvSl-1064-A1-R4_MC01-1g01974	3586	3137
MvSl-1064-A1-R4_MC01-1g01984	3122	3948
MvSl-1064-A1-R4_MC01-1g01985	1463	1695
MvSl-1064-A1-R4_MC01-1g01987	14150	22513
MvSl-1064-A1-R4_MC01-1g01988	10957	10501
MvSl-1064-A1-R4_MC01-1g01989	304	256
MvSl-1064-A1-R4_MC01-1g01990	1484	1207
MvSl-1064-A1-R4_MC01-1g01995	594	543
MvSl-1064-A1-R4_MC01-1g01998	8894	15547
MvSl-1064-A1-R4_MC01-1g02000	2240	3066
MvSl-1064-A1-R4_MC01-1g02001	1291	1208
MvSl-1064-A1-R4_MC01-1g02002	4396	3306
MvSl-1064-A1-R4_MC01-1g02003	2379	1919
MvSl-1064-A1-R4_MC01-1g02004	131.671	94.323
MvSl-1064-A1-R4_MC01-1g02011	28983	21273
MvSl-1064-A1-R4_MC01-1g02015	2119	1487
MvSl-1064-A1-R4_MC01-1g02016	574	351
MvSl-1064-A1-R4_MC01-1g02017	2984	2662
MvSl-1064-A1-R4_MC01-1g02018	829	756
MvSl-1064-A1-R4_MC01-1g02020	4668	3457
MvSl-1064-A1-R4_MC01-1g02021	2912	2233
MvSl-1064-A1-R4_MC01-1g02029	5135	4425
MvSl-1064-A1-R4_MC01-1g02030	1157	1184
MvSl-1064-A1-R4_MC01-1g02031	4743	5835
MvSl-1064-A1-R4_MC01-1g02032	3550	3570
MvSl-1064-A1-R4_MC01-1g02033	1193	1534
MvSl-1064-A1-R4_MC01-1g02034	3450	7915
MvSl-1064-A1-R4_MC01-1g02035	2524	5486
MvSl-1064-A1-R4_MC01-1g02036	607	751
MvSl-1064-A1-R4_MC01-1g02037	12593	12421
MvSl-1064-A1-R4_MC01-1g02039	4161	4142
MvSl-1064-A1-R4_MC01-1g02040	740	780
MvSl-1064-A1-R4_MC01-1g02043	1106	1008
MvSl-1064-A1-R4_MC01-1g02044	1280	1344
MvSl-1064-A1-R4_MC01-1g02045	2522	3111
MvSl-1064-A1-R4_MC01-1g02047	877.876	871.827
MvSl-1064-A1-R4_MC01-1g02049	2194.99	1798.57
MvSl-1064-A1-R4_MC01-1g02050	230	234
MvSl-1064-A1-R4_MC01-1g02051	6043	6385
MvSl-1064-A1-R4_MC01-1g02052	10271	10827
MvSl-1064-A1-R4_MC01-1g02053	517	426
MvSl-1064-A1-R4_MC01-1g02054	2683	3240
MvSl-1064-A1-R4_MC01-1g02055	119	136
MvSl-1064-A1-R4_MC01-1g02056	249	258
MvSl-1064-A1-R4_MC01-1g02057	1198	1488
MvSl-1064-A1-R4_MC01-1g02058	4480	4050
MvSl-1064-A1-R4_MC01-1g02062	2907	2041
MvSl-1064-A1-R4_MC01-1g02067	817	852
MvSl-1064-A1-R4_MC01-1g02068	3174	2499
MvSl-1064-A1-R4_MC01-1g02071	1084	855
MvSl-1064-A1-R4_MC01-1g02072	3298	1870
MvSl-1064-A1-R4_MC01-1g02073	2067	2580
MvSl-1064-A1-R4_MC01-1g02075	551	531
MvSl-1064-A1-R4_MC01-1g02076	508	435
MvSl-1064-A1-R4_MC01-1g02077	482	451
MvSl-1064-A1-R4_MC01-1g02080	3725	3115
MvSl-1064-A1-R4_MC01-1g02081	1701	1477
MvSl-1064-A1-R4_MC01-1g02082	1658.07	1260.84
MvSl-1064-A1-R4_MC01-1g02085	1260	1072
MvSl-1064-A1-R4_MC01-1g02086	5501	4459
MvSl-1064-A1-R4_MC01-1g02088	1080	750
MvSl-1064-A1-R4_MC01-1g02089	713	599
MvSl-1064-A1-R4_MC01-1g02090	148	139
MvSl-1064-A1-R4_MC01-1g02091	613	924
MvSl-1064-A1-R4_MC01-1g02092	1675	1668
MvSl-1064-A1-R4_MC01-1g02093	3843	3268
MvSl-1064-A1-R4_MC01-1g02094	488	639
MvSl-1064-A1-R4_MC01-1g02095	13078	18487
MvSl-1064-A1-R4_MC01-1g02100	1299	1557
MvSl-1064-A1-R4_MC01-1g02102	3127	3717
MvSl-1064-A1-R4_MC01-1g02103	1641	2635
MvSl-1064-A1-R4_MC01-1g02104	8249	6916
MvSl-1064-A1-R4_MC01-1g02105	2824	3086
MvSl-1064-A1-R4_MC01-1g02106	378	687
MvSl-1064-A1-R4_MC01-1g02107	1205	1396
MvSl-1064-A1-R4_MC01-1g02108	1085	978
MvSl-1064-A1-R4_MC01-1g02109	727	650
MvSl-1064-A1-R4_MC01-1g02110	3217	3284
MvSl-1064-A1-R4_MC01-1g02111	164	156
MvSl-1064-A1-R4_MC01-1g02112	13472	15116
MvSl-1064-A1-R4_MC01-1g02113	1481	1256
MvSl-1064-A1-R4_MC01-1g02114	1872	1536
MvSl-1064-A1-R4_MC01-1g02116	1043	1011
MvSl-1064-A1-R4_MC01-1g02117	72	42
MvSl-1064-A1-R4_MC01-1g02118	4278	3778
MvSl-1064-A1-R4_MC01-1g02120	486	518
MvSl-1064-A1-R4_MC01-1g02121	403	449
MvSl-1064-A1-R4_MC01-1g02122	3522	3318
MvSl-1064-A1-R4_MC01-1g02123	722	447
MvSl-1064-A1-R4_MC01-1g02124	123	81
MvSl-1064-A1-R4_MC01-1g02125	7496	5915
MvSl-1064-A1-R4_MC01-1g02126	459	480
MvSl-1064-A1-R4_MC01-1g02127	832	884
MvSl-1064-A1-R4_MC01-1g02128	1400	1226
MvSl-1064-A1-R4_MC01-1g02129	1578	1556
MvSl-1064-A1-R4_MC01-1g02130	1240	1055
MvSl-1064-A1-R4_MC01-1g02131	591	651
MvSl-1064-A1-R4_MC01-1g02132	6676	6160
MvSl-1064-A1-R4_MC01-1g02133	4152	3059
MvSl-1064-A1-R4_MC01-1g02137	5948	5778
MvSl-1064-A1-R4_MC01-1g02138	3973	4373
MvSl-1064-A1-R4_MC01-1g02139	2020	1828
MvSl-1064-A1-R4_MC01-1g02141	2341	2071
MvSl-1064-A1-R4_MC01-1g02142	1019	785
MvSl-1064-A1-R4_MC01-1g02143	1755.16	1680.73
MvSl-1064-A1-R4_MC01-1g02144	1990	2224
MvSl-1064-A1-R4_MC01-1g02145	409	376
MvSl-1064-A1-R4_MC01-1g02146	1823	1439
MvSl-1064-A1-R4_MC01-1g02147	743	601
MvSl-1064-A1-R4_MC01-1g02148	2487	3529
MvSl-1064-A1-R4_MC01-1g02149	2682	2025
MvSl-1064-A1-R4_MC01-1g02150	9128	9836
MvSl-1064-A1-R4_MC01-1g02151	5594.76	4843.84
MvSl-1064-A1-R4_MC01-1g02152	254	478
MvSl-1064-A1-R4_MC01-1g02155	2824	2743
MvSl-1064-A1-R4_MC01-1g02156	1947	2083
MvSl-1064-A1-R4_MC01-1g02157	2819	2084
MvSl-1064-A1-R4_MC01-1g02158	860	569
MvSl-1064-A1-R4_MC01-1g02159	1124	883
MvSl-1064-A1-R4_MC01-1g02161	1821	1216
MvSl-1064-A1-R4_MC01-1g02162	3656	4516
MvSl-1064-A1-R4_MC01-1g02163	1435	1569
MvSl-1064-A1-R4_MC01-1g02164	1055	1055
MvSl-1064-A1-R4_MC01-1g02165	2424	2062
MvSl-1064-A1-R4_MC01-1g02166	436	533
MvSl-1064-A1-R4_MC01-1g02167	4288.33	4710.41
MvSl-1064-A1-R4_MC01-1g02168	1229	1487
MvSl-1064-A1-R4_MC01-1g02170	3	5
MvSl-1064-A1-R4_MC01-1g02181	2565	2636
MvSl-1064-A1-R4_MC01-1g02182	2613	1736
MvSl-1064-A1-R4_MC01-1g02183	453	439
MvSl-1064-A1-R4_MC01-1g02184	564	513
MvSl-1064-A1-R4_MC01-1g02188	18	4
MvSl-1064-A1-R4_MC01-1g02189	487	350
MvSl-1064-A1-R4_MC01-1g02190	2286	1927
MvSl-1064-A1-R4_MC01-1g02191	1770	1715
MvSl-1064-A1-R4_MC01-1g02192	1143	931
MvSl-1064-A1-R4_MC01-1g02193	2247	2385
MvSl-1064-A1-R4_MC01-1g02194	1288	1104
MvSl-1064-A1-R4_MC01-1g02195	2315	2094
MvSl-1064-A1-R4_MC01-1g02196	13486	10798
MvSl-1064-A1-R4_MC01-1g02197	2169	1726
MvSl-1064-A1-R4_MC01-1g02198	7003	8892
MvSl-1064-A1-R4_MC01-1g02199	18781	19272
MvSl-1064-A1-R4_MC01-1g02200	761	721
MvSl-1064-A1-R4_MC01-1g02201	715	714
MvSl-1064-A1-R4_MC01-1g02202	579	533
MvSl-1064-A1-R4_MC01-1g02203	4172	4498
MvSl-1064-A1-R4_MC01-1g02204	4190	4132
MvSl-1064-A1-R4_MC01-1g02205	5968	5821
MvSl-1064-A1-R4_MC01-1g02209	2620	2419
MvSl-1064-A1-R4_MC01-1g02210	2306	1670
MvSl-1064-A1-R4_MC01-1g02211	5013	5237
MvSl-1064-A1-R4_MC01-1g02212	2790	2185.4
MvSl-1064-A1-R4_MC01-1g02216	4598	4453
MvSl-1064-A1-R4_MC01-1g02217	7996	8383
MvSl-1064-A1-R4_MC01-1g02219	5462	4898
MvSl-1064-A1-R4_MC01-1g02220	3455	2713
MvSl-1064-A1-R4_MC01-1g02221	240	154
MvSl-1064-A1-R4_MC01-1g02222	1595	2025
MvSl-1064-A1-R4_MC01-1g02223	2894	2714
MvSl-1064-A1-R4_MC01-1g02224	1725	1480
MvSl-1064-A1-R4_MC01-1g02225	5175	4705
MvSl-1064-A1-R4_MC01-1g02227	2964	2518
MvSl-1064-A1-R4_MC01-1g02232	1152	822
MvSl-1064-A1-R4_MC01-1g02233	1590	1261
MvSl-1064-A1-R4_MC01-1g02234	3023	2588
MvSl-1064-A1-R4_MC01-1g02235	977	858
MvSl-1064-A1-R4_MC01-1g02236	3260	3222
MvSl-1064-A1-R4_MC01-1g02237	833	1750
MvSl-1064-A1-R4_MC01-1g02238	966	1802
MvSl-1064-A1-R4_MC01-1g02239	480	467
MvSl-1064-A1-R4_MC01-1g02240	588	528
MvSl-1064-A1-R4_MC01-1g02241	1018	932
MvSl-1064-A1-R4_MC01-1g02242	637	419
MvSl-1064-A1-R4_MC01-1g02244	8526	8620
MvSl-1064-A1-R4_MC01-1g02245	1996.15	2344.63
MvSl-1064-A1-R4_MC01-1g02246	8158.48	11104.1
MvSl-1064-A1-R4_MC01-1g02247	457	383
MvSl-1064-A1-R4_MC01-1g02248	3363	4144
MvSl-1064-A1-R4_MC01-1g02249	1395	1328
MvSl-1064-A1-R4_MC01-1g02250	439	368
MvSl-1064-A1-R4_MC01-1g02251	1226	972
MvSl-1064-A1-R4_MC01-1g02252	70	76
MvSl-1064-A1-R4_MC01-1g02253	261	217
MvSl-1064-A1-R4_MC01-1g02257	3176	2457
MvSl-1064-A1-R4_MC01-1g02261	3600	3460
MvSl-1064-A1-R4_MC01-1g02263	3898	2974
MvSl-1064-A1-R4_MC01-1g02264	1550	1410
MvSl-1064-A1-R4_MC01-1g02265	988	1390
MvSl-1064-A1-R4_MC01-1g02268	3511	3517
MvSl-1064-A1-R4_MC01-1g02269	1305	1598
MvSl-1064-A1-R4_MC01-1g02270	4982	6258
MvSl-1064-A1-R4_MC01-1g02271	2125	2024
MvSl-1064-A1-R4_MC01-1g02272	1611	2454
MvSl-1064-A1-R4_MC01-1g02273	510	600
MvSl-1064-A1-R4_MC01-1g02274	1835	1319
MvSl-1064-A1-R4_MC01-1g02275	535	483
MvSl-1064-A1-R4_MC01-1g02276	154	141
MvSl-1064-A1-R4_MC01-1g02277	150	118
MvSl-1064-A1-R4_MC01-1g02278	1035	928
MvSl-1064-A1-R4_MC01-1g02279	440	407
MvSl-1064-A1-R4_MC01-1g02281	4158	3904
MvSl-1064-A1-R4_MC01-1g02286	730	627
MvSl-1064-A1-R4_MC01-1g02289	562	829
MvSl-1064-A1-R4_MC01-1g02290	112	78
MvSl-1064-A1-R4_MC01-1g02291	38	13
MvSl-1064-A1-R4_MC01-1g02292	1349	1133
MvSl-1064-A1-R4_MC01-1g02293	2418	2013
MvSl-1064-A1-R4_MC01-1g02294	3335	2986
MvSl-1064-A1-R4_MC01-1g02295	298	247
MvSl-1064-A1-R4_MC01-1g02296	620	687
MvSl-1064-A1-R4_MC01-1g02297	1981	1729
MvSl-1064-A1-R4_MC01-1g02298	1343	1177
MvSl-1064-A1-R4_MC01-1g02299	1579	1035
MvSl-1064-A1-R4_MC01-1g02300	93	49
MvSl-1064-A1-R4_MC01-1g02301	2253	2208
MvSl-1064-A1-R4_MC01-1g02302	5336	5191
MvSl-1064-A1-R4_MC01-1g02304	1427	1509
MvSl-1064-A1-R4_MC01-1g02305	5288	3985
MvSl-1064-A1-R4_MC01-1g02306	1805	1603
MvSl-1064-A1-R4_MC01-1g02307	1745	1767
MvSl-1064-A1-R4_MC01-1g02308	4683	4514
MvSl-1064-A1-R4_MC01-1g02309	302	317
MvSl-1064-A1-R4_MC01-1g02310	1548	1505
MvSl-1064-A1-R4_MC01-1g02311	5340	4802
MvSl-1064-A1-R4_MC01-1g02312	26321	26958
MvSl-1064-A1-R4_MC01-1g02314	85	47
MvSl-1064-A1-R4_MC01-1g02315	4815	4279
MvSl-1064-A1-R4_MC01-1g02316	2540	3010
MvSl-1064-A1-R4_MC01-1g02317	1640	1149
MvSl-1064-A1-R4_MC01-1g02319	37817	42321
MvSl-1064-A1-R4_MC01-1g02320	142	265
MvSl-1064-A1-R4_MC01-1g02321	7835	6926
MvSl-1064-A1-R4_MC01-1g02322	1746	2288
MvSl-1064-A1-R4_MC01-1g02323	1119	972
MvSl-1064-A1-R4_MC01-1g02325	1015	816
MvSl-1064-A1-R4_MC01-1g02326	6170	5104
MvSl-1064-A1-R4_MC01-1g02330	216	173
MvSl-1064-A1-R4_MC01-1g02331	5269	4287
MvSl-1064-A1-R4_MC01-1g02332	2978	2559
MvSl-1064-A1-R4_MC01-1g02333	5456	5370
MvSl-1064-A1-R4_MC01-1g02334	14320	13386
MvSl-1064-A1-R4_MC01-1g02335	214	185
MvSl-1064-A1-R4_MC01-1g02336	577	559
MvSl-1064-A1-R4_MC01-1g02338	1425	1309
MvSl-1064-A1-R4_MC01-1g02341	1909	1707
MvSl-1064-A1-R4_MC01-1g02342	1704	1671
MvSl-1064-A1-R4_MC01-1g02343	1250	1208
MvSl-1064-A1-R4_MC01-1g02344	1489	1342
MvSl-1064-A1-R4_MC01-1g02345	407	375
MvSl-1064-A1-R4_MC01-1g02346	1301.82	1148.13
MvSl-1064-A1-R4_MC01-1g02348	2540	2505
MvSl-1064-A1-R4_MC01-1g02349	9447	9853
MvSl-1064-A1-R4_MC01-1g02351	413	418
MvSl-1064-A1-R4_MC01-1g02354	949	860
MvSl-1064-A1-R4_MC01-1g02355	2827	2156
MvSl-1064-A1-R4_MC01-1g02356	1062	976
MvSl-1064-A1-R4_MC01-1g02357	3049	2822
MvSl-1064-A1-R4_MC01-1g02358	11732	10681
MvSl-1064-A1-R4_MC01-1g02363	3942	4761
MvSl-1064-A1-R4_MC01-1g02364	2946	3060
MvSl-1064-A1-R4_MC01-1g02365	2716	3288
MvSl-1064-A1-R4_MC01-1g02366	2328	2240
MvSl-1064-A1-R4_MC01-1g02367	897	842
MvSl-1064-A1-R4_MC01-1g02372	1932	1654
MvSl-1064-A1-R4_MC01-1g02373	2084	2291
MvSl-1064-A1-R4_MC01-1g02374	515	511
MvSl-1064-A1-R4_MC01-1g02378	3242	3122
MvSl-1064-A1-R4_MC01-1g02380	201	143
MvSl-1064-A1-R4_MC01-1g02381	4706	5143
MvSl-1064-A1-R4_MC01-1g02386	1485	1420
MvSl-1064-A1-R4_MC01-1g02387	3025	3006
MvSl-1064-A1-R4_MC01-1g02388	0	4
MvSl-1064-A1-R4_MC01-1g02393	599	471
MvSl-1064-A1-R4_MC01-1g02394	1354.24	1054.39
MvSl-1064-A1-R4_MC01-1g02400	497	153
MvSl-1064-A1-R4_MC01-1g02401	526	516
MvSl-1064-A1-R4_MC01-1g02402	2550	1892
MvSl-1064-A1-R4_MC01-1g02403	3849	2922
MvSl-1064-A1-R4_MC01-1g02404	437	335
MvSl-1064-A1-R4_MC01-1g02408	3015.14	2122.11
MvSl-1064-A1-R4_MC01-1g02410	35	18
MvSl-1064-A1-R4_MC01-1g02411	4205	4022
MvSl-1064-A1-R4_MC01-1g02413	199	143
MvSl-1064-A1-R4_MC01-1g02420	2976	2349
MvSl-1064-A1-R4_MC01-1g02423	2732	1750
MvSl-1064-A1-R4_MC01-1g02424	705	607
MvSl-1064-A1-R4_MC01-1g02425	2151.63	1757.76
MvSl-1064-A1-R4_MC01-1g02426	2146	1860
MvSl-1064-A1-R4_MC01-1g02427	4182	4557
MvSl-1064-A1-R4_MC01-1g02428	1486	1214
MvSl-1064-A1-R4_MC01-1g02429	832	1586
MvSl-1064-A1-R4_MC01-1g02431	1031	861
MvSl-1064-A1-R4_MC01-1g02432	443	359
MvSl-1064-A1-R4_MC01-1g02433	8034	8247
MvSl-1064-A1-R4_MC01-1g02434	2412	2147
MvSl-1064-A1-R4_MC01-1g02435	10163	6770
MvSl-1064-A1-R4_MC01-1g02437	4506	4533
MvSl-1064-A1-R4_MC01-1g02438	7052	7005
MvSl-1064-A1-R4_MC01-1g02439	2936	2688
MvSl-1064-A1-R4_MC01-1g02442	2071	2034
MvSl-1064-A1-R4_MC01-1g02443	1217	2635
MvSl-1064-A1-R4_MC01-1g02444	1254	2359
MvSl-1064-A1-R4_MC01-1g02445	1680	1249
MvSl-1064-A1-R4_MC01-1g02446	3285	5606
MvSl-1064-A1-R4_MC01-1g02447	1142	1086
MvSl-1064-A1-R4_MC01-1g02448	1460	1518
MvSl-1064-A1-R4_MC01-1g02449	2056	1665
MvSl-1064-A1-R4_MC01-1g02450	28	37
MvSl-1064-A1-R4_MC01-1g02453	4687	3435
MvSl-1064-A1-R4_MC01-1g02454	0	1
MvSl-1064-A1-R4_MC01-1g02455	6	10
MvSl-1064-A1-R4_MC01-1g02456	1930	1900
MvSl-1064-A1-R4_MC01-1g02457	296	483
MvSl-1064-A1-R4_MC01-1g02458	2381	2370
MvSl-1064-A1-R4_MC01-1g02459	3057.75	2405.7
MvSl-1064-A1-R4_MC01-1g02460	1908	2147
MvSl-1064-A1-R4_MC01-1g02462	4973.8	4232.03
MvSl-1064-A1-R4_MC01-1g02463	957.389	735.171
MvSl-1064-A1-R4_MC01-1g02464	1652.29	1270.25
MvSl-1064-A1-R4_MC01-1g02465	416	253
MvSl-1064-A1-R4_MC01-1g02466	634	317
MvSl-1064-A1-R4_MC01-1g02467	1666	1234
MvSl-1064-A1-R4_MC01-1g02468	1629	1343
MvSl-1064-A1-R4_MC01-1g02469	2852	3138
MvSl-1064-A1-R4_MC01-1g02470	1311	877
MvSl-1064-A1-R4_MC01-1g02471	717	821
MvSl-1064-A1-R4_MC01-1g02472	2006	1663
MvSl-1064-A1-R4_MC01-1g02473	300	350
MvSl-1064-A1-R4_MC01-1g02474	4674	4358
MvSl-1064-A1-R4_MC01-1g02475	1902	1565
MvSl-1064-A1-R4_MC01-1g02476	817	733
MvSl-1064-A1-R4_MC01-1g02477	985	1278
MvSl-1064-A1-R4_MC01-1g02479	5914	3274
MvSl-1064-A1-R4_MC01-1g02480	769	716
MvSl-1064-A1-R4_MC01-1g02481	2001	2136
MvSl-1064-A1-R4_MC01-1g02482	1201	1056
MvSl-1064-A1-R4_MC01-1g02483	2382	2101
MvSl-1064-A1-R4_MC01-1g02484	4638	4502
MvSl-1064-A1-R4_MC01-1g02485	420	608
MvSl-1064-A1-R4_MC01-1g02486	87	83
MvSl-1064-A1-R4_MC01-1g02487	726	708
MvSl-1064-A1-R4_MC01-1g02488	15	9
MvSl-1064-A1-R4_MC01-1g02490	2248	3243
MvSl-1064-A1-R4_MC01-1g02491	1665	1804
MvSl-1064-A1-R4_MC01-1g02492	913	1263
MvSl-1064-A1-R4_MC01-1g02493	1023	878
MvSl-1064-A1-R4_MC01-1g02494	1337	962
MvSl-1064-A1-R4_MC01-1g02495	4005	3506
MvSl-1064-A1-R4_MC01-1g02496	1637	1513
MvSl-1064-A1-R4_MC01-1g02497	581	564
MvSl-1064-A1-R4_MC01-1g02498	2594	3080
MvSl-1064-A1-R4_MC01-1g02499	3020	2210
MvSl-1064-A1-R4_MC01-1g02500	1676	1478
MvSl-1064-A1-R4_MC01-1g02501	15409	14214
MvSl-1064-A1-R4_MC01-1g02503	881	800
MvSl-1064-A1-R4_MC01-1g02505	10183	10422
MvSl-1064-A1-R4_MC01-1g02506	1356	1660
MvSl-1064-A1-R4_MC01-1g02507	503	1520
MvSl-1064-A1-R4_MC01-1g02508	7098	7469
MvSl-1064-A1-R4_MC01-1g02510	917	1029
MvSl-1064-A1-R4_MC01-1g02514	1621	1800
MvSl-1064-A1-R4_MC01-1g02516	856	1124
MvSl-1064-A1-R4_MC01-1g02517	4915	5339
MvSl-1064-A1-R4_MC01-1g02518	2422	2629
MvSl-1064-A1-R4_MC01-1g02519	1242	1187
MvSl-1064-A1-R4_MC01-1g02520	4529	4282
MvSl-1064-A1-R4_MC01-1g02521	624	684
MvSl-1064-A1-R4_MC01-1g02522	13	16
MvSl-1064-A1-R4_MC01-1g02523	9340	7366
MvSl-1064-A1-R4_MC01-1g02524	2052	2430
MvSl-1064-A1-R4_MC01-1g02525	7785	8657
MvSl-1064-A1-R4_MC01-1g02527	1575	1208
MvSl-1064-A1-R4_MC01-1g02528	4972	4483
MvSl-1064-A1-R4_MC01-1g02529	706	625
MvSl-1064-A1-R4_MC01-1g02530	3059	3104
MvSl-1064-A1-R4_MC01-1g02531	1441	1694
MvSl-1064-A1-R4_MC01-1g02532	2972	2906
MvSl-1064-A1-R4_MC01-1g02533	1127	880
MvSl-1064-A1-R4_MC01-1g02534	22	23
MvSl-1064-A1-R4_MC01-1g02535	3014	2798
MvSl-1064-A1-R4_MC01-1g02536	394	345
MvSl-1064-A1-R4_MC01-1g02538	6659	5737
MvSl-1064-A1-R4_MC01-1g02539	3414	3062
MvSl-1064-A1-R4_MC01-1g02540	563	257
MvSl-1064-A1-R4_MC01-1g02541	3472	3052
MvSl-1064-A1-R4_MC01-1g02542	1555	1349
MvSl-1064-A1-R4_MC01-1g02543	455	413
MvSl-1064-A1-R4_MC01-1g02544	2080	1859
MvSl-1064-A1-R4_MC01-1g02545	2324	2496
MvSl-1064-A1-R4_MC01-1g02546	18061	20211
MvSl-1064-A1-R4_MC01-1g02552	205.15	143.401
MvSl-1064-A1-R4_MC01-1g02554	4616	4064
MvSl-1064-A1-R4_MC01-1g02555	3182	2086
MvSl-1064-A1-R4_MC01-1g02556	2287	1958
MvSl-1064-A1-R4_MC01-1g02557	1478	1514
MvSl-1064-A1-R4_MC01-1g02558	5127	4124
MvSl-1064-A1-R4_MC01-1g02559	6519	5378
MvSl-1064-A1-R4_MC01-1g02560	630	474
MvSl-1064-A1-R4_MC01-1g02561	1250	1082
MvSl-1064-A1-R4_MC01-1g02563	4363	2823
MvSl-1064-A1-R4_MC01-1g02564	74	86
MvSl-1064-A1-R4_MC01-1g02565	2127	925
MvSl-1064-A1-R4_MC01-1g02566	1166	806
MvSl-1064-A1-R4_MC01-1g02567	364	265
MvSl-1064-A1-R4_MC01-1g02568	4166	3931
MvSl-1064-A1-R4_MC01-1g02569	11672	14548
MvSl-1064-A1-R4_MC01-1g02570	2597	2226
MvSl-1064-A1-R4_MC01-1g02571	1268	1226
MvSl-1064-A1-R4_MC01-1g02572	1130	997
MvSl-1064-A1-R4_MC01-1g02573	3337	3015
MvSl-1064-A1-R4_MC01-1g02574	1761.49	1299.62
MvSl-1064-A1-R4_MC01-1g02576	2329	2558
MvSl-1064-A1-R4_MC01-1g02577	1522	1173
MvSl-1064-A1-R4_MC01-1g02578	5419	4324
MvSl-1064-A1-R4_MC01-1g02579	4163	4554
MvSl-1064-A1-R4_MC01-1g02580	13476	15543
MvSl-1064-A1-R4_MC01-1g02583	924	891
MvSl-1064-A1-R4_MC01-1g02584	17	19
MvSl-1064-A1-R4_MC01-1g02585	240	216
MvSl-1064-A1-R4_MC01-1g02591	754	822
MvSl-1064-A1-R4_MC01-1g02592	645	839
MvSl-1064-A1-R4_MC01-1g02593	8374	9306
MvSl-1064-A1-R4_MC01-1g02599	3792	3481
MvSl-1064-A1-R4_MC01-1g02600	415	457
MvSl-1064-A1-R4_MC01-1g02602	3417	3717
MvSl-1064-A1-R4_MC01-1g02603	1045	1616
MvSl-1064-A1-R4_MC01-1g02607	954	943
MvSl-1064-A1-R4_MC01-1g02608	3373.05	4794.26
MvSl-1064-A1-R4_MC01-1g02609	2068	1638
MvSl-1064-A1-R4_MC01-1g02610	140	113
MvSl-1064-A1-R4_MC01-1g02614	3543	2598
MvSl-1064-A1-R4_MC01-1g02615	858	1002
MvSl-1064-A1-R4_MC01-1g02616	4156	4308
MvSl-1064-A1-R4_MC01-1g02617	1624	3070
MvSl-1064-A1-R4_MC01-1g02618	4585	5333
MvSl-1064-A1-R4_MC01-1g02620	2271	3227
MvSl-1064-A1-R4_MC01-1g02621	716.953	903.269
MvSl-1064-A1-R4_MC01-1g02622	2375	1947
MvSl-1064-A1-R4_MC01-1g02623	8776	5937
MvSl-1064-A1-R4_MC01-1g02624	1124	1054
MvSl-1064-A1-R4_MC01-1g02625	754	628
MvSl-1064-A1-R4_MC01-1g02626	1305	1713
MvSl-1064-A1-R4_MC01-1g02627	1594.52	1525.94
MvSl-1064-A1-R4_MC01-1g02630	2974	3018
MvSl-1064-A1-R4_MC01-1g02631	1529	1574
MvSl-1064-A1-R4_MC01-1g02632	114	115
MvSl-1064-A1-R4_MC01-1g02635	88	66
MvSl-1064-A1-R4_MC01-1g02636	3458	3333
MvSl-1064-A1-R4_MC01-1g02638	340	403
MvSl-1064-A1-R4_MC01-1g02639	1	1
MvSl-1064-A1-R4_MC01-1g02640	269	150
MvSl-1064-A1-R4_MC01-1g02642	10694	10744
MvSl-1064-A1-R4_MC01-1g02643	1475	1627
MvSl-1064-A1-R4_MC01-1g02644	2270	1873
MvSl-1064-A1-R4_MC01-1g02648	3820	2786
MvSl-1064-A1-R4_MC01-1g02649	4084	5310
MvSl-1064-A1-R4_MC01-1g02650	302	249
MvSl-1064-A1-R4_MC01-1g02655	3870	2602
MvSl-1064-A1-R4_MC01-1g02656	385	358
MvSl-1064-A1-R4_MC01-1g02657	9151	8608
MvSl-1064-A1-R4_MC01-1g02658	2320	2114
MvSl-1064-A1-R4_MC01-1g02659	700	607
MvSl-1064-A1-R4_MC01-1g02660	1054	919
MvSl-1064-A1-R4_MC01-1g02661	6507	6063
MvSl-1064-A1-R4_MC01-1g02662	1033	1144
MvSl-1064-A1-R4_MC01-1g02663	301	198
MvSl-1064-A1-R4_MC01-1g02665	14793	15020
MvSl-1064-A1-R4_MC01-1g02666	562.632	642.368
MvSl-1064-A1-R4_MC01-1g02667	2717	3609
MvSl-1064-A1-R4_MC01-1g02668	9	9
MvSl-1064-A1-R4_MC01-1g02670	22	23
MvSl-1064-A1-R4_MC01-1g02671	1074	941
MvSl-1064-A1-R4_MC01-1g02672	581	575
MvSl-1064-A1-R4_MC01-1g02673	2401	2176
MvSl-1064-A1-R4_MC01-1g02674	2046	2459
MvSl-1064-A1-R4_MC01-1g02675	1825	2354
MvSl-1064-A1-R4_MC01-1g02677	2047	2243
MvSl-1064-A1-R4_MC01-1g02678	3292	2484
MvSl-1064-A1-R4_MC01-1g02679	4495	4498
MvSl-1064-A1-R4_MC01-1g02681	2944	1946
MvSl-1064-A1-R4_MC01-1g02682	7929	7313
MvSl-1064-A1-R4_MC01-1g02683	8622	9208
MvSl-1064-A1-R4_MC01-1g02684	519	1267
MvSl-1064-A1-R4_MC01-1g02688	1761	2893
MvSl-1064-A1-R4_MC01-1g02689	1991	1733
MvSl-1064-A1-R4_MC01-1g02690	9708	9651
MvSl-1064-A1-R4_MC01-1g02691	4731	5345
