aa	bb	cc	dd	ee	target_id	A2_1	A2_2
MvSl-1064-A1-R4_MC01-1g02428	MvSl-1064-A2-R4_MC01g02710	MvSl-1064-A1-R4_MC01-1g02428	905	1271	MvSl-1064-A2-R4_MC01g02710	748	1129
MvSl-1064-A1-R4_MC01-1g02429	MvSl-1064-A2-R4_MC01g02711	MvSl-1064-A1-R4_MC01-1g02429	1003	1886	MvSl-1064-A2-R4_MC01g02711	912	1515
MvSl-1064-A1-R4_MC01-1g02430	MvSl-1064-A2-R4_MC01g02712	MvSl-1064-A1-R4_MC01-1g02430	331.487	306.53	MvSl-1064-A2-R4_MC01g02712	312.929	311.86
MvSl-1064-A1-R4_MC01-1g02431	MvSl-1064-A2-R4_MC01g02713	MvSl-1064-A1-R4_MC01-1g02431	647	797	MvSl-1064-A2-R4_MC01g02713	760	795
MvSl-1064-A1-R4_MC01-1g02432	MvSl-1064-A2-R4_MC01g02714	MvSl-1064-A1-R4_MC01-1g02432	294	289	MvSl-1064-A2-R4_MC01g02714	266	385
MvSl-1064-A1-R4_MC01-1g02433	MvSl-1064-A2-R4_MC01g02715	MvSl-1064-A1-R4_MC01-1g02433	4440	5272	MvSl-1064-A2-R4_MC01g02715	3867	4433
MvSl-1064-A1-R4_MC01-1g02434	MvSl-1064-A2-R4_MC01g02716	MvSl-1064-A1-R4_MC01-1g02434	1543	2032	MvSl-1064-A2-R4_MC01g02716	1768	2116
MvSl-1064-A1-R4_MC01-1g02435	MvSl-1064-A2-R4_MC01g02717	MvSl-1064-A1-R4_MC01-1g02435	6084	4860	MvSl-1064-A2-R4_MC01g02717	6261	6326
MvSl-1064-A1-R4_MC01-1g02436	MvSl-1064-A2-R4_MC01g02718	MvSl-1064-A1-R4_MC01-1g02436	41	24	MvSl-1064-A2-R4_MC01g02718	36	24
MvSl-1064-A1-R4_MC01-1g02437	MvSl-1064-A2-R4_MC01g02719	MvSl-1064-A1-R4_MC01-1g02437	4115	3799	MvSl-1064-A2-R4_MC01g02719	5045	5036
MvSl-1064-A1-R4_MC01-1g02438	MvSl-1064-A2-R4_MC01g02720	MvSl-1064-A1-R4_MC01-1g02438	7779	17064	MvSl-1064-A2-R4_MC01g02720	8052	13755
MvSl-1064-A1-R4_MC01-1g02439	MvSl-1064-A2-R4_MC01g02721	MvSl-1064-A1-R4_MC01-1g02439	3676	3296	MvSl-1064-A2-R4_MC01g02721	4138	3716
MvSl-1064-A1-R4_MC01-1g02440	MvSl-1064-A2-R4_MC01g02722	MvSl-1064-A1-R4_MC01-1g02440	68.3151	37.2049	MvSl-1064-A2-R4_MC01g02722	170.067	150.624
MvSl-1064-A1-R4_MC01-1g02441	MvSl-1064-A2-R4_MC01g02723	MvSl-1064-A1-R4_MC01-1g02441	32.939	25.3318	MvSl-1064-A2-R4_MC01g02723	63.9406	48.5695
MvSl-1064-A1-R4_MC01-1g02442	MvSl-1064-A2-R4_MC01g02724	MvSl-1064-A1-R4_MC01-1g02442	1471	1604	MvSl-1064-A2-R4_MC01g02724	1616	1569
MvSl-1064-A1-R4_MC01-1g02443	MvSl-1064-A2-R4_MC01g02725	MvSl-1064-A1-R4_MC01-1g02443	1797	2799	MvSl-1064-A2-R4_MC01g02725	1840	2194
MvSl-1064-A1-R4_MC01-1g02444	MvSl-1064-A2-R4_MC01g02726	MvSl-1064-A1-R4_MC01-1g02444	1765	2192	MvSl-1064-A2-R4_MC01g02726	1373	1700
MvSl-1064-A1-R4_MC01-1g02445	MvSl-1064-A2-R4_MC01g02727	MvSl-1064-A1-R4_MC01-1g02445	1206	1264	MvSl-1064-A2-R4_MC01g02727	1326	1493
MvSl-1064-A1-R4_MC01-1g02446	MvSl-1064-A2-R4_MC01g02728	MvSl-1064-A1-R4_MC01-1g02446	2952	2400	MvSl-1064-A2-R4_MC01g02728	4003	3471
MvSl-1064-A1-R4_MC01-1g02447	MvSl-1064-A2-R4_MC01g02729	MvSl-1064-A1-R4_MC01-1g02447	745	866	MvSl-1064-A2-R4_MC01g02729	944	959
MvSl-1064-A1-R4_MC01-1g02448	MvSl-1064-A2-R4_MC01g02730	MvSl-1064-A1-R4_MC01-1g02448	1030	1222	MvSl-1064-A2-R4_MC01g02730	984	1119
MvSl-1064-A1-R4_MC01-1g02449	MvSl-1064-A2-R4_MC01g02731	MvSl-1064-A1-R4_MC01-1g02449	1159	1109	MvSl-1064-A2-R4_MC01g02731	1502	1573
MvSl-1064-A1-R4_MC01-1g02450	MvSl-1064-A2-R4_MC01g02732	MvSl-1064-A1-R4_MC01-1g02450	48	23	MvSl-1064-A2-R4_MC01g02732	54	36
MvSl-1064-A1-R4_MC01-1g02451	MvSl-1064-A2-R4_MC01g02733	MvSl-1064-A1-R4_MC01-1g02451	119	103	MvSl-1064-A2-R4_MC01g02733	214	156
MvSl-1064-A1-R4_MC01-1g02452	MvSl-1064-A2-R4_MC01g02734	MvSl-1064-A1-R4_MC01-1g02452	128	162	MvSl-1064-A2-R4_MC01g02734	138	190
MvSl-1064-A1-R4_MC01-1g02453	MvSl-1064-A2-R4_MC01g02735	MvSl-1064-A1-R4_MC01-1g02453	2439	4172	MvSl-1064-A2-R4_MC01g02735	2513	3883
MvSl-1064-A1-R4_MC01-1g02454	MvSl-1064-A2-R4_MC01g02736	MvSl-1064-A1-R4_MC01-1g02454	3	3	MvSl-1064-A2-R4_MC01g02736	6	5
MvSl-1064-A1-R4_MC01-1g02455	MvSl-1064-A2-R4_MC01g02737	MvSl-1064-A1-R4_MC01-1g02455	1	3	MvSl-1064-A2-R4_MC01g02737	7	5
MvSl-1064-A1-R4_MC01-1g02456	MvSl-1064-A2-R4_MC01g02738	MvSl-1064-A1-R4_MC01-1g02456	1200	1318	MvSl-1064-A2-R4_MC01g02738	1404	1497
MvSl-1064-A1-R4_MC01-1g02457	MvSl-1064-A2-R4_MC01g02739	MvSl-1064-A1-R4_MC01-1g02457	442	866	MvSl-1064-A2-R4_MC01g02739	338	559
MvSl-1064-A1-R4_MC01-1g02458	MvSl-1064-A2-R4_MC01g02740	MvSl-1064-A1-R4_MC01-1g02458	1998	2634	MvSl-1064-A2-R4_MC01g02740	2334	2797
MvSl-1064-A1-R4_MC01-1g02459	MvSl-1064-A2-R4_MC01g02741	MvSl-1064-A1-R4_MC01-1g02459	1748	2087	MvSl-1064-A2-R4_MC01g02741	2062	2413
MvSl-1064-A1-R4_MC01-1g02460	MvSl-1064-A2-R4_MC01g02742	MvSl-1064-A1-R4_MC01-1g02460	1395	1458	MvSl-1064-A2-R4_MC01g02742	1500	1436
MvSl-1064-A1-R4_MC01-1g02461	MvSl-1064-A2-R4_MC01g02743	MvSl-1064-A1-R4_MC01-1g02461	2.13069	3.35148	MvSl-1064-A2-R4_MC01g02743	1.07385	12.7035
MvSl-1064-A1-R4_MC01-1g02462	MvSl-1064-A2-R4_MC01g02744	MvSl-1064-A1-R4_MC01-1g02462	3438.29	2868.92	MvSl-1064-A2-R4_MC01g02744	3845.7	3367.4
MvSl-1064-A1-R4_MC01-1g02463	MvSl-1064-A2-R4_MC01g02745	MvSl-1064-A1-R4_MC01-1g02463	1225.57	1059.58	MvSl-1064-A2-R4_MC01g02745	1358.27	1193.35
MvSl-1064-A1-R4_MC01-1g02464	MvSl-1064-A2-R4_MC01g02746	MvSl-1064-A1-R4_MC01-1g02464	1157.89	1459.93	MvSl-1064-A2-R4_MC01g02746	1450.44	1456.77
MvSl-1064-A1-R4_MC01-1g02465	MvSl-1064-A2-R4_MC01g02747	MvSl-1064-A1-R4_MC01-1g02465	141	110	MvSl-1064-A2-R4_MC01g02747	186	154
MvSl-1064-A1-R4_MC01-1g02466	MvSl-1064-A2-R4_MC01g02748	MvSl-1064-A1-R4_MC01-1g02466	213	136	MvSl-1064-A2-R4_MC01g02748	293	207
MvSl-1064-A1-R4_MC01-1g02467	MvSl-1064-A2-R4_MC01g02749	MvSl-1064-A1-R4_MC01-1g02467	1020	1227	MvSl-1064-A2-R4_MC01g02749	1182	1493
MvSl-1064-A1-R4_MC01-1g02468	MvSl-1064-A2-R4_MC01g02750	MvSl-1064-A1-R4_MC01-1g02468	1192	726	MvSl-1064-A2-R4_MC01g02750	1396	1086
MvSl-1064-A1-R4_MC01-1g02469	MvSl-1064-A2-R4_MC01g02751	MvSl-1064-A1-R4_MC01-1g02469	2081	1854	MvSl-1064-A2-R4_MC01g02751	2362	2068
MvSl-1064-A1-R4_MC01-1g02470	MvSl-1064-A2-R4_MC01g02752	MvSl-1064-A1-R4_MC01-1g02470	736	957	MvSl-1064-A2-R4_MC01g02752	1056	1013
MvSl-1064-A1-R4_MC01-1g02471	MvSl-1064-A2-R4_MC01g02753	MvSl-1064-A1-R4_MC01-1g02471	678	900	MvSl-1064-A2-R4_MC01g02753	648	861
MvSl-1064-A1-R4_MC01-1g02472	MvSl-1064-A2-R4_MC01g02754	MvSl-1064-A1-R4_MC01-1g02472	1599	1613	MvSl-1064-A2-R4_MC01g02754	1685	1754
MvSl-1064-A1-R4_MC01-1g02473	MvSl-1064-A2-R4_MC01g02755	MvSl-1064-A1-R4_MC01-1g02473	263	212	MvSl-1064-A2-R4_MC01g02755	368	368
MvSl-1064-A1-R4_MC01-1g02474	MvSl-1064-A2-R4_MC01g02756	MvSl-1064-A1-R4_MC01-1g02474	3954	4111	MvSl-1064-A2-R4_MC01g02756	4140	4032
MvSl-1064-A1-R4_MC01-1g02475	MvSl-1064-A2-R4_MC01g02757	MvSl-1064-A1-R4_MC01-1g02475	1553	1623	MvSl-1064-A2-R4_MC01g02757	1546	1697
MvSl-1064-A1-R4_MC01-1g02476	MvSl-1064-A2-R4_MC01g02758	MvSl-1064-A1-R4_MC01-1g02476	174	381	MvSl-1064-A2-R4_MC01g02758	160	237
MvSl-1064-A1-R4_MC01-1g02477	MvSl-1064-A2-R4_MC01g02759	MvSl-1064-A1-R4_MC01-1g02477	623	626	MvSl-1064-A2-R4_MC01g02759	1126	956
MvSl-1064-A1-R4_MC01-1g02478	MvSl-1064-A2-R4_MC01g02760	MvSl-1064-A1-R4_MC01-1g02478	470	1068	MvSl-1064-A2-R4_MC01g02760	533	1408
MvSl-1064-A1-R4_MC01-1g02479	MvSl-1064-A2-R4_MC01g02761	MvSl-1064-A1-R4_MC01-1g02479	2609	5987	MvSl-1064-A2-R4_MC01g02761	3246	5896
MvSl-1064-A1-R4_MC01-1g02480	MvSl-1064-A2-R4_MC01g02762	MvSl-1064-A1-R4_MC01-1g02480	463	626	MvSl-1064-A2-R4_MC01g02762	558	650
MvSl-1064-A1-R4_MC01-1g02481	MvSl-1064-A2-R4_MC01g02763	MvSl-1064-A1-R4_MC01-1g02481	1750	2243	MvSl-1064-A2-R4_MC01g02763	1876	2249
MvSl-1064-A1-R4_MC01-1g02482	MvSl-1064-A2-R4_MC01g02764	MvSl-1064-A1-R4_MC01-1g02482	1169	1430	MvSl-1064-A2-R4_MC01g02764	1238	1480
MvSl-1064-A1-R4_MC01-1g02483	MvSl-1064-A2-R4_MC01g02765	MvSl-1064-A1-R4_MC01-1g02483	1612	1958	MvSl-1064-A2-R4_MC01g02765	1794	2311
MvSl-1064-A1-R4_MC01-1g02484	MvSl-1064-A2-R4_MC01g02766	MvSl-1064-A1-R4_MC01-1g02484	1715	1381	MvSl-1064-A2-R4_MC01g02766	1753	1672
MvSl-1064-A1-R4_MC01-1g02485	MvSl-1064-A2-R4_MC01g02767	MvSl-1064-A1-R4_MC01-1g02485	479	645	MvSl-1064-A2-R4_MC01g02767	544	629
MvSl-1064-A1-R4_MC01-1g02486	MvSl-1064-A2-R4_MC01g02768	MvSl-1064-A1-R4_MC01-1g02486	99	175	MvSl-1064-A2-R4_MC01g02768	113	128
MvSl-1064-A1-R4_MC01-1g02487	MvSl-1064-A2-R4_MC01g02769	MvSl-1064-A1-R4_MC01-1g02487	502	574	MvSl-1064-A2-R4_MC01g02769	570	647
MvSl-1064-A1-R4_MC01-1g02488	MvSl-1064-A2-R4_MC01g02770	MvSl-1064-A1-R4_MC01-1g02488	3	6	MvSl-1064-A2-R4_MC01g02770	0	2
MvSl-1064-A1-R4_MC01-1g02489	MvSl-1064-A2-R4_MC01g02771	MvSl-1064-A1-R4_MC01-1g02489	1060	1800	MvSl-1064-A2-R4_MC01g02771	1060	1467
MvSl-1064-A1-R4_MC01-1g02490	MvSl-1064-A2-R4_MC01g02772	MvSl-1064-A1-R4_MC01-1g02490	2542	2682	MvSl-1064-A2-R4_MC01g02772	2385	2390
MvSl-1064-A1-R4_MC01-1g02491	MvSl-1064-A2-R4_MC01g02773	MvSl-1064-A1-R4_MC01-1g02491	977	891	MvSl-1064-A2-R4_MC01g02773	1116	1146
MvSl-1064-A1-R4_MC01-1g02492	MvSl-1064-A2-R4_MC01g02774	MvSl-1064-A1-R4_MC01-1g02492	705	558	MvSl-1064-A2-R4_MC01g02774	910	718
MvSl-1064-A1-R4_MC01-1g02493	MvSl-1064-A2-R4_MC01g02775	MvSl-1064-A1-R4_MC01-1g02493	642	673	MvSl-1064-A2-R4_MC01g02775	870	865
MvSl-1064-A1-R4_MC01-1g02494	MvSl-1064-A2-R4_MC01g02776	MvSl-1064-A1-R4_MC01-1g02494	1698	2032	MvSl-1064-A2-R4_MC01g02776	2622	3064
MvSl-1064-A1-R4_MC01-1g02495	MvSl-1064-A2-R4_MC01g02777	MvSl-1064-A1-R4_MC01-1g02495	3774	3065	MvSl-1064-A2-R4_MC01g02777	4398	3928
MvSl-1064-A1-R4_MC01-1g02496	MvSl-1064-A2-R4_MC01g02778	MvSl-1064-A1-R4_MC01-1g02496	1019	1170	MvSl-1064-A2-R4_MC01g02778	1200	1349
MvSl-1064-A1-R4_MC01-1g02497	MvSl-1064-A2-R4_MC01g02779	MvSl-1064-A1-R4_MC01-1g02497	292	380	MvSl-1064-A2-R4_MC01g02779	405	433
MvSl-1064-A1-R4_MC01-1g02498	MvSl-1064-A2-R4_MC01g02780	MvSl-1064-A1-R4_MC01-1g02498	2188	1865	MvSl-1064-A2-R4_MC01g02780	2454	2161
MvSl-1064-A1-R4_MC01-1g02499	MvSl-1064-A2-R4_MC01g02781	MvSl-1064-A1-R4_MC01-1g02499	2838	2979	MvSl-1064-A2-R4_MC01g02781	2571	3257
MvSl-1064-A1-R4_MC01-1g02500	MvSl-1064-A2-R4_MC01g02782	MvSl-1064-A1-R4_MC01-1g02500	2170	2449	MvSl-1064-A2-R4_MC01g02782	2573	2360
MvSl-1064-A1-R4_MC01-1g02501	MvSl-1064-A2-R4_MC01g02783	MvSl-1064-A1-R4_MC01-1g02501	13032	13201	MvSl-1064-A2-R4_MC01g02783	14177.9	14629
MvSl-1064-A1-R4_MC01-1g02502	MvSl-1064-A2-R4_MC01g02784	MvSl-1064-A1-R4_MC01-1g02502	390	459	MvSl-1064-A2-R4_MC01g02784	566	575
MvSl-1064-A1-R4_MC01-1g02503	MvSl-1064-A2-R4_MC01g02785	MvSl-1064-A1-R4_MC01-1g02503	922	1105	MvSl-1064-A2-R4_MC01g02785	997	1207
MvSl-1064-A1-R4_MC01-1g02504	MvSl-1064-A2-R4_MC01g02786	MvSl-1064-A1-R4_MC01-1g02504	2865	2413	MvSl-1064-A2-R4_MC01g02786	5161	3234
MvSl-1064-A1-R4_MC01-1g02505	MvSl-1064-A2-R4_MC01g02787	MvSl-1064-A1-R4_MC01-1g02505	12005	10648	MvSl-1064-A2-R4_MC01g02787	11945	12985
MvSl-1064-A1-R4_MC01-1g02506	MvSl-1064-A2-R4_MC01g02788	MvSl-1064-A1-R4_MC01-1g02506	1145	1690	MvSl-1064-A2-R4_MC01g02788	1277	1612
MvSl-1064-A1-R4_MC01-1g02507	MvSl-1064-A2-R4_MC01g02789	MvSl-1064-A1-R4_MC01-1g02507	1121	2000	MvSl-1064-A2-R4_MC01g02789	1162	1588
MvSl-1064-A1-R4_MC01-1g02508	MvSl-1064-A2-R4_MC01g02790	MvSl-1064-A1-R4_MC01-1g02508	7782	11745	MvSl-1064-A2-R4_MC01g02790	10669	12677
MvSl-1064-A1-R4_MC01-1g02509	MvSl-1064-A2-R4_MC01g02791	MvSl-1064-A1-R4_MC01-1g02509	753	1465	MvSl-1064-A2-R4_MC01g02791	1779	3017
MvSl-1064-A1-R4_MC01-1g02510	MvSl-1064-A2-R4_MC01g02792	MvSl-1064-A1-R4_MC01-1g02510	1499	1409	MvSl-1064-A2-R4_MC01g02792	1609	1287
MvSl-1064-A1-R4_MC01-1g02511	MvSl-1064-A2-R4_MC01g02793	MvSl-1064-A1-R4_MC01-1g02511	68.9995	60.398	MvSl-1064-A2-R4_MC01g02793	191.407	116.309
MvSl-1064-A1-R4_MC01-1g02512	MvSl-1064-A2-R4_MC01g02794	MvSl-1064-A1-R4_MC01-1g02512	184.262	179.554	MvSl-1064-A2-R4_MC01g02794	240.023	192.757
MvSl-1064-A1-R4_MC01-1g02514	MvSl-1064-A2-R4_MC01g02796	MvSl-1064-A1-R4_MC01-1g02514	911	825	MvSl-1064-A2-R4_MC01g02796	1312	1456
MvSl-1064-A1-R4_MC01-1g02515	MvSl-1064-A2-R4_MC01g02797	MvSl-1064-A1-R4_MC01-1g02515	9	15	MvSl-1064-A2-R4_MC01g02797	6	12
MvSl-1064-A1-R4_MC01-1g02516	MvSl-1064-A2-R4_MC01g02798	MvSl-1064-A1-R4_MC01-1g02516	921	800	MvSl-1064-A2-R4_MC01g02798	1719	1216
MvSl-1064-A1-R4_MC01-1g02517	MvSl-1064-A2-R4_MC01g02799	MvSl-1064-A1-R4_MC01-1g02517	3424	3667	MvSl-1064-A2-R4_MC01g02799	3555	4383
MvSl-1064-A1-R4_MC01-1g02518	MvSl-1064-A2-R4_MC01g02800	MvSl-1064-A1-R4_MC01-1g02518	1994	2110	MvSl-1064-A2-R4_MC01g02800	2090	2094
MvSl-1064-A1-R4_MC01-1g02519	MvSl-1064-A2-R4_MC01g02801	MvSl-1064-A1-R4_MC01-1g02519	988	1048	MvSl-1064-A2-R4_MC01g02801	1042	961
MvSl-1064-A1-R4_MC01-1g02520	MvSl-1064-A2-R4_MC01g02802	MvSl-1064-A1-R4_MC01-1g02520	2963	3359	MvSl-1064-A2-R4_MC01g02802	3518	3894
MvSl-1064-A1-R4_MC01-1g02521	MvSl-1064-A2-R4_MC01g02803	MvSl-1064-A1-R4_MC01-1g02521	466	554	MvSl-1064-A2-R4_MC01g02803	547	602
MvSl-1064-A1-R4_MC01-1g02522	MvSl-1064-A2-R4_MC01g02804	MvSl-1064-A1-R4_MC01-1g02522	28	21	MvSl-1064-A2-R4_MC01g02804	24	16
MvSl-1064-A1-R4_MC01-1g02523	MvSl-1064-A2-R4_MC01g02805	MvSl-1064-A1-R4_MC01-1g02523	3364	2859	MvSl-1064-A2-R4_MC01g02805	3907	4611
MvSl-1064-A1-R4_MC01-1g02524	MvSl-1064-A2-R4_MC01g02806	MvSl-1064-A1-R4_MC01-1g02524	1793	1614	MvSl-1064-A2-R4_MC01g02806	2006	1976
MvSl-1064-A1-R4_MC01-1g02525	MvSl-1064-A2-R4_MC01g02807	MvSl-1064-A1-R4_MC01-1g02525	7187	5490	MvSl-1064-A2-R4_MC01g02807	7885	6259
MvSl-1064-A1-R4_MC01-1g02526	MvSl-1064-A2-R4_MC01g02808	MvSl-1064-A1-R4_MC01-1g02526	43	25	MvSl-1064-A2-R4_MC01g02808	42	27
MvSl-1064-A1-R4_MC01-1g02527	MvSl-1064-A2-R4_MC01g02809	MvSl-1064-A1-R4_MC01-1g02527	898	966	MvSl-1064-A2-R4_MC01g02809	1039	1173
MvSl-1064-A1-R4_MC01-1g02528	MvSl-1064-A2-R4_MC01g02810	MvSl-1064-A1-R4_MC01-1g02528	3027	3369	MvSl-1064-A2-R4_MC01g02810	3657	3628
MvSl-1064-A1-R4_MC01-1g02529	MvSl-1064-A2-R4_MC01g02811	MvSl-1064-A1-R4_MC01-1g02529	484	546	MvSl-1064-A2-R4_MC01g02811	575	628
MvSl-1064-A1-R4_MC01-1g02530	MvSl-1064-A2-R4_MC01g02812	MvSl-1064-A1-R4_MC01-1g02530	3178	3149	MvSl-1064-A2-R4_MC01g02812	3011	3037
MvSl-1064-A1-R4_MC01-1g02531	MvSl-1064-A2-R4_MC01g02813	MvSl-1064-A1-R4_MC01-1g02531	813	850	MvSl-1064-A2-R4_MC01g02813	926	875
MvSl-1064-A1-R4_MC01-1g02532	MvSl-1064-A2-R4_MC01g02814	MvSl-1064-A1-R4_MC01-1g02532	1920	2479	MvSl-1064-A2-R4_MC01g02814	2169	2820
MvSl-1064-A1-R4_MC01-1g02533	MvSl-1064-A2-R4_MC01g02815	MvSl-1064-A1-R4_MC01-1g02533	882	766	MvSl-1064-A2-R4_MC01g02815	855	906
MvSl-1064-A1-R4_MC01-1g02534	MvSl-1064-A2-R4_MC01g02816	MvSl-1064-A1-R4_MC01-1g02534	33	30	MvSl-1064-A2-R4_MC01g02816	44	35
MvSl-1064-A1-R4_MC01-1g02535	MvSl-1064-A2-R4_MC01g02817	MvSl-1064-A1-R4_MC01-1g02535	2067	2477	MvSl-1064-A2-R4_MC01g02817	2484	2721
MvSl-1064-A1-R4_MC01-1g02536	MvSl-1064-A2-R4_MC01g02818	MvSl-1064-A1-R4_MC01-1g02536	343	441	MvSl-1064-A2-R4_MC01g02818	379	492
MvSl-1064-A1-R4_MC01-1g02537	MvSl-1064-A2-R4_MC01g02819	MvSl-1064-A1-R4_MC01-1g02537	764	919	MvSl-1064-A2-R4_MC01g02819	859	1078
MvSl-1064-A1-R4_MC01-1g02538	MvSl-1064-A2-R4_MC01g02820	MvSl-1064-A1-R4_MC01-1g02538	5350	4886	MvSl-1064-A2-R4_MC01g02820	5200	5107
MvSl-1064-A1-R4_MC01-1g02539	MvSl-1064-A2-R4_MC01g02821	MvSl-1064-A1-R4_MC01-1g02539	1874	2217	MvSl-1064-A2-R4_MC01g02821	1807	2142
MvSl-1064-A1-R4_MC01-1g02540	MvSl-1064-A2-R4_MC01g02822	MvSl-1064-A1-R4_MC01-1g02540	238	186	MvSl-1064-A2-R4_MC01g02822	388	329
MvSl-1064-A1-R4_MC01-1g02541	MvSl-1064-A2-R4_MC01g02823	MvSl-1064-A1-R4_MC01-1g02541	2406	2550	MvSl-1064-A2-R4_MC01g02823	3107	3262
MvSl-1064-A1-R4_MC01-1g02542	MvSl-1064-A2-R4_MC01g02824	MvSl-1064-A1-R4_MC01-1g02542	1058	1301	MvSl-1064-A2-R4_MC01g02824	1194	1328
MvSl-1064-A1-R4_MC01-1g02543	MvSl-1064-A2-R4_MC01g02825	MvSl-1064-A1-R4_MC01-1g02543	269	520	MvSl-1064-A2-R4_MC01g02825	329	464
MvSl-1064-A1-R4_MC01-1g02544	MvSl-1064-A2-R4_MC01g02826	MvSl-1064-A1-R4_MC01-1g02544	1559	1887	MvSl-1064-A2-R4_MC01g02826	1346	1729
MvSl-1064-A1-R4_MC01-1g02545	MvSl-1064-A2-R4_MC01g02827	MvSl-1064-A1-R4_MC01-1g02545	624	532	MvSl-1064-A2-R4_MC01g02827	1135	1039
MvSl-1064-A1-R4_MC01-1g02546	MvSl-1064-A2-R4_MC01g02828	MvSl-1064-A1-R4_MC01-1g02546	14987	11173	MvSl-1064-A2-R4_MC01g02828	15742	12589
MvSl-1064-A1-R4_MC01-1g02551	MvSl-1064-A2-R4_MC01g02833	MvSl-1064-A1-R4_MC01-1g02551	42.2344	52.0111	MvSl-1064-A2-R4_MC01g02833	48.5875	63.7669
MvSl-1064-A1-R4_MC01-1g02552	MvSl-1064-A2-R4_MC01g02834	MvSl-1064-A1-R4_MC01-1g02552	775.405	479.808	MvSl-1064-A2-R4_MC01g02834	968.902	603.559
MvSl-1064-A1-R4_MC01-1g02554	MvSl-1064-A2-R4_MC01g02836	MvSl-1064-A1-R4_MC01-1g02554	3454	2805	MvSl-1064-A2-R4_MC01g02836	3681	3465
MvSl-1064-A1-R4_MC01-1g02555	MvSl-1064-A2-R4_MC01g02837	MvSl-1064-A1-R4_MC01-1g02555	1710	2705	MvSl-1064-A2-R4_MC01g02837	2064	3011
MvSl-1064-A1-R4_MC01-1g02556	MvSl-1064-A2-R4_MC01g02838	MvSl-1064-A1-R4_MC01-1g02556	1156	1038	MvSl-1064-A2-R4_MC01g02838	1310	1433
MvSl-1064-A1-R4_MC01-1g02557	MvSl-1064-A2-R4_MC01g02839	MvSl-1064-A1-R4_MC01-1g02557	1565	1802	MvSl-1064-A2-R4_MC01g02839	1554	1449
MvSl-1064-A1-R4_MC01-1g02558	MvSl-1064-A2-R4_MC01g02840	MvSl-1064-A1-R4_MC01-1g02558	3132	5359	MvSl-1064-A2-R4_MC01g02840	3016	5060
MvSl-1064-A1-R4_MC01-1g02559	MvSl-1064-A2-R4_MC01g02841	MvSl-1064-A1-R4_MC01-1g02559	4371	4179	MvSl-1064-A2-R4_MC01g02841	4589	4640
MvSl-1064-A1-R4_MC01-1g02560	MvSl-1064-A2-R4_MC01g02842	MvSl-1064-A1-R4_MC01-1g02560	362	501	MvSl-1064-A2-R4_MC01g02842	489	619
MvSl-1064-A1-R4_MC01-1g02561	MvSl-1064-A2-R4_MC01g02843	MvSl-1064-A1-R4_MC01-1g02561	755	714	MvSl-1064-A2-R4_MC01g02843	903	1018
MvSl-1064-A1-R4_MC01-1g02562	MvSl-1064-A2-R4_MC01g02844	MvSl-1064-A1-R4_MC01-1g02562	1162.68	1087.53	MvSl-1064-A2-R4_MC01g02844	923.611	801.718
MvSl-1064-A1-R4_MC01-1g02563	MvSl-1064-A2-R4_MC01g02845	MvSl-1064-A1-R4_MC01-1g02563	1967	2434	MvSl-1064-A2-R4_MC01g02845	2166	2563
MvSl-1064-A1-R4_MC01-1g02564	MvSl-1064-A2-R4_MC01g02846	MvSl-1064-A1-R4_MC01-1g02564	14	24	MvSl-1064-A2-R4_MC01g02846	35	35
MvSl-1064-A1-R4_MC01-1g02565	MvSl-1064-A2-R4_MC01g02847	MvSl-1064-A1-R4_MC01-1g02565	179	126	MvSl-1064-A2-R4_MC01g02847	154	222
MvSl-1064-A1-R4_MC01-1g02566	MvSl-1064-A2-R4_MC01g02848	MvSl-1064-A1-R4_MC01-1g02566	671	644	MvSl-1064-A2-R4_MC01g02848	755	761
MvSl-1064-A1-R4_MC01-1g02567	MvSl-1064-A2-R4_MC01g02849	MvSl-1064-A1-R4_MC01-1g02567	168	250	MvSl-1064-A2-R4_MC01g02849	174	193
MvSl-1064-A1-R4_MC01-1g02568	MvSl-1064-A2-R4_MC01g02850	MvSl-1064-A1-R4_MC01-1g02568	2748	3737	MvSl-1064-A2-R4_MC01g02850	2815	4078
MvSl-1064-A1-R4_MC01-1g02569	MvSl-1064-A2-R4_MC01g02851	MvSl-1064-A1-R4_MC01-1g02569	1884	2754	MvSl-1064-A2-R4_MC01g02851	2593	2931
MvSl-1064-A1-R4_MC01-1g02570	MvSl-1064-A2-R4_MC01g02852	MvSl-1064-A1-R4_MC01-1g02570	573	668	MvSl-1064-A2-R4_MC01g02852	703	697
MvSl-1064-A1-R4_MC01-1g02571	MvSl-1064-A2-R4_MC01g02853	MvSl-1064-A1-R4_MC01-1g02571	463	450	MvSl-1064-A2-R4_MC01g02853	489	527
MvSl-1064-A1-R4_MC01-1g02572	MvSl-1064-A2-R4_MC01g02854	MvSl-1064-A1-R4_MC01-1g02572	493	441	MvSl-1064-A2-R4_MC01g02854	544	591
MvSl-1064-A1-R4_MC01-1g02573	MvSl-1064-A2-R4_MC01g02855	MvSl-1064-A1-R4_MC01-1g02573	2281	2465	MvSl-1064-A2-R4_MC01g02855	2595	2876
