gida1	gidmvsv	dnds	dn	ds
MvSl-1064-A1-R4_MC01-2g03050	MvSv-1253-A1-R1_MC09-1g05922	0.114	0.0102	0.0898
MvSl-1064-A1-R4_MC01-2g03051	MvSv-1253-A1-R1_MC09-1g05921	0.3266	0.052	0.1593
MvSl-1064-A1-R4_MC01-2g03052	MvSv-1253-A1-R1_MC09-1g05920	0.1136	0.0109	0.0962
MvSl-1064-A1-R4_MC01-2g03054	MvSv-1253-A1-R1_MC09-1g05918	0.169	0.0257	0.1519
MvSl-1064-A1-R4_A1g00373	MvSv-1253-A1-R1_MC12g07722	0.1034	0.0201	0.1943
MvSl-1064-A1-R4_MC01-2g03055	MvSv-1253-A1-R1_MC09-1g05917	0.0449	0.0073	0.1615
MvSl-1064-A1-R4_MC01-2g03056	MvSv-1253-A1-R1_MC09-1g05916	0.3153	0.0359	0.1137
MvSl-1064-A1-R4_MC01-2g03057	MvSv-1253-A1-R1_MC09-1g05915	0.1397	0.0246	0.1764
MvSl-1064-A1-R4_MC01-2g03058	MvSv-1253-A1-R1_MC09-1g05914	0.3901	0.035	0.0898
MvSl-1064-A1-R4_MC01-2g03059	MvSv-1253-A1-R1_MC09-1g05913	0.3325	0.0427	0.1284
MvSl-1064-A1-R4_MC01-2g03061	MvSv-1253-A1-R1_MC09-1g05912	0.3353	0.0557	0.1661
MvSl-1064-A1-R4_MC01-2g03062	MvSv-1253-A1-R1_MC09-1g05911	0.3162	0.0319	0.1008
MvSl-1064-A1-R4_MC01-2g03063	MvSv-1253-A1-R1_MC09-1g05910	0.195	0.026	0.1336
MvSl-1064-A1-R4_MC01-2g03064	MvSv-1253-A1-R1_MC09-1g05909	0.1908	0.022	0.1152
MvSl-1064-A1-R4_MC01-2g03065	MvSv-1253-A1-R1_MC09-1g05908	0.0747	0.0111	0.149
MvSl-1064-A1-R4_A1g00374	MvSv-1253-A1-R1_MC12g07723	0.0245	0.004	0.1625
MvSl-1064-A1-R4_MC01-2g03071	MvSv-1253-A1-R1_MC09-1g05906	0.1642	0.0144	0.0878
MvSl-1064-A1-R4_MC01-2g03072	MvSv-1253-A1-R1_MC09-1g05905	0.2126	0.0302	0.1419
MvSl-1064-A1-R4_MC01-2g03075	MvSv-1253-A1-R1_MC09-1g05904	0.2457	0.0241	0.0981
MvSl-1064-A1-R4_MC01-2g03076	MvSv-1253-A1-R1_MC09-1g05903	0.0321	0.003	0.0938
MvSl-1064-A1-R4_MC01-2g03077	MvSv-1253-A1-R1_MC09-1g05902	0.141	0.021	0.1487
MvSl-1064-A1-R4_MC01-2g03078	MvSv-1253-A1-R1_MC09-1g05901	0.6762	0.0543	0.0802
MvSl-1064-A1-R4_MC01-2g03079	MvSv-1253-A1-R1_MC09-1g05897	0.0145	0.0033	0.2291
MvSl-1064-A1-R4_MC01-2g03080	MvSv-1253-A1-R1_MC09-1g05896	0.37	0.0489	0.1322
MvSl-1064-A1-R4_MC01-2g03081	MvSv-1253-A1-R1_MC09-1g05895	0.4967	0.093	0.1872
MvSl-1064-A1-R4_MC01-2g03082	MvSv-1253-A1-R1_MC09-1g05894	0.1065	0.015	0.1409
MvSl-1064-A1-R4_A1g00376	MvSv-1253-A1-R1_MC11-2g07428	0.5895	0.1629	0.2764
MvSl-1064-A1-R4_MC01-2g03083	MvSv-1253-A1-R1_MC09-1g05893	0.001	0.0001	0.1308
MvSl-1064-A1-R4_MC01-2g03084	MvSv-1253-A1-R1_MC09-1g05892	1.0966	0.089	0.0811
MvSl-1064-A1-R4_MC01-2g03085	MvSv-1253-A1-R1_MC09-1g05889	0.1003	0.018	0.1797
MvSl-1064-A1-R4_MC01-2g03086	MvSv-1253-A1-R1_MC09-1g05888	0.0559	0.0079	0.1418
MvSl-1064-A1-R4_MC01-2g03087	MvSv-1253-A1-R1_MC09-1g05887	0.0896	0.0099	0.1109
MvSl-1064-A1-R4_MC01-2g03097	MvSv-1253-A1-R1_MC09-1g05886	0.2977	0.0432	0.1451
MvSl-1064-A1-R4_MC01-2g03098	MvSv-1253-A1-R1_MC09-1g05885	0.1815	0.0367	0.2021
MvSl-1064-A1-R4_MC01-2g03100	MvSv-1253-A1-R1_MC09-1g05884	0.4253	0.0526	0.1237
MvSl-1064-A1-R4_MC01-2g03103	MvSv-1253-A1-R1_MC02g01656	0.4834	0.0789	0.1632
MvSl-1064-A1-R4_MC01-2g03104	MvSv-1253-A1-R1_MC09-1g05882	0.2932	0.0338	0.1154
MvSl-1064-A1-R4_A1g00380	MvSv-1253-A1-R1_MC12g07724	0.0925	0.0166	0.1798
MvSl-1064-A1-R4_MC01-2g03105	MvSv-1253-A1-R1_MC09-1g05881	0.1252	0.0172	0.1377
MvSl-1064-A1-R4_MC01-2g03108	MvSv-1253-A1-R1_MC09-1g05879	0.1208	0.023	0.1903
MvSl-1064-A1-R4_MC01-2g03109	MvSv-1253-A1-R1_MC09-1g05878	0.4606	0.0518	0.1126
MvSl-1064-A1-R4_MC01-2g03111	MvSv-1253-A1-R1_MC09-1g05876	0.3349	0.0518	0.1546
MvSl-1064-A1-R4_MC01-2g03112	MvSv-1253-A1-R1_MC09-1g05875	0.0952	0.0198	0.2079
MvSl-1064-A1-R4_MC01-2g03113	MvSv-1253-A1-R1_MC09-1g05874	0.3564	0.0517	0.145
MvSl-1064-A1-R4_MC01-2g03117	MvSv-1253-A1-R1_MC03g02264	0.2253	0.0172	0.0763
MvSl-1064-A1-R4_MC01-2g03118	MvSv-1253-A1-R1_MC03g02265	0.8668	0.1393	0.1607
MvSl-1064-A1-R4_MC01-2g03119	MvSv-1253-A1-R1_MC03g02266	0.9156	0.1751	0.1912
MvSl-1064-A1-R4_MC01-2g03120	MvSv-1253-A1-R1_MC09-1g05873	0.17	0.0197	0.1161
MvSl-1064-A1-R4_A1g00384	MvSv-1253-A1-R1_MC12g07725	0.0182	0.0061	0.3344
MvSl-1064-A1-R4_MC01-2g03121	MvSv-1253-A1-R1_MC09-1g05872	0.2401	0.0472	0.1964
MvSl-1064-A1-R4_MC01-2g03122	MvSv-1253-A1-R1_MC09-1g05871	0.1259	0.025	0.1987
MvSl-1064-A1-R4_MC01-2g03124	MvSv-1253-A1-R1_MC09-1g05870	0.1046	0.0166	0.1582
MvSl-1064-A1-R4_MC01-2g03125	MvSv-1253-A1-R1_MC09-1g05869	0.0394	0.006	0.1525
MvSl-1064-A1-R4_MC01-2g03127	MvSv-1253-A1-R1_MC09-1g05867	0.123	0.0229	0.1864
MvSl-1064-A1-R4_MC01-2g03128	MvSv-1253-A1-R1_MC09-1g05866	0.1495	0.022	0.1471
MvSl-1064-A1-R4_MC01-2g03129	MvSv-1253-A1-R1_MC09-1g05863	0.13	0.0237	0.1819
MvSl-1064-A1-R4_MC01-2g03130	MvSv-1253-A1-R1_MC09-1g05862	0.4454	0.0546	0.1226
MvSl-1064-A1-R4_MC01-2g03131	MvSv-1253-A1-R1_MC09-1g05861	0.1755	0.0382	0.2179
MvSl-1064-A1-R4_MC01-2g03132	MvSv-1253-A1-R1_MC09-1g05860	0.0951	0.0174	0.1828
MvSl-1064-A1-R4_A1g00389	MvSv-1253-A1-R1_MC12g07728	0.3065	0.0368	0.12
MvSl-1064-A1-R4_MC01-2g03133	MvSv-1253-A1-R1_MC09-1g05859	0.1272	0.0172	0.1356
MvSl-1064-A1-R4_MC01-2g03134	MvSv-1253-A1-R1_MC09-1g05858	0.4463	0.0623	0.1397
MvSl-1064-A1-R4_MC01-2g03135	MvSv-1253-A1-R1_MC09-1g05857	0.2887	0.0502	0.1738
MvSl-1064-A1-R4_MC01-2g03136	MvSv-1253-A1-R1_MC09-1g05856	0.0208	0.0051	0.2456
MvSl-1064-A1-R4_MC01-2g03137	MvSv-1253-A1-R1_MC09-1g05855	0.0527	0.0145	0.2741
MvSl-1064-A1-R4_MC01-2g03138	MvSv-1253-A1-R1_MC09-1g05854	0.104	0.0269	0.2589
MvSl-1064-A1-R4_MC01-2g03139	MvSv-1253-A1-R1_MC09-1g05853	0.081	0.0302	0.3732
MvSl-1064-A1-R4_MC01-2g03140	MvSv-1253-A1-R1_MC09-1g05848	0.293	0.0551	0.188
MvSl-1064-A1-R4_MC01-2g03141	MvSv-1253-A1-R1_MC09-1g05839	0.1701	0.0295	0.1735
MvSl-1064-A1-R4_MC01-2g03142	MvSv-1253-A1-R1_MC09-1g05838	1.6056	0.3	0.1869
MvSl-1064-A1-R4_A1g00390	MvSv-1253-A1-R1_MC12g07729	0.3124	0.0286	0.0916
MvSl-1064-A1-R4_MC01-2g03143	MvSv-1253-A1-R1_MC03g02328	0.1287	0.104	0.8081
MvSl-1064-A1-R4_MC01-2g03144	MvSv-1253-A1-R1_MC09-1g05835	1.4526	0.1554	0.107
MvSl-1064-A1-R4_MC01-2g03147	MvSv-1253-A1-R1_MC09-1g05834	0.2932	0.0404	0.1378
MvSl-1064-A1-R4_MC01-2g03148	MvSv-1253-A1-R1_MC09-1g05833	0.3156	0.041	0.1298
MvSl-1064-A1-R4_MC01-2g03149	MvSv-1253-A1-R1_MC09-1g05832	0.0769	0.0171	0.2227
MvSl-1064-A1-R4_MC01-2g03150	MvSv-1253-A1-R1_MC09-1g05831	0.2492	0.048	0.1926
MvSl-1064-A1-R4_MC01-2g03151	MvSv-1253-A1-R1_MC09-1g05830	0.1826	0.0353	0.1931
MvSl-1064-A1-R4_MC01-2g03152	MvSv-1253-A1-R1_MC09-1g05829	0.2096	0.0458	0.2186
MvSl-1064-A1-R4_MC01-2g03154	MvSv-1253-A1-R1_MC09-1g05828	0.2381	0.0753	0.3161
MvSl-1064-A1-R4_MC01-2g03155	MvSv-1253-A1-R1_MC09-1g05827	0.001	0.0002	0.1999
MvSl-1064-A1-R4_A1g00391	MvSv-1253-A1-R1_MC12g07730	0.1598	0.0226	0.1415
MvSl-1064-A1-R4_MC01-2g03156	MvSv-1253-A1-R1_MC09-1g05826	0.0152	0.0068	0.4454
MvSl-1064-A1-R4_MC01-2g03157	MvSv-1253-A1-R1_MC09-1g05825	0.1066	0.0397	0.372
MvSl-1064-A1-R4_MC01-2g03158	MvSv-1253-A1-R1_MC09-1g05824	0.0949	0.0383	0.4036
MvSl-1064-A1-R4_MC01-2g03159	MvSv-1253-A1-R1_MC09-1g05823	0.8105	0.0951	0.1173
MvSl-1064-A1-R4_MC01-2g03160	MvSv-1253-A1-R1_MC09-1g05822	0.1964	0.0416	0.2117
MvSl-1064-A1-R4_MC01-2g03161	MvSv-1253-A1-R1_MC09-1g05821	0.3465	0.0684	0.1974
MvSl-1064-A1-R4_MC01-2g03162	MvSv-1253-A1-R1_MC09-1g05820	0.2345	0.0503	0.2144
MvSl-1064-A1-R4_MC01-2g03164	MvSv-1253-A1-R1_MC09-1g05819	0.1283	0.0223	0.1736
MvSl-1064-A1-R4_MC01-2g03165	MvSv-1253-A1-R1_MC09-1g05818	0.1106	0.0145	0.1313
MvSl-1064-A1-R4_MC02g03179	MvSv-1253-A1-R1_MC02g02106	0.2198	0.0425	0.1933
MvSl-1064-A1-R4_A1g00392	MvSv-1253-A1-R1_MC12g07731	0.563	0.0232	0.0411
MvSl-1064-A1-R4_MC02g03181	MvSv-1253-A1-R1_MC02g02105	0.0282	0.006	0.214
MvSl-1064-A1-R4_MC02g03182	MvSv-1253-A1-R1_MC02g02104	0.1672	0.0636	0.3802
MvSl-1064-A1-R4_MC02g03183	MvSv-1253-A1-R1_MC02g02103	0.2094	0.056	0.2675
MvSl-1064-A1-R4_MC02g03185	MvSv-1253-A1-R1_MC02g02102	0.1394	0.0277	0.199
MvSl-1064-A1-R4_MC02g03186	MvSv-1253-A1-R1_MC02g02101	0.2001	0.0392	0.196
MvSl-1064-A1-R4_MC02g03189	MvSv-1253-A1-R1_MC02g02099	0.0417	0.0106	0.2556
MvSl-1064-A1-R4_MC02g03191	MvSv-1253-A1-R1_MC02g02098	0.2068	0.0563	0.2721
MvSl-1064-A1-R4_MC02g03192	MvSv-1253-A1-R1_MC02g02097	0.3558	0.1004	0.2822
MvSl-1064-A1-R4_MC02g03193	MvSv-1253-A1-R1_MC02g02096	0.5854	0.0585	0.1
MvSl-1064-A1-R4_MC02g03194	MvSv-1253-A1-R1_MC02g02095	0.1275	0.0157	0.1232
MvSl-1064-A1-R4_A1g00028	MvSv-1253-A1-R1_MC12g07651	0.93	0.0419	0.0451
MvSl-1064-A1-R4_A1g00394	MvSv-1253-A1-R1_MC12g07732	0.1619	0.0394	0.2431
MvSl-1064-A1-R4_MC02g03195	MvSv-1253-A1-R1_MC02g02094	0.3077	0.0496	0.1612
MvSl-1064-A1-R4_MC02g03198	MvSv-1253-A1-R1_MC02g02092	0.6369	0.0705	0.1107
MvSl-1064-A1-R4_MC02g03199	MvSv-1253-A1-R1_MC02g02091	0.0865	0.0147	0.1701
MvSl-1064-A1-R4_MC02g03200	MvSv-1253-A1-R1_MC02g02090	0.1184	0.0153	0.1288
MvSl-1064-A1-R4_MC02g03201	MvSv-1253-A1-R1_MC02g02089	0.0802	0.0175	0.2183
MvSl-1064-A1-R4_MC02g03202	MvSv-1253-A1-R1_MC02g02088	0.1083	0.0246	0.2267
MvSl-1064-A1-R4_MC02g03203	MvSv-1253-A1-R1_MC02g02087	0.2054	0.0458	0.2232
MvSl-1064-A1-R4_MC02g03204	MvSv-1253-A1-R1_MC02g02086	0.4298	0.0716	0.1666
MvSl-1064-A1-R4_MC02g03205	MvSv-1253-A1-R1_MC02g02085	1.1123	0.2513	0.2259
MvSl-1064-A1-R4_MC02g03206	MvSv-1253-A1-R1_MC02g02084	0.1626	0.0277	0.1705
MvSl-1064-A1-R4_A1g00395	MvSv-1253-A1-R1_MC12g07733	0.1452	0.0226	0.1554
MvSl-1064-A1-R4_MC02g03207	MvSv-1253-A1-R1_MC02g02083	0.0773	0.0153	0.1973
MvSl-1064-A1-R4_MC02g03208	MvSv-1253-A1-R1_MC02g02082	0.1768	0.0376	0.2128
MvSl-1064-A1-R4_MC02g03209	MvSv-1253-A1-R1_MC02g02081	0.2102	0.0284	0.135
MvSl-1064-A1-R4_MC02g03211	MvSv-1253-A1-R1_MC02g02080	0.1668	0.0277	0.166
MvSl-1064-A1-R4_MC02g03212	MvSv-1253-A1-R1_MC02g02079	0.253	0.0485	0.1915
MvSl-1064-A1-R4_MC02g03213	MvSv-1253-A1-R1_MC02g02078	0.1216	0.0231	0.1896
MvSl-1064-A1-R4_MC02g03214	MvSv-1253-A1-R1_MC02g02077	0.1121	0.0246	0.2196
MvSl-1064-A1-R4_MC02g03215	MvSv-1253-A1-R1_MC02g02071	0.6059	0.0535	0.0884
MvSl-1064-A1-R4_MC02g03217	MvSv-1253-A1-R1_MC02g02070	0.4443	0.1251	0.2815
MvSl-1064-A1-R4_MC02g03218	MvSv-1253-A1-R1_MC02g02069	0.0305	0.0062	0.2038
MvSl-1064-A1-R4_A1g00396	MvSv-1253-A1-R1_MC12g07734	0.131	0.0182	0.1389
MvSl-1064-A1-R4_MC02g03219	MvSv-1253-A1-R1_MC02g02068	0.1788	0.052	0.2909
MvSl-1064-A1-R4_MC02g03220	MvSv-1253-A1-R1_MC02g02067	0.3108	0.0223	0.0718
MvSl-1064-A1-R4_MC02g03221	MvSv-1253-A1-R1_MC02g02066	0.1048	0.0267	0.2549
MvSl-1064-A1-R4_MC02g03223	MvSv-1253-A1-R1_MC02g02065	0.5303	0.0531	0.1001
MvSl-1064-A1-R4_MC02g03224	MvSv-1253-A1-R1_MC02g02064	0.2208	0.0311	0.1407
MvSl-1064-A1-R4_MC02g03225	MvSv-1253-A1-R1_MC02g02063	0.0381	0.0034	0.0883
MvSl-1064-A1-R4_MC02g03226	MvSv-1253-A1-R1_MC02g02048	0.1573	0.0135	0.0861
MvSl-1064-A1-R4_MC02g03227	MvSv-1253-A1-R1_MC02g02061	0.485	0.0386	0.0795
MvSl-1064-A1-R4_MC02g03228	MvSv-1253-A1-R1_MC02g02060	0.528	0.0488	0.0924
MvSl-1064-A1-R4_MC02g03229	MvSv-1253-A1-R1_MC02g02059	0.6169	0.0752	0.1218
MvSl-1064-A1-R4_A1g00397	MvSv-1253-A1-R1_MC12g07735	0.1778	0.022	0.1239
MvSl-1064-A1-R4_MC02g03230	MvSv-1253-A1-R1_MC02g02058	0.2766	0.0353	0.1275
MvSl-1064-A1-R4_MC02g03231	MvSv-1253-A1-R1_MC02g02055	0.0787	0.011	0.1395
MvSl-1064-A1-R4_MC02g03232	MvSv-1253-A1-R1_MC02g02054	0.3569	0.0459	0.1285
MvSl-1064-A1-R4_MC02g03233	MvSv-1253-A1-R1_MC02g02053	0.2939	0.0525	0.1788
MvSl-1064-A1-R4_MC02g03234	MvSv-1253-A1-R1_MC02g02052	0.001	0.0001	0.1472
MvSl-1064-A1-R4_MC02g03235	MvSv-1253-A1-R1_MC02g02051	0.223	0.0264	0.1183
MvSl-1064-A1-R4_MC02g03236	MvSv-1253-A1-R1_MC02g02050	0.0505	0.0047	0.0923
MvSl-1064-A1-R4_MC02g03237	MvSv-1253-A1-R1_MC02g02049	0.1721	0.0179	0.1038
MvSl-1064-A1-R4_MC02g03240	MvSv-1253-A1-R1_MC02g02047	0.096	0.0166	0.1727
MvSl-1064-A1-R4_MC02g03241	MvSv-1253-A1-R1_MC02g02046	0.1365	0.0244	0.179
MvSl-1064-A1-R4_A1g00398	MvSv-1253-A1-R1_MC12g07736	98.9996	0.0219	0.0002
MvSl-1064-A1-R4_MC02g03242	MvSv-1253-A1-R1_MC02g02045	0.2333	0.0356	0.1525
MvSl-1064-A1-R4_MC02g03243	MvSv-1253-A1-R1_MC02g02044	0.001	0.0001	0.1057
MvSl-1064-A1-R4_MC02g03244	MvSv-1253-A1-R1_MC02g02043	0.2832	0.0308	0.1086
MvSl-1064-A1-R4_MC02g03245	MvSv-1253-A1-R1_MC02g02042	0.4411	0.0423	0.0959
MvSl-1064-A1-R4_MC02g03246	MvSv-1253-A1-R1_MC02g02041	0.0916	0.0148	0.162
MvSl-1064-A1-R4_MC02g03247	MvSv-1253-A1-R1_MC02g02040	0.8807	0.0882	0.1001
MvSl-1064-A1-R4_MC02g03250	MvSv-1253-A1-R1_MC02g02038	0.0239	0.0029	0.1199
MvSl-1064-A1-R4_MC02g03251	MvSv-1253-A1-R1_MC02g02037	0.1825	0.02	0.1094
MvSl-1064-A1-R4_MC02g03252	MvSv-1253-A1-R1_MC02g02036	0.1853	0.0442	0.2387
MvSl-1064-A1-R4_MC02g03253	MvSv-1253-A1-R1_MC02g02035	0.2693	0.029	0.1076
MvSl-1064-A1-R4_A1g00399	MvSv-1253-A1-R1_MC12g07737	0.028	0.0024	0.0866
MvSl-1064-A1-R4_MC02g03254	MvSv-1253-A1-R1_MC02g02034	0.6157	0.0621	0.1009
MvSl-1064-A1-R4_MC02g03255	MvSv-1253-A1-R1_MC02g02033	0.2752	0.0379	0.1376
MvSl-1064-A1-R4_MC02g03256	MvSv-1253-A1-R1_MC02g02032	0.068	0.0096	0.1417
MvSl-1064-A1-R4_MC02g03257	MvSv-1253-A1-R1_MC02g02030	0.6002	0.0521	0.0867
MvSl-1064-A1-R4_MC02g03258	MvSv-1253-A1-R1_MC02g02029	0.3551	0.0369	0.1039
MvSl-1064-A1-R4_MC02g03259	MvSv-1253-A1-R1_MC02g02028	0.742	0.0938	0.1264
MvSl-1064-A1-R4_MC02g03260	MvSv-1253-A1-R1_MC02g02027	0.2849	0.0246	0.0863
MvSl-1064-A1-R4_MC02g03261	MvSv-1253-A1-R1_MC02g02026	0.2239	0.027	0.1206
MvSl-1064-A1-R4_MC02g03262	MvSv-1253-A1-R1_MC02g02025	0.1797	0.0248	0.138
MvSl-1064-A1-R4_MC02g03263	MvSv-1253-A1-R1_MC02g02024	0.1906	0.0228	0.1198
MvSl-1064-A1-R4_A1g00400	MvSv-1253-A1-R1_MC12g07738	0.3486	0.062	0.1777
MvSl-1064-A1-R4_MC02g03265	MvSv-1253-A1-R1_MC02g02023	0.366	0.0341	0.0932
MvSl-1064-A1-R4_MC02g03266	MvSv-1253-A1-R1_MC02g02022	0.4111	0.0436	0.106
MvSl-1064-A1-R4_MC02g03267	MvSv-1253-A1-R1_MC02g02021	0.2995	0.0334	0.1115
MvSl-1064-A1-R4_MC02g03268	MvSv-1253-A1-R1_MC02g02020	0.3808	0.047	0.1234
MvSl-1064-A1-R4_MC02g03269	MvSv-1253-A1-R1_MC02g02019	0.1837	0.0465	0.253
MvSl-1064-A1-R4_MC02g03270	MvSv-1253-A1-R1_MC02g02018	0.2356	0.0306	0.13
MvSl-1064-A1-R4_MC02g03271	MvSv-1253-A1-R1_MC02g02017	0.2202	0.0279	0.1267
MvSl-1064-A1-R4_MC02g03272	MvSv-1253-A1-R1_MC02g02016	0.1939	0.0222	0.1143
MvSl-1064-A1-R4_MC02g03273	MvSv-1253-A1-R1_MC02g02015	0.1298	0.0211	0.1627
MvSl-1064-A1-R4_MC02g03275	MvSv-1253-A1-R1_MC02g02013	0.1781	0.027	0.1516
MvSl-1064-A1-R4_A1g00401	MvSv-1253-A1-R1_MC12g07739	0.4557	0.0615	0.1349
MvSl-1064-A1-R4_MC02g03276	MvSv-1253-A1-R1_MC02g02010	0.2112	0.0317	0.1502
MvSl-1064-A1-R4_MC02g03277	MvSv-1253-A1-R1_MC02g02011	0.0303	0.0053	0.1756
MvSl-1064-A1-R4_MC02g03279	MvSv-1253-A1-R1_MC02g02009	0.1548	0.0195	0.1261
MvSl-1064-A1-R4_MC02g03289	MvSv-1253-A1-R1_MC02g02007	0.9744	0.1683	0.1727
MvSl-1064-A1-R4_MC02g03290	MvSv-1253-A1-R1_MC02g02006	0.4543	0.0768	0.169
MvSl-1064-A1-R4_MC02g03291	MvSv-1253-A1-R1_MC02g02005	0.0269	0.003	0.113
MvSl-1064-A1-R4_MC02g03292	MvSv-1253-A1-R1_MC02g02004	0.5907	0.0555	0.0939
MvSl-1064-A1-R4_MC02g03293	MvSv-1253-A1-R1_MC02g02003	0.039	0.0044	0.1134
MvSl-1064-A1-R4_MC02g03295	MvSv-1253-A1-R1_MC02g02001	0.2122	0.0226	0.1066
MvSl-1064-A1-R4_MC02g03296	MvSv-1253-A1-R1_MC02g02000	0.1054	0.0208	0.1969
MvSl-1064-A1-R4_A1g00402	MvSv-1253-A1-R1_MC12g07740	0.2241	0.0233	0.104
MvSl-1064-A1-R4_MC02g03297	MvSv-1253-A1-R1_MC01g00405	0.4961	0.0752	0.1515
MvSl-1064-A1-R4_MC02g03300	MvSv-1253-A1-R1_MC02g01999	0.2575	0.0237	0.0921
MvSl-1064-A1-R4_MC02g03301	MvSv-1253-A1-R1_MC02g01998	0.2919	0.0378	0.1295
MvSl-1064-A1-R4_MC02g03302	MvSv-1253-A1-R1_MC02g01997	0.2603	0.0662	0.2544
MvSl-1064-A1-R4_MC02g03303	MvSv-1253-A1-R1_MC02g01996	2.6865	0.0664	0.0247
MvSl-1064-A1-R4_MC02g03304	MvSv-1253-A1-R1_MC02g01995	0.0857	0.0151	0.1758
MvSl-1064-A1-R4_MC02g03305	MvSv-1253-A1-R1_MC02g01994	0.2636	0.0356	0.135
MvSl-1064-A1-R4_MC02g03306	MvSv-1253-A1-R1_MC02g01993	0.3765	0.0529	0.1404
MvSl-1064-A1-R4_MC02g03307	MvSv-1253-A1-R1_MC02g01992	0.0682	0.01	0.1467
MvSl-1064-A1-R4_MC02g03308	MvSv-1253-A1-R1_MC02g01991	0.128	0.0381	0.2978
MvSl-1064-A1-R4_A1g00403	MvSv-1253-A1-R1_MC12g07741	0.0421	0.0053	0.126
MvSl-1064-A1-R4_MC02g03309	MvSv-1253-A1-R1_MC02g01990	0.3056	0.061	0.1995
MvSl-1064-A1-R4_MC02g03310	MvSv-1253-A1-R1_MC02g01989	0.1535	0.0547	0.3566
MvSl-1064-A1-R4_MC02g03311	MvSv-1253-A1-R1_MC02g01988	0.4248	0.0603	0.142
MvSl-1064-A1-R4_MC02g03312	MvSv-1253-A1-R1_MC02g01987	0.3515	0.0408	0.1161
MvSl-1064-A1-R4_MC02g03313	MvSv-1253-A1-R1_MC02g01986	0.436	0.0544	0.1249
MvSl-1064-A1-R4_MC02g03314	MvSv-1253-A1-R1_MC02g01985	0.2176	0.0235	0.1081
MvSl-1064-A1-R4_MC02g03315	MvSv-1253-A1-R1_MC02g01984	0.1259	0.0249	0.1978
MvSl-1064-A1-R4_MC02g03316	MvSv-1253-A1-R1_MC02g01983	98.9996	0.0263	0.0003
MvSl-1064-A1-R4_MC02g03317	MvSv-1253-A1-R1_MC02g01982	0.342	0.018	0.0527
MvSl-1064-A1-R4_MC02g03318	MvSv-1253-A1-R1_MC02g01981	0.2025	0.0209	0.1032
MvSl-1064-A1-R4_A1g00029	MvSv-1253-A1-R1_MC12g07652	98.9996	0.0291	0.0003
MvSl-1064-A1-R4_A1g00404	MvSv-1253-A1-R1_MC12g07742	0.2811	0.0404	0.1438
MvSl-1064-A1-R4_MC02g03321	MvSv-1253-A1-R1_MC02g01980	0.5554	0.0529	0.0953
MvSl-1064-A1-R4_MC02g03322	MvSv-1253-A1-R1_MC02g01979	0.3024	0.032	0.1058
MvSl-1064-A1-R4_MC02g03323	MvSv-1253-A1-R1_MC02g01978	0.3817	0.0494	0.1293
MvSl-1064-A1-R4_MC02g03324	MvSv-1253-A1-R1_MC02g01977	0.1084	0.0119	0.1094
MvSl-1064-A1-R4_MC02g03325	MvSv-1253-A1-R1_MC02g01976	0.2321	0.0321	0.1382
MvSl-1064-A1-R4_MC02g03326	MvSv-1253-A1-R1_MC02g01975	0.0878	0.0081	0.0926
MvSl-1064-A1-R4_MC02g03328	MvSv-1253-A1-R1_MC02g01974	0.115	0.0132	0.1148
MvSl-1064-A1-R4_MC02g03329	MvSv-1253-A1-R1_MC02g01973	0.2938	0.0272	0.0926
MvSl-1064-A1-R4_MC02g03330	MvSv-1253-A1-R1_MC02g01972	0.0913	0.0106	0.1163
MvSl-1064-A1-R4_MC02g03331	MvSv-1253-A1-R1_MC02g01971	0.2037	0.0258	0.1267
MvSl-1064-A1-R4_A1g00405	MvSv-1253-A1-R1_MC12g07744	0.3058	0.0327	0.1069
MvSl-1064-A1-R4_MC02g03332	MvSv-1253-A1-R1_MC02g01970	0.6565	0.044	0.067
MvSl-1064-A1-R4_MC02g03333	MvSv-1253-A1-R1_MC02g01969	0.5335	0.0489	0.0916
MvSl-1064-A1-R4_MC02g03334	MvSv-1253-A1-R1_MC02g01968	0.4663	0.0341	0.0731
MvSl-1064-A1-R4_MC02g03335	MvSv-1253-A1-R1_MC02g01967	0.1201	0.0095	0.0789
MvSl-1064-A1-R4_MC02g03336	MvSv-1253-A1-R1_MC02g01966	0.3393	0.0295	0.0871
MvSl-1064-A1-R4_MC02g03337	MvSv-1253-A1-R1_MC02g01965	0.5211	0.037	0.071
MvSl-1064-A1-R4_MC02g03338	MvSv-1253-A1-R1_MC02g01964	0.3823	0.0566	0.1481
MvSl-1064-A1-R4_MC02g03343	MvSv-1253-A1-R1_MC12g07774	0.9797	0.0685	0.0699
MvSl-1064-A1-R4_MC02g03357	MvSv-1253-A1-R1_MC02g01961	0.8536	0.0712	0.0834
MvSl-1064-A1-R4_MC02g03379	MvSv-1253-A1-R1_MC02g01893	0.4152	0.0334	0.0806
MvSl-1064-A1-R4_A1g00406	MvSv-1253-A1-R1_MC12g07745	0.3807	0.0519	0.1362
MvSl-1064-A1-R4_MC02g03380	MvSv-1253-A1-R1_MC02g01891	0.2948	0.0223	0.0756
MvSl-1064-A1-R4_MC02g03381	MvSv-1253-A1-R1_MC02g01890	0.3818	0.0313	0.0819
MvSl-1064-A1-R4_MC02g03382	MvSv-1253-A1-R1_MC02g01889	0.3524	0.0315	0.0892
