gene	A1_1	A1_2	A2_1	A2_2
MvSl-1064-A1-R4_MC09-2g09165	562	756	795	663
MvSl-1064-A1-R4_MC09-2g09166	54	60	101	96
MvSl-1064-A1-R4_MC09-2g09167	2448	2017	1966	2280
MvSl-1064-A1-R4_MC09-2g09168	3739	4765	5252	4347
MvSl-1064-A1-R4_MC09-2g09169	2594	3078	3314	3314
MvSl-1064-A1-R4_MC09-2g09170	1332	1412	1678	1508
MvSl-1064-A1-R4_MC09-2g09171	463	655	829	775
MvSl-1064-A1-R4_MC09-2g09172	1693	1648	1764	1725
MvSl-1064-A1-R4_MC09-2g09173	3914	3130	4397	5235
MvSl-1064-A1-R4_MC09-2g09174	457	433	552	592
MvSl-1064-A1-R4_MC09-2g09175	237.37	277.289	448.626	466.529
MvSl-1064-A1-R4_MC09-2g09176	8150	8382	9461	8613
MvSl-1064-A1-R4_MC09-2g09177	12	7	18	29
MvSl-1064-A1-R4_MC09-2g09178	279.652	287.752	446.395	302.524
MvSl-1064-A1-R4_MC09-2g09179	2094	2043	2009	2028
MvSl-1064-A1-R4_MC09-2g09180	580	621	781	762
MvSl-1064-A1-R4_MC09-2g09181	13	12	17	26
MvSl-1064-A1-R4_MC09-2g09182	12	12	12	29
MvSl-1064-A1-R4_MC09-2g09183	1041	1004	1102	1132
MvSl-1064-A1-R4_MC09-2g09184	1553	1671	1818	1603
MvSl-1064-A1-R4_MC09-2g09185	196	270	219	210
MvSl-1064-A1-R4_MC09-2g09186	181	266	223	229
MvSl-1064-A1-R4_MC09-2g09187	1080	1065	1430	1417
MvSl-1064-A1-R4_MC09-2g09188	3776	4528	5296	4720
MvSl-1064-A1-R4_MC09-2g09189	1926	1721	2048	1931
MvSl-1064-A1-R4_MC09-2g09190	626	523	566	751
MvSl-1064-A1-R4_MC09-2g09191	2201	2322	2801	3049
MvSl-1064-A1-R4_MC09-2g09192	789	882	1069	1058
MvSl-1064-A1-R4_MC09-2g09193	2425	2889	3110	2824
MvSl-1064-A1-R4_MC09-2g09194	497.793	556.688	505.602	630.577
MvSl-1064-A1-R4_MC09-2g09195	1043	646	956	1164
MvSl-1064-A1-R4_MC09-2g09196	2164	1881	2083	2293
MvSl-1064-A1-R4_MC09-2g09197	2799	2231	2941	3385
MvSl-1064-A1-R4_MC09-2g09198	2	4	4	2
MvSl-1064-A1-R4_MC09-2g09199	392	526	510	368
MvSl-1064-A1-R4_MC09-2g09200	1808	2549	2183	1751
MvSl-1064-A1-R4_MC09-2g09201	2453	3023	2188	1987
MvSl-1064-A1-R4_MC09-2g09202	664	645	619	610
MvSl-1064-A1-R4_MC09-2g09203	6790	5866	6978	7546
MvSl-1064-A1-R4_MC09-2g09204	1138	1047	1297	1172
MvSl-1064-A1-R4_MC09-2g09205	2781	4829	4541	2856
MvSl-1064-A1-R4_MC09-2g09206	20	8	10	16
MvSl-1064-A1-R4_MC09-2g09207	358	512	436	436
MvSl-1064-A1-R4_MC09-2g09208	210	197	197	205
MvSl-1064-A1-R4_MC09-2g09209	596	646	800	716
MvSl-1064-A1-R4_MC09-2g09210	5634	4793	5298	6435
MvSl-1064-A1-R4_MC09-2g09211	1625	2799	2297	1569
MvSl-1064-A1-R4_MC09-2g09212	709	378	503	595
MvSl-1064-A1-R4_MC09-2g09213	1545	1741	1558	1372
MvSl-1064-A1-R4_MC09-2g09214	2540	2263	2331	1864
MvSl-1064-A1-R4_MC09-2g09215	2811.59	4478.14	1783.84	1343.84
MvSl-1064-A1-R4_MC09-2g09216	2828.47	3951.84	3589.22	3878.1
MvSl-1064-A1-R4_MC09-2g09217	443	960	661	458
MvSl-1064-A1-R4_MC09-2g09218	408	753	596	503
MvSl-1064-A1-R4_MC09-2g09219	1021	1184	1331	1313
MvSl-1064-A1-R4_MC09-2g09220	1623	1745	1772	1765
MvSl-1064-A1-R4_MC09-2g09221	1	2	2	3
MvSl-1064-A1-R4_MC09-2g09222	3208	3272	3515	3751
MvSl-1064-A1-R4_MC09-2g09223	992	1101	1152	1134
MvSl-1064-A1-R4_MC09-2g09224	1451	1541	1741	1523
MvSl-1064-A1-R4_MC09-2g09225	1267	1355	1692	1406
MvSl-1064-A1-R4_MC09-2g09226	589	578	672	594
MvSl-1064-A1-R4_MC09-2g09227	702	896	888	674
MvSl-1064-A1-R4_MC09-2g09228	959	891	996	955
MvSl-1064-A1-R4_MC09-2g09229	1214	1250	1513	1279
MvSl-1064-A1-R4_MC09-2g09230	2997	2421	3532	4271
MvSl-1064-A1-R4_MC09-2g09231	170	225	195	187
MvSl-1064-A1-R4_MC09-2g09232	734	531	262	188
MvSl-1064-A1-R4_MC09-2g09233	3725	3961	4580	4354
MvSl-1064-A1-R4_MC09-2g09234	279	339	412	352
MvSl-1064-A1-R4_MC09-2g09235	1809	2021	2444	2182
MvSl-1064-A1-R4_MC09-2g09236	1423	1574	1617	1535
MvSl-1064-A1-R4_MC09-2g09237	891	866	1198	1167
MvSl-1064-A1-R4_MC09-2g09238	260	202	329	412
MvSl-1064-A1-R4_MC09-2g09239	546	385	564	571
MvSl-1064-A1-R4_MC09-2g09240	414	860	773	372
MvSl-1064-A1-R4_MC09-2g09241	14	12.0128	10	11.0044
MvSl-1064-A1-R4_MC09-2g09242	1296.49	1211.73	1661.36	1896.12
MvSl-1064-A1-R4_MC09-2g09244	83.3393	90.8851	133.641	134.869
MvSl-1064-A1-R4_MC09-2g09245	353.308	413.975	532.428	473.037
MvSl-1064-A1-R4_MC09-2g09246	2632.87	2157.45	2221.29	2909.39
MvSl-1064-A1-R4_MC09-2g09247	279	249	275	309
MvSl-1064-A1-R4_MC09-2g09248	24	22	26	38
MvSl-1064-A1-R4_MC09-2g09249	804.064	1015.67	878.77	756.175
MvSl-1064-A1-R4_MC09-2g09250	432.936	612.327	550.23	394.825
MvSl-1064-A1-R4_MC09-2g09251	1287	1425	1284	1278
MvSl-1064-A1-R4_MC09-2g09252	211	216	377	325
MvSl-1064-A1-R4_MC09-2g09253	1368	1626	1749	1517
MvSl-1064-A1-R4_MC09-2g09254	3212	3134	3456	3608
MvSl-1064-A1-R4_MC09-2g09255	1152	1069	1281	1293
MvSl-1064-A1-R4_MC09-2g09256	466	651	812	650
MvSl-1064-A1-R4_MC09-2g09257	2180	2345	2709	2545
MvSl-1064-A1-R4_MC09-2g09258	970	1152	1331	1356
MvSl-1064-A1-R4_MC09-2g09261	796.08	648.37	677.582	940.492
MvSl-1064-A1-R4_MC09-2g09262	0	0	0	0
MvSl-1064-A1-R4_MC09-2g09263	592	494	511	725
MvSl-1064-A1-R4_MC09-2g09264	0	1	0	1
MvSl-1064-A1-R4_MC09-2g09266	0	0	0	0
MvSl-1064-A1-R4_MC09-2g09267	0	0	0	0
MvSl-1064-A1-R4_MC09-2g09268	1402	959	1674	1980
MvSl-1064-A1-R4_MC09-2g09269	37	44	45	57
MvSl-1064-A1-R4_MC09-2g09270	3670	3260	3869	4109
MvSl-1064-A1-R4_MC09-2g09271	1346	1213	1682	1692
MvSl-1064-A1-R4_MC09-2g09272	2659	2529	3289	3592
MvSl-1064-A1-R4_MC09-2g09273	949	1049	954	1074
MvSl-1064-A1-R4_MC09-2g09274	3094	2679	3225	4060
MvSl-1064-A1-R4_MC09-2g09275	940	555	928	1264
MvSl-1064-A1-R4_MC09-2g09276	606	447	584	758
MvSl-1064-A1-R4_MC09-2g09277	1344	1407	1504	1577
MvSl-1064-A1-R4_MC09-2g09278	621	784	717	738
MvSl-1064-A1-R4_MC09-2g09279	1815	1958	1945	2095
MvSl-1064-A1-R4_MC09-2g09280	1261	1670	1434	1197
MvSl-1064-A1-R4_MC09-2g09281	2	2	1	4
MvSl-1064-A1-R4_MC09-2g09282	1	2	4	3
MvSl-1064-A1-R4_MC09-2g09283	2460	1607	2460	3327
MvSl-1064-A1-R4_MC09-2g09284	1050	1272	1557	1276
MvSl-1064-A1-R4_MC09-2g09285	140	148	171	212
MvSl-1064-A1-R4_MC09-2g09286	9558	8609	8912	9343
MvSl-1064-A1-R4_MC09-2g09287	7568	11723	12975	8417
MvSl-1064-A1-R4_MC09-2g09288	1811	1966	1920	1870
MvSl-1064-A1-R4_MC09-2g09289	1378	837	1397	1862
MvSl-1064-A1-R4_MC09-2g09290	3654	4447	6961	4886
MvSl-1064-A1-R4_MC09-2g09291	536	528	655	640
MvSl-1064-A1-R4_MC09-2g09292	217	156	249	270
MvSl-1064-A1-R4_MC09-2g09293	1315	971	1208	1500
MvSl-1064-A1-R4_MC09-2g09294	1419	1800	2203	1829
MvSl-1064-A1-R4_MC09-2g09295	1	4	2	5
MvSl-1064-A1-R4_MC09-2g09296	1219	1343	1411	1407
MvSl-1064-A1-R4_MC09-2g09297	481	660	741	654
MvSl-1064-A1-R4_MC09-2g09298	4268	4320	5068	5828
MvSl-1064-A1-R4_MC09-2g09299	134	117	153	140
MvSl-1064-A1-R4_MC09-2g09300	587	838.449	864.412	705.558
MvSl-1064-A1-R4_MC09-2g09301	1061	1247	1275	1202
MvSl-1064-A1-R4_MC09-2g09302	1179	1895	1306	1036
MvSl-1064-A1-R4_MC09-2g09303	7180	8314	7548	8291
MvSl-1064-A1-R4_MC09-2g09304	7435	8010	9262	8547
MvSl-1064-A1-R4_MC09-2g09305	1592	1516	1214	1222
MvSl-1064-A1-R4_MC09-2g09306	3	6	4	3
MvSl-1064-A1-R4_MC09-2g09307	4672	3538	3801	4855
MvSl-1064-A1-R4_MC09-2g09308	2030	1829	2506	2313
MvSl-1064-A1-R4_MC09-2g09309	13516	13107	12780	12858
MvSl-1064-A1-R4_MC09-2g09310	724	846	818	774
MvSl-1064-A1-R4_MC09-2g09311	2443	2088	2332	2583
MvSl-1064-A1-R4_MC09-2g09312	4	9	4	7
MvSl-1064-A1-R4_MC09-2g09313	1883	1839	2346	2160
MvSl-1064-A1-R4_MC09-2g09314	2405	1875	2207	2818
MvSl-1064-A1-R4_MC09-2g09315	2226	2666	2606	2609
MvSl-1064-A1-R4_MC09-2g09316	918	979	1061	822
MvSl-1064-A1-R4_MC09-2g09317	1007	1081	1323	1281
MvSl-1064-A1-R4_MC09-2g09318	3120	2564	3102	3703
MvSl-1064-A1-R4_MC09-2g09319	2410.68	2100.57	2202.29	2555.8
MvSl-1064-A1-R4_MC09-2g09320	411.782	353.613	371.55	424.516
MvSl-1064-A1-R4_MC09-2g09321	1937	2065	2355	2297
MvSl-1064-A1-R4_MC09-2g09322	0	0	0	0
MvSl-1064-A1-R4_MC09-2g09323	1805	2214	2301	2034
MvSl-1064-A1-R4_MC09-2g09324	3143	3123	4055	3800
MvSl-1064-A1-R4_MC09-2g09325	5	8	6	12
MvSl-1064-A1-R4_MC09-2g09326	742.251	1105.55	1063.64	940.58
MvSl-1064-A1-R4_MC09-2g09327	700	1154	1179	951
MvSl-1064-A1-R4_MC09-2g09328	11	9	17	45
MvSl-1064-A1-R4_MC09-2g09329	3	2	4	11
MvSl-1064-A1-R4_MC09-2g09330	186	149	180	214
MvSl-1064-A1-R4_MC09-2g09331	143	135	137	157
MvSl-1064-A1-R4_MC09-2g09332	9.82237	16.0719	10.2378	10.5291
MvSl-1064-A1-R4_MC09-2g09333	2294	1940	2535	2063
MvSl-1064-A1-R4_MC09-2g09334	2050	2764	2997	2308
MvSl-1064-A1-R4_MC09-2g09335	3189	3623	3334	3171
MvSl-1064-A1-R4_MC09-2g09336	5636	7468	7060	6228
MvSl-1064-A1-R4_MC09-2g09337	2143	2558	2822	2719
MvSl-1064-A1-R4_MC09-2g09338	151	173	169	182
MvSl-1064-A1-R4_MC09-2g09339	977	928	1010	1178
MvSl-1064-A1-R4_MC09-2g09340	3653	4765	3044	2873
MvSl-1064-A1-R4_MC09-2g09341	993	1334	1192	974
MvSl-1064-A1-R4_MC09-2g09342	4928	4936	6088	4892
MvSl-1064-A1-R4_MC09-2g09343	225	312	325	243
MvSl-1064-A1-R4_MC09-2g09344	1621	1396	2406	1880
MvSl-1064-A1-R4_MC09-2g09345	9	8	18	41
MvSl-1064-A1-R4_MC09-2g09346	611	526	612	661
MvSl-1064-A1-R4_MC09-2g09347	868	992	1116	983
MvSl-1064-A1-R4_MC09-2g09348	2022	2190	2425	2378
MvSl-1064-A1-R4_MC09-2g09349	2090	1828	2295	2266
MvSl-1064-A1-R4_MC09-2g09350	1646	1697	1849	1967
MvSl-1064-A1-R4_MC09-2g09351	737	1103	1042	725
MvSl-1064-A1-R4_MC09-2g09352	953	1140	1027	1083
MvSl-1064-A1-R4_MC09-2g09353	1057	976	1529	1617
MvSl-1064-A1-R4_MC09-2g09354	649	758	840	780
MvSl-1064-A1-R4_MC09-2g09355	1481	1903	1812	1559
MvSl-1064-A1-R4_MC09-2g09356	6144	6171	7544	6905
MvSl-1064-A1-R4_MC09-2g09357	232	489	338	278
MvSl-1064-A1-R4_MC09-2g09358	731	854	715	704
MvSl-1064-A1-R4_MC09-2g09359	1443	1505	1766	1649
MvSl-1064-A1-R4_MC09-2g09360	2	3	3	2
MvSl-1064-A1-R4_MC09-2g09361	32	44	39	72
MvSl-1064-A1-R4_MC09-2g09362	167	185	192	192
MvSl-1064-A1-R4_MC09-2g09363	366	319	343	416
MvSl-1064-A1-R4_MC09-2g09364	3036	2217	2461	2578
MvSl-1064-A1-R4_MC09-2g09365	2920	2955	3691	3797
MvSl-1064-A1-R4_MC09-2g09366	8889	7329	8033	9686
MvSl-1064-A1-R4_MC09-2g09367	1187	879	1147	1421
MvSl-1064-A1-R4_MC09-2g09368	770	724	774	849
MvSl-1064-A1-R4_MC09-2g09369	734	896	1005	734
MvSl-1064-A1-R4_MC09-2g09370	1591	1638	1868	1781
MvSl-1064-A1-R4_MC09-2g09371	1041	969	1328	1436
MvSl-1064-A1-R4_MC09-2g09372	0	0	4	1
MvSl-1064-A1-R4_MC09-2g09373	17	21	20	24
MvSl-1064-A1-R4_MC09-2g09374	547	709	732	677
MvSl-1064-A1-R4_MC09-2g09375	954	872	1092	969
MvSl-1064-A1-R4_MC09-2g09376	1384	1240	1823	2013
MvSl-1064-A1-R4_MC09-2g09377	3609	3511	4135	4290
MvSl-1064-A1-R4_MC09-2g09378	716	826	902	1015
MvSl-1064-A1-R4_MC09-2g09379	7	3	4	15
MvSl-1064-A1-R4_MC09-2g09380	375	310	683	1217
MvSl-1064-A1-R4_MC09-2g09381	215	339	305	296
MvSl-1064-A1-R4_MC09-2g09382	467	341	526	643
MvSl-1064-A1-R4_MC09-2g09383	704	878	949	743
MvSl-1064-A1-R4_MC09-2g09384	1722.66	1587.72	1821.34	1765.32
MvSl-1064-A1-R4_MC09-2g09385	1339	1435	1511	1561
MvSl-1064-A1-R4_MC09-2g09386	262	348	507	347
MvSl-1064-A1-R4_MC09-2g09387	1754	1613	1835	1877
MvSl-1064-A1-R4_MC09-2g09388	2613	3268	3185	3005
MvSl-1064-A1-R4_MC09-2g09389	2193	4477	3557	1996
MvSl-1064-A1-R4_MC09-2g09390	1268	1739	1546	1056
MvSl-1064-A1-R4_MC09-2g09391	1420	3092	2855	1711
MvSl-1064-A1-R4_MC09-2g09392	2169	2675	2993	2553
MvSl-1064-A1-R4_MC09-2g09393	17288	29592	51751	35793
MvSl-1064-A1-R4_MC09-2g09394	91	73	102	172
MvSl-1064-A1-R4_MC09-2g09395	375	474	537	540
MvSl-1064-A1-R4_MC09-2g09396	3649	3249	3954	4236
MvSl-1064-A1-R4_MC09-2g09397	3219	3505	3656	3202
MvSl-1064-A1-R4_MC09-2g09398	1577	1938	2021	1846
MvSl-1064-A1-R4_MC09-2g09399	7119	9373	11845	10396
MvSl-1064-A1-R4_MC09-2g09400	128	284	211	190
MvSl-1064-A1-R4_MC09-2g09401	26.7419	40.5796	57.5882	42.4207
MvSl-1064-A1-R4_MC09-2g09402	1479	1356	1787	2008
MvSl-1064-A1-R4_MC09-2g09403	3095	4355	4857	3584
MvSl-1064-A1-R4_MC09-2g09404	1524	1691	1924	1552
MvSl-1064-A1-R4_MC09-2g09405	135	163	292	268
MvSl-1064-A1-R4_MC09-2g09406	242	2133	3131	349
MvSl-1064-A1-R4_MC09-2g09407	1161	1351	2640	1669
MvSl-1064-A1-R4_MC09-2g09408	331	446	596	495
MvSl-1064-A1-R4_MC09-2g09409	1621	1772	2419	2192
MvSl-1064-A1-R4_MC09-2g09410	1831	1722	2210	2241
MvSl-1064-A1-R4_MC09-2g09411	1680	1776	2237	1801
MvSl-1064-A1-R4_MC09-2g09412	1200	1235	1735	1635
MvSl-1064-A1-R4_MC09-2g09413	1565	1892	1979	1691
MvSl-1064-A1-R4_MC09-2g09414	644	1029	778	663
MvSl-1064-A1-R4_MC09-2g09415	305	364	361	384
MvSl-1064-A1-R4_MC09-2g09416	645	615	652	691
MvSl-1064-A1-R4_MC09-2g09417	1838	1600	1995	2449
MvSl-1064-A1-R4_MC09-2g09418	1171	889	1010	1550
MvSl-1064-A1-R4_MC09-2g09419	403	282	339	316
MvSl-1064-A1-R4_MC09-2g09420	450	970	1020	512
MvSl-1064-A1-R4_MC09-2g09421	1008	1000	1239	1291
MvSl-1064-A1-R4_MC09-2g09422	243	257	301	280
MvSl-1064-A1-R4_MC09-2g09423	5463	6432	6803	5595
MvSl-1064-A1-R4_MC09-2g09424	3270	2587	3511	3564
MvSl-1064-A1-R4_MC09-2g09425	31	27.0076	49	72
MvSl-1064-A1-R4_MC09-2g09426	1631	1457	2176	2163
MvSl-1064-A1-R4_MC09-2g09427	1295	1518	1564	1537
MvSl-1064-A1-R4_MC09-2g09428	628	697	763	786
MvSl-1064-A1-R4_MC09-2g09429	1398	1495	1614	1648
MvSl-1064-A1-R4_MC09-2g09430	120	110	152	143
MvSl-1064-A1-R4_MC09-2g09431	5412	4141	4286	5180
MvSl-1064-A1-R4_MC09-2g09432	2244	2981	3837	2719
MvSl-1064-A1-R4_MC09-2g09433	6545	5410	5998	7788
MvSl-1064-A1-R4_MC09-2g09434	4605.23	3895.38	4154.84	4978.52
MvSl-1064-A1-R4_MC09-2g09435	856	840	1101	1019
MvSl-1064-A1-R4_MC09-2g09436	262	285	326	335
MvSl-1064-A1-R4_MC09-2g09437	220	235	292	335
MvSl-1064-A1-R4_MC09-2g09438	235	185	247	352
MvSl-1064-A1-R4_MC09-2g09439	3091	2922	2529	2583
MvSl-1064-A1-R4_MC09-2g09440	2645	2336	3114	2979
MvSl-1064-A1-R4_MC09-2g09441	1438	1723	1713	1659
MvSl-1064-A1-R4_MC09-2g09442	441	482	473	383
MvSl-1064-A1-R4_MC09-2g09443	632.363	1000.02	790.45	593.252
MvSl-1064-A1-R4_MC09-2g09444	1801	2046	2126	2150
MvSl-1064-A1-R4_MC09-2g09445	100	110	118	92
MvSl-1064-A1-R4_MC09-2g09446	1890	2360	2676	2334
MvSl-1064-A1-R4_MC09-2g09447	787	946	1053	921
MvSl-1064-A1-R4_MC09-2g09448	721	610	938	872
MvSl-1064-A1-R4_MC09-2g09449	819	911	1080	923
MvSl-1064-A1-R4_MC09-2g09450	1492	1405	1662	1348
MvSl-1064-A1-R4_MC09-2g09451	12	12	12	14.0075
MvSl-1064-A1-R4_MC09-2g09452	1	0	0	1
MvSl-1064-A1-R4_MC09-2g09453	0	1	0	0
MvSl-1064-A1-R4_MC09-2g09454	2025	2385	2535	2135
MvSl-1064-A1-R4_MC09-2g09455	31	18	18	34
MvSl-1064-A1-R4_MC09-2g09456	645	705	641	649
MvSl-1064-A1-R4_MC09-2g09457	649	667	614	601
MvSl-1064-A1-R4_MC09-2g09458	504	700	454	479
MvSl-1064-A1-R4_MC09-2g09459	4094	5570	5533	4302
MvSl-1064-A1-R4_MC09-2g09460	797	1197	1239	900
MvSl-1064-A1-R4_MC09-2g09461	724	965	986	850
MvSl-1064-A1-R4_MC09-2g09462	411	407	527	475
MvSl-1064-A1-R4_MC09-2g09463	1049	1320	1116	975
MvSl-1064-A1-R4_MC09-2g09464	352	469	352	352
MvSl-1064-A1-R4_MC09-2g09465	873	1072	1063	940
MvSl-1064-A1-R4_MC09-2g09466	154.558	113.253	162.397	241.81
MvSl-1064-A1-R4_MC09-2g09467	35	26	36	52
MvSl-1064-A1-R4_MC09-2g09468	701	658	870	986
MvSl-1064-A1-R4_MC09-2g09469	1263	1280	1410	1457
MvSl-1064-A1-R4_MC09-2g09470	508	507.016	592.021	543
MvSl-1064-A1-R4_MC09-2g09471	1329	1526	1299	1186
MvSl-1064-A1-R4_MC09-2g09472	2381	2328	1986	2043
MvSl-1064-A1-R4_MC09-2g09473	644	497	587	807
MvSl-1064-A1-R4_MC09-2g09474	4054	4223	5071	5133
MvSl-1064-A1-R4_MC09-2g09475	0	0	0	0
MvSl-1064-A1-R4_MC09-2g09476	14	43	20	20
MvSl-1064-A1-R4_MC09-2g09477	26	34	33	44
MvSl-1064-A1-R4_MC09-2g09478	142.935	98.3102	139.462	235.776
MvSl-1064-A1-R4_MC09-2g09479	21813.4	9371.52	16545.8	30897.1
MvSl-1064-A1-R4_MC09-2g09480	147	99	215	390
MvSl-1064-A1-R4_MC09-2g09481	17	14	21.0188	50.0379
MvSl-1064-A1-R4_MC09-2g09482	5321.64	2782.48	4005.22	5894.86
MvSl-1064-A1-R4_MC09-2g09483	2078	2026	2364	2081
MvSl-1064-A1-R4_MC09-2g09484	2841	3038	3121	3076
MvSl-1064-A1-R4_MC09-2g09485	669	800	970	672
MvSl-1064-A1-R4_MC09-2g09486	207	249	306	278
MvSl-1064-A1-R4_MC09-2g09487	361	310	394	409
MvSl-1064-A1-R4_MC09-2g09488	625	771.723	861.466	459.885
MvSl-1064-A1-R4_MC09-2g09489	447	598	405.986	244.435
MvSl-1064-A1-R4_MC09-2g09490	102.632	142.085	177.785	159.987
MvSl-1064-A1-R4_MC09-2g09491	67.3681	92.9149	173.215	96.0131
MvSl-1064-A1-R4_MC09-2g09492	248	296	298	315
MvSl-1064-A1-R4_MC09-2g09493	1636	2059	2229	1825
MvSl-1064-A1-R4_MC09-2g09494	274	237	303	390
MvSl-1064-A1-R4_MC09-2g09495	99	81	58	102
MvSl-1064-A1-R4_MC09-2g09496	851	978	952	983
MvSl-1064-A1-R4_MC09-2g09497	5929	5011	5590	6336
MvSl-1064-A1-R4_MC09-2g09498	2510.7	2679.78	2498.81	2150.84
MvSl-1064-A1-R4_MC09-2g09499	1	0	5	2
MvSl-1064-A1-R4_MC09-2g09500	251	170	182	377
MvSl-1064-A1-R4_MC09-2g09501	6081	4801	6078	7820
MvSl-1064-A1-R4_MC09-2g09502	2492	2433	2670	2942
MvSl-1064-A1-R4_MC09-2g09503	1011	977	1271.03	1232
MvSl-1064-A1-R4_MC09-2g09504	8	7	16	23
MvSl-1064-A1-R4_MC09-2g09505	33	31	52	52
MvSl-1064-A1-R4_MC09-2g09506	127	141	267	370
MvSl-1064-A1-R4_MC09-2g09507	64	51	125	172
MvSl-1064-A1-R4_MC09-2g09508	1622	3000	2639	1723
MvSl-1064-A1-R4_MC09-2g09509	2276	2557	2925	2595
MvSl-1064-A1-R4_MC09-2g09510	1694	1896	1989	1880
MvSl-1064-A1-R4_MC09-2g09511	382	394	392	392
MvSl-1064-A1-R4_MC09-2g09512	9066	8637	12129	10913
MvSl-1064-A1-R4_MC09-2g09513	2855	3206	2992	3296
MvSl-1064-A1-R4_MC09-2g09514	1809	2774	1895	1612
MvSl-1064-A1-R4_MC09-2g09515	1253	1277	1338	1600
MvSl-1064-A1-R4_MC09-2g09516	383	528	549	467
MvSl-1064-A1-R4_MC09-2g09517	1568	2125	1693	1551
MvSl-1064-A1-R4_MC09-2g09518	1001	1053	1252	1313
MvSl-1064-A1-R4_MC09-2g09519	1724	1892	2459	2268
MvSl-1064-A1-R4_MC09-2g09520	553.059	705.718	642.661	635.43
MvSl-1064-A1-R4_MC09-2g09521	4953	16585	12190	5306
MvSl-1064-A1-R4_MC09-2g09522	1067	4097	3232	1113
MvSl-1064-A1-R4_MC09-2g09523	38	57.9506	88	84
MvSl-1064-A1-R4_MC09-2g09524	2945	2562	4786	4907
MvSl-1064-A1-R4_MC09-2g09525	1551	1732	1888	1705
MvSl-1064-A1-R4_MC09-2g09526	32	15	22	20
MvSl-1064-A1-R4_MC09-2g09527	1331	1232	2060	2585
MvSl-1064-A1-R4_MC09-2g09528	659	862	939	897
MvSl-1064-A1-R4_MC09-2g09529	723	954	905	852
MvSl-1064-A1-R4_MC09-2g09530	2519	1907	2491	2773
MvSl-1064-A1-R4_MC09-2g09531	11001.1	7974.12	16702.8	22456.2
MvSl-1064-A1-R4_MC09-2g09532	430	389	457	452
MvSl-1064-A1-R4_MC09-2g09533	659	741	946	999
MvSl-1064-A1-R4_MC09-2g09534	1273	1465	1555	1403
MvSl-1064-A1-R4_MC09-2g09535	20	35	28	28
MvSl-1064-A1-R4_MC09-2g09536	16.956	12.3282	0	11.5383
MvSl-1064-A1-R4_MC09-2g09537	43.1989	53.9352	72.7179	56.344
MvSl-1064-A1-R4_MC09-2g09538	101.354	102.553	113.564	162.967
MvSl-1064-A1-R4_MC09-2g09539	437.544	487.891	531.086	497.841
MvSl-1064-A1-R4_MC09-2g09540	2979.02	3831.17	4141.92	3673.78
MvSl-1064-A1-R4_MC09-2g09541	1402.9	1198.52	3947.16	5002.1
MvSl-1064-A1-R4_MC09-2g09542	1197.54	959.772	1092.14	1472.54
MvSl-1064-A1-R4_MC09-2g09543	169.437	172.129	207.943	222.934
MvSl-1064-A1-R4_MC09-2g09545	559.686	502.816	1171.52	1380.08
MvSl-1064-A1-R4_MC09-2g09546	163	143	198	163
MvSl-1064-A1-R4_MC09-2g09547	870	913	1196	1099
MvSl-1064-A1-R4_MC09-2g09548	58	54	49	45
MvSl-1064-A1-R4_MC09-2g09549	337	282	488	593
MvSl-1064-A1-R4_MC09-2g09550	508	370	418	494
MvSl-1064-A1-R4_MC09-2g09551	1150	1384	1440	1263
MvSl-1064-A1-R4_MC09-2g09552	626	483	680	574
MvSl-1064-A1-R4_MC09-2g09553	2102	2281	2505	2302
MvSl-1064-A1-R4_MC09-2g09554	245	346	446	376
MvSl-1064-A1-R4_MC09-2g09555	171	170	202	209
MvSl-1064-A1-R4_MC09-2g09556	1084	1098	993	973
MvSl-1064-A1-R4_MC09-2g09557	3252	3597	3991	3615
MvSl-1064-A1-R4_MC09-2g09558	1588	1728	2045	1799
MvSl-1064-A1-R4_MC09-2g09559	907	1064	1366	1062
MvSl-1064-A1-R4_MC09-2g09560	2603	3571	3465	2697
MvSl-1064-A1-R4_MC09-2g09561	859	671	957	1278
MvSl-1064-A1-R4_MC09-2g09562	3253	3419	3193	3046
MvSl-1064-A1-R4_MC09-2g09563	151	214	222	193
MvSl-1064-A1-R4_MC09-2g09564	2000	2294	2592	2371
MvSl-1064-A1-R4_MC09-2g09565	508.207	462.642	501.999	933.203
MvSl-1064-A1-R4_MC09-2g09566	1.34431	7.65844	43.3711	50.1601
MvSl-1064-A1-R4_MC09-2g09567	285.305	322.268	322.434	356.375
MvSl-1064-A1-R4_MC09-2g09568	0	0	0	0
MvSl-1064-A1-R4_MC09-2g09569	462.331	577.67	691.775	686.163
MvSl-1064-A1-R4_MC09-2g09570	2.23667	7.60731	2.31479	3.12575
MvSl-1064-A1-R4_MC09-2g09571	0	0	0	0
MvSl-1064-A1-R4_MC09-2g09573	7.5059	3.80633	0	4.92731
MvSl-1064-A1-R4_MC10-1g09586	1.00754	1.01265	0	0
MvSl-1064-A1-R4_MC10-1g09587	789.945	737.068	803.655	910.203
MvSl-1064-A1-R4_MC10-1g09588	785.978	669.825	866.607	902.655
MvSl-1064-A1-R4_MC10-1g09589	0	0	0	0
MvSl-1064-A1-R4_MC10-1g09590	447.598	449.638	650.904	575.267
MvSl-1064-A1-R4_MC10-1g09591	561.749	620.381	707.976	598.76
