a2	a2s1	a2s2	a1	a1s1	a1s2
MvSl-1064-A2-R4_A2g01135	3357	3200	MvSl-1064-A1-R4_A1g01384	5329	5776
MvSl-1064-A2-R4_A2g01151	2235	2809	MvSl-1064-A1-R4_A1g01431	2317	1895
MvSl-1064-A2-R4_A2g01152	891	783	MvSl-1064-A1-R4_A1g01432	394	257
MvSl-1064-A2-R4_A2g01153	307	364	MvSl-1064-A1-R4_A1g00997	2139	2401
MvSl-1064-A2-R4_A2g01154	704	530	MvSl-1064-A1-R4_A1g00998	364	470
MvSl-1064-A2-R4_A2g01182	2125.04	2062.02	MvSl-1064-A1-R4_A1g00956	530	703
MvSl-1064-A2-R4_A2g01186	897	752	MvSl-1064-A1-R4_A1g00957	546	597
MvSl-1064-A2-R4_A2g01187	2152	1903	MvSl-1064-A1-R4_A1g00958	2426	2791
MvSl-1064-A2-R4_A2g01188	1158	1014	MvSl-1064-A1-R4_A1g00959	246	251
MvSl-1064-A2-R4_A2g01189	4106	5605	MvSl-1064-A1-R4_A1g00960	4726	3822
MvSl-1064-A2-R4_A2g01196	104.37	242.447	MvSl-1064-A1-R4_A1g01045	13.9027	23.6178
MvSl-1064-A2-R4_A2g01198	1544	1467	MvSl-1064-A1-R4_A1g00968	1504.89	1256.12
MvSl-1064-A2-R4_A2g01227	1868	1519	MvSl-1064-A1-R4_A1g00184	1293	1366
MvSl-1064-A2-R4_A2g01242	1753	1702	MvSl-1064-A1-R4_A1g00126	1925	2174
MvSl-1064-A2-R4_A2g01247	119.19	145.58	MvSl-1064-A1-R4_A1g00316	212.787	168.293
MvSl-1064-A2-R4_A2g01249	605	650	MvSl-1064-A1-R4_A1g00515	767	958
MvSl-1064-A2-R4_A2g01252	5173	6755	MvSl-1064-A1-R4_A1g00514	6467	4724
MvSl-1064-A2-R4_A2g01256	1852	1592	MvSl-1064-A1-R4_A1g00307	1913	2289
MvSl-1064-A2-R4_A2g01265	2371	2237	MvSl-1064-A1-R4_A1g00503	1424	1821
MvSl-1064-A2-R4_A2g01266	269	255	MvSl-1064-A1-R4_A1g00504	220	252
MvSl-1064-A2-R4_A2g01267	1246	1989	MvSl-1064-A1-R4_A1g00505	1974	1191
MvSl-1064-A2-R4_A2g01268	695	633	MvSl-1064-A1-R4_A1g00506	594	578
MvSl-1064-A2-R4_A2g01269	1186	1398	MvSl-1064-A1-R4_A1g00507	1302.31	953.605
MvSl-1064-A2-R4_A2g01271	15881.9	20842.5	MvSl-1064-A1-R4_A1g00508	10609	4368
MvSl-1064-A2-R4_A2g01274	1254	1157	MvSl-1064-A1-R4_A1g00510	1040	1064
MvSl-1064-A2-R4_A2g01275	2388	2290	MvSl-1064-A1-R4_A1g00511	2182	2194
MvSl-1064-A2-R4_A2g01276	769	724	MvSl-1064-A1-R4_A1g00512	636	634
MvSl-1064-A2-R4_A2g01277	1169	1111	MvSl-1064-A1-R4_A1g00513	993	1069
MvSl-1064-A2-R4_A2g01279	5983	5936	MvSl-1064-A1-R4_A1g01017	5621	6829
MvSl-1064-A2-R4_A2g01286	114	135	MvSl-1064-A1-R4_A1g00969	58	66
MvSl-1064-A2-R4_A2g01287	3106	3154	MvSl-1064-A1-R4_A1g00970	1294	1691
MvSl-1064-A2-R4_A2g01288	998	774	MvSl-1064-A1-R4_A1g00971	892	1370
MvSl-1064-A2-R4_A2g01289	727	713	MvSl-1064-A1-R4_A1g00972	1770	2498
MvSl-1064-A2-R4_A2g01305	4284	4055	MvSl-1064-A1-R4_A1g01184	2384	2815
MvSl-1064-A2-R4_A2g01310	98.3081	151.553	MvSl-1064-A1-R4_A1g00804	27.3297	18.394
MvSl-1064-A2-R4_A2g01311	31.4904	32.1138	MvSl-1064-A1-R4_A1g00252	122.474	158.719
MvSl-1064-A2-R4_A2g01312	460.894	576.431	MvSl-1064-A1-R4_A1g00253	451.021	474.075
MvSl-1064-A2-R4_A2g01321	1681	1402	MvSl-1064-A1-R4_A1g00732	1584	2016
MvSl-1064-A2-R4_A2g01322	2096	2067	MvSl-1064-A1-R4_A1g01407	2354	2358
MvSl-1064-A2-R4_A2g01323	37275	38798	MvSl-1064-A1-R4_A1g01406	51919	67337
MvSl-1064-A2-R4_A2g01387	44494	29728	MvSl-1064-A1-R4_A1g01219	54983	66131
MvSl-1064-A2-R4_A2g01388	7967	7445	MvSl-1064-A1-R4_A1g01220	598	646
MvSl-1064-A2-R4_A2g01392	762	792	MvSl-1064-A1-R4_A1g01174	1809	2258
MvSl-1064-A2-R4_A2g01393	3670	3968	MvSl-1064-A1-R4_A1g01173	2864	2759
MvSl-1064-A2-R4_A2g01394	4779	3491	MvSl-1064-A1-R4_A1g01271	4058	6191
MvSl-1064-A2-R4_A2g01395	16443	11306	MvSl-1064-A1-R4_A1g01272	9041	13174
MvSl-1064-A2-R4_A2g01411	940.613	783.902	MvSl-1064-A1-R4_A1g00130	1097.39	1439.21
MvSl-1064-A2-R4_A2g01419	11898	15140	MvSl-1064-A1-R4_A1g01261	45415	54603
MvSl-1064-A2-R4_A2g01431	4091	5247	MvSl-1064-A1-R4_A1g00153	4945	4613
MvSl-1064-A2-R4_A2g01432	408	383	MvSl-1064-A1-R4_A1g00154	739	847
MvSl-1064-A2-R4_A2g01433	2050.7	1934.78	MvSl-1064-A1-R4_A1g00155	1124.04	1469.68
MvSl-1064-A2-R4_A2g01447	2701	3088	MvSl-1064-A1-R4_A1g00175	2587	3136
MvSl-1064-A2-R4_A2g01455	1540.08	1954.48	MvSl-1064-A1-R4_A1g00283	96.4561	48.9981
MvSl-1064-A2-R4_A2g01477	677	718	MvSl-1064-A1-R4_A1g00886	359	375
MvSl-1064-A2-R4_A2g01497	2273.19	1776.77	MvSl-1064-A1-R4_A1g01302	64	37
MvSl-1064-A2-R4_A2g01504	5975	5405	MvSl-1064-A1-R4_A1g00516	8484	11344
MvSl-1064-A2-R4_A2g01505	11010	14200.6	MvSl-1064-A1-R4_A1g00517	8202	6961
MvSl-1064-A2-R4_A2g01506	1693	1441	MvSl-1064-A1-R4_A1g00518	1469	1955
MvSl-1064-A2-R4_A2g01511	2640	2916	MvSl-1064-A1-R4_A1g00519	3006	3081
MvSl-1064-A2-R4_A2g01512	1014	902	MvSl-1064-A1-R4_A1g00520	880	1055
MvSl-1064-A2-R4_A2g01513	1481	1070	MvSl-1064-A1-R4_A1g00521	1020	1718
MvSl-1064-A2-R4_A2g01519	4360	2862	MvSl-1064-A1-R4_A1g01227	2808	4881
MvSl-1064-A2-R4_A2g01520	236	250	MvSl-1064-A1-R4_A1g01228	180	211
MvSl-1064-A2-R4_A2g01534	3198	2703	MvSl-1064-A1-R4_A1g00646	6063	8626
MvSl-1064-A2-R4_A2g01535	1523	1479	MvSl-1064-A1-R4_A1g00645	1144	1483
MvSl-1064-A2-R4_A2g01543	323.907	249.118	MvSl-1064-A1-R4_A1g00653	89	125
MvSl-1064-A2-R4_A2g01544	308.879	235.153	MvSl-1064-A1-R4_A1g01331	35.5687	33.1938
MvSl-1064-A2-R4_A2g01554	1.03996	0	MvSl-1064-A1-R4_A1g01175	18.2945	26.7444
MvSl-1064-A2-R4_A2g01555	3460	3765	MvSl-1064-A1-R4_A1g01347	1509	1426
MvSl-1064-A2-R4_A2g01556	3989	3718	MvSl-1064-A1-R4_A1g01348	2993	3050
MvSl-1064-A2-R4_A2g01557	1393	1284	MvSl-1064-A1-R4_A1g01350	1229	1355
MvSl-1064-A2-R4_A2g01558	26878	23405	MvSl-1064-A1-R4_A1g01351	22726	23288
MvSl-1064-A2-R4_A2g01563	52.6614	79.5723	MvSl-1064-A1-R4_A1g01127	39.4131	22.5178
MvSl-1064-A2-R4_A2g01564	816	796	MvSl-1064-A1-R4_A1g01164	1193.44	1205.73
MvSl-1064-A2-R4_A2g01565	3	1	MvSl-1064-A1-R4_A1g00150	20.9328	20.124
MvSl-1064-A2-R4_A2g01566	240	240	MvSl-1064-A1-R4_A1g00977	349.421	245.211
MvSl-1064-A2-R4_A2g01572	1432.79	1502.28	MvSl-1064-A1-R4_A1g00913	2380	2157
MvSl-1064-A2-R4_A2g01577	736	906	MvSl-1064-A1-R4_A1g00920	1499	1254
MvSl-1064-A2-R4_A2g01578	3851	4026	MvSl-1064-A1-R4_A1g00921	2893	3340
MvSl-1064-A2-R4_A2g01579	411	431	MvSl-1064-A1-R4_A1g00923	192	138
MvSl-1064-A2-R4_A2g01580	2218	2265	MvSl-1064-A1-R4_A1g00922	1571	1697
MvSl-1064-A2-R4_A2g01608	998	785	MvSl-1064-A1-R4_A1g00912	776	1016
MvSl-1064-A2-R4_A2g01609	2234	1684	MvSl-1064-A1-R4_A1g00911	1683	2307
MvSl-1064-A2-R4_A2g01610	893	776	MvSl-1064-A1-R4_A1g00794	685	754
MvSl-1064-A2-R4_A2g01638	331	217	MvSl-1064-A1-R4_A1g00328	115	182
MvSl-1064-A2-R4_A2g01640	54.5121	108.747	MvSl-1064-A1-R4_A1g01413	85.6294	64.0344
MvSl-1064-A2-R4_A2g01642	1765.88	2017.31	MvSl-1064-A1-R4_A1g00448	5859	8028
MvSl-1064-A2-R4_A2g01653	2992.27	2614.37	MvSl-1064-A1-R4_A1g00478	2553.24	2773.82
MvSl-1064-A2-R4_A2g01656	8	13	MvSl-1064-A1-R4_A1g01151	1.0374	0
MvSl-1064-A2-R4_A2g01664	713	660	MvSl-1064-A1-R4_A1g00532	667	698
MvSl-1064-A2-R4_A2g01687	38.7741	40.7819	MvSl-1064-A1-R4_A1g00929	1.57623	8.36722
MvSl-1064-A2-R4_A2g01692	532.723	511.174	MvSl-1064-A1-R4_A1g00118	277.664	306.344
MvSl-1064-A2-R4_A2g01693	2450	2607	MvSl-1064-A1-R4_A1g00530	2193	2237
MvSl-1064-A2-R4_A2g01694	159	209	MvSl-1064-A1-R4_A1g00529	225	193
MvSl-1064-A2-R4_A2g01700	164.157	150.055	MvSl-1064-A1-R4_A1g00528	102	141
MvSl-1064-A2-R4_A2g01706	0	12.6747	MvSl-1064-A1-R4_A1g00820	0	0
MvSl-1064-A2-R4_A2g01715	1035	1030	MvSl-1064-A1-R4_A1g00495	3895	3648
MvSl-1064-A2-R4_A2g01736	2683	2394	MvSl-1064-A1-R4_A1g00840	1756	1915
MvSl-1064-A2-R4_A2g01747	3889	3872	MvSl-1064-A1-R4_A1g00832	3149	3159
MvSl-1064-A2-R4_A2g01753	2786	2711	MvSl-1064-A1-R4_A1g01440	2434	2217
MvSl-1064-A2-R4_A2g01754	1626	1598	MvSl-1064-A1-R4_A1g01441	1444	1442
MvSl-1064-A2-R4_A2g01755	3	7	MvSl-1064-A1-R4_A1g01442	2	4
MvSl-1064-A2-R4_A2g01756	11.9536	17.3488	MvSl-1064-A1-R4_A1g01443	10.6766	9.84339
MvSl-1064-A2-R4_A2g01757	53989	51806	MvSl-1064-A1-R4_A1g01444	40527	47862
MvSl-1064-A2-R4_A2g01758	3703	4053	MvSl-1064-A1-R4_A1g01445	3572	3011
MvSl-1064-A2-R4_A2g01759	866	986	MvSl-1064-A1-R4_A1g01446	696	591
MvSl-1064-A2-R4_A2g01760	1367	1747	MvSl-1064-A1-R4_A1g01447	1223	1239
MvSl-1064-A2-R4_A2g01761	77.5924	105.846	MvSl-1064-A1-R4_A1g01448	87.8259	68.082
MvSl-1064-A2-R4_A2g01763	520	746	MvSl-1064-A1-R4_A1g01450	532	468
MvSl-1064-A2-R4_A2g01764	973	853	MvSl-1064-A1-R4_A1g01451	708	891
MvSl-1064-A2-R4_A2g01765	0	0	MvSl-1064-A1-R4_A1g01452	0	0
MvSl-1064-A2-R4_A2g01766	6689	5943	MvSl-1064-A1-R4_A1g01453	3660	4216
MvSl-1064-A2-R4_A2g01767	88	158	MvSl-1064-A1-R4_A1g01454	135	105
MvSl-1064-A2-R4_A2g01768	94	232	MvSl-1064-A1-R4_A1g01455	194	147
MvSl-1064-A2-R4_A2g01769	100	188	MvSl-1064-A1-R4_A1g01456	179	140
MvSl-1064-A2-R4_A2g01770	165	233	MvSl-1064-A1-R4_A1g01457	218	181
MvSl-1064-A2-R4_A2g01771	2120	2095	MvSl-1064-A1-R4_A1g01458	1950	2024
MvSl-1064-A2-R4_A2g01772	0	2	MvSl-1064-A1-R4_A1g01459	0	1
MvSl-1064-A2-R4_A2g01773	2971	2644	MvSl-1064-A1-R4_A1g01460	2085	2461
MvSl-1064-A2-R4_A2g01774	1654	1706	MvSl-1064-A1-R4_A1g01461	1378	1569
MvSl-1064-A2-R4_A2g01775	3763	3245	MvSl-1064-A1-R4_A1g01462	3475	3852
MvSl-1064-A2-R4_A2g01776	1	2	MvSl-1064-A1-R4_A1g01463	3	0
MvSl-1064-A2-R4_A2g01777	2	1	MvSl-1064-A1-R4_A1g01464	2	0
MvSl-1064-A2-R4_A2g01778	121	188	MvSl-1064-A1-R4_A1g01465	240	153
MvSl-1064-A2-R4_A2g01779	2034	2234	MvSl-1064-A1-R4_A1g01466	2004	1507
MvSl-1064-A2-R4_A2g01780	1168	1128	MvSl-1064-A1-R4_A1g01467	1023	885
MvSl-1064-A2-R4_A2g01781	1158	1247	MvSl-1064-A1-R4_A1g01468	959	835
MvSl-1064-A2-R4_A2g01782	22	22	MvSl-1064-A1-R4_A1g01469	20	18
MvSl-1064-A2-R4_A2g01783	1209	871	MvSl-1064-A1-R4_A1g01470	806	1282
MvSl-1064-A2-R4_A2g01784	2282	2224	MvSl-1064-A1-R4_A1g01471	1906	2061
MvSl-1064-A2-R4_A2g01785	1255	1118	MvSl-1064-A1-R4_A1g01472	961	1230
MvSl-1064-A2-R4_A2g01786	5981	4735	MvSl-1064-A1-R4_A1g01473	3584	5360
MvSl-1064-A2-R4_A2g01787	35	53	MvSl-1064-A1-R4_A1g01474	30	38
MvSl-1064-A2-R4_A2g01788	27	35	MvSl-1064-A1-R4_A1g01475	14	12
MvSl-1064-A2-R4_A2g01789	463	538	MvSl-1064-A1-R4_A1g01476	410	369
MvSl-1064-A2-R4_A2g01790	3057	2666	MvSl-1064-A1-R4_A1g01477	2554	2763
MvSl-1064-A2-R4_A2g01791	20	27	MvSl-1064-A1-R4_A1g01478	37	26
MvSl-1064-A2-R4_A2g01792	397	336	MvSl-1064-A1-R4_A1g01479	476	452
MvSl-1064-A2-R4_A2g01793	53	33	MvSl-1064-A1-R4_A1g01480	54	34
MvSl-1064-A2-R4_A2g01794	66	82	MvSl-1064-A1-R4_A1g01481	63	67
MvSl-1064-A2-R4_A2g01795	14.1584	16.3198	MvSl-1064-A1-R4_A1g01482	22.52	16.6592
MvSl-1064-A2-R4_A2g01796	1	0	MvSl-1064-A1-R4_A1g01483	4.18954	0
MvSl-1064-A2-R4_A2g01797	36	41	MvSl-1064-A1-R4_A1g01484	69	75
MvSl-1064-A2-R4_A2g01798	2489	2226	MvSl-1064-A1-R4_A1g01485	2010	2723
MvSl-1064-A2-R4_A2g01799	1506	1908	MvSl-1064-A1-R4_A1g01486	1346	1098
MvSl-1064-A2-R4_A2g01800	13417	10307	MvSl-1064-A1-R4_A1g01487	11840	18433
MvSl-1064-A2-R4_A2g01801	19613.7	19597.1	MvSl-1064-A1-R4_A1g01488	11623.3	12317.7
MvSl-1064-A2-R4_A2g01802	1625	1381	MvSl-1064-A1-R4_A1g01489	1101	1432
MvSl-1064-A2-R4_A2g01803	0	0	MvSl-1064-A1-R4_A1g01490	0	0
MvSl-1064-A2-R4_A2g01804	1	0	MvSl-1064-A1-R4_A1g01491	1	0
MvSl-1064-A2-R4_A2g01805	0	0	MvSl-1064-A1-R4_A1g01492	0	0
MvSl-1064-A2-R4_A2g01806	1	7	MvSl-1064-A1-R4_A1g01493	3.07089	4.13829
MvSl-1064-A2-R4_A2g01807	1495.45	1958.76	MvSl-1064-A1-R4_A1g01494	1515.91	1334.02
MvSl-1064-A2-R4_A2g01808	790.504	1176.35	MvSl-1064-A1-R4_A1g01495	819.152	668.573
MvSl-1064-A2-R4_A2g01809	101	142	MvSl-1064-A1-R4_A1g01496	87	53
MvSl-1064-A2-R4_A2g01810	953	919	MvSl-1064-A1-R4_A1g01497	692	712
MvSl-1064-A2-R4_A2g01811	774	668	MvSl-1064-A1-R4_A1g01498	583	616
MvSl-1064-A2-R4_A2g01812	0	0	MvSl-1064-A1-R4_A1g01499	1.00357	3.00702
MvSl-1064-A2-R4_A2g01813	4941	5355	MvSl-1064-A1-R4_A1g01500	4878	4513
MvSl-1064-A2-R4_A2g01814	1807	1590	MvSl-1064-A1-R4_A1g01501	1298	1628
MvSl-1064-A2-R4_A2g01815	2549	3107	MvSl-1064-A1-R4_A1g01502	2943	2393
MvSl-1064-A2-R4_A2g01816	175.69	95.7299	MvSl-1064-A1-R4_A1g01503	151.165	158.601
MvSl-1064-A2-R4_A2g01817	15.6522	13.0412	MvSl-1064-A1-R4_A1g01504	27.7159	18.6935
MvSl-1064-A2-R4_A2g01818	207.943	217.824	MvSl-1064-A1-R4_A1g01505	185.713	171.43
MvSl-1064-A2-R4_A2g01819	4	2	MvSl-1064-A1-R4_A1g01506	1	1
MvSl-1064-A2-R4_A2g01820	3	0	MvSl-1064-A1-R4_A1g01507	0	3
MvSl-1064-A2-R4_A2g01821	3859	3865	MvSl-1064-A1-R4_A1g01508	4089	4874
MvSl-1064-A2-R4_A2g01822	1354	1437	MvSl-1064-A1-R4_A1g01509	1615	1026
MvSl-1064-A2-R4_A2g01823	16.336	11.9208	MvSl-1064-A1-R4_A1g01510	22.277	18.6744
MvSl-1064-A2-R4_A2g01824	9.70508	28.9346	MvSl-1064-A1-R4_A1g01511	14.5752	7.94169
MvSl-1064-A2-R4_A2g01825	42.1344	72.9095	MvSl-1064-A1-R4_A1g01512	38.0521	15.1771
MvSl-1064-A2-R4_A2g01827	351.427	725.899	MvSl-1064-A1-R4_A1g00003	968.523	745.11
MvSl-1064-A2-R4_A2g01828	1634.5	1725.63	MvSl-1064-A1-R4_A1g01515	532.506	419.408
MvSl-1064-A2-R4_A2g01829	18.1284	12.6112	MvSl-1064-A1-R4_A1g01516	8.9095	19.0759
MvSl-1064-A2-R4_C22g01840	0	0	MvSl-1064-A1-R4_C24g01527	1.83134	3.31526
MvSl-1064-A2-R4_C22g01841	0	18.1715	MvSl-1064-A1-R4_C24g01526	25.594	9.03259
MvSl-1064-A2-R4_C22g01842	0	0	MvSl-1064-A1-R4_C24g01525	2.48919	0
MvSl-1064-A2-R4_C22g01844	0	0	MvSl-1064-A1-R4_C24g01523	0	3.20663
MvSl-1064-A2-R4_C22g01845	2.83224	0	MvSl-1064-A1-R4_MC14g12006	0	0.931209
MvSl-1064-A2-R4_C22g01846	0	0	MvSl-1064-A1-R4_MC14g12005	2.98028	0
MvSl-1064-A2-R4_C22g01847	2.20573	3.22086	MvSl-1064-A1-R4_MC14g12004	2.84653	1.04693
MvSl-1064-A2-R4_C22g01848	0	0	MvSl-1064-A1-R4_MC14g12003	1.65904	0
MvSl-1064-A2-R4_C22g01849	3.48727	2.12131	MvSl-1064-A1-R4_MC14g12002	0	1.14081
MvSl-1064-A2-R4_C22g01850	0	0	MvSl-1064-A1-R4_MC14g12001	3.13403	0
MvSl-1064-A2-R4_C22g01851	0	2.29722	MvSl-1064-A1-R4_MC14g12000	0	0
MvSl-1064-A2-R4_C22g01852	0	0.471213	MvSl-1064-A1-R4_MC14g11999	0	0
MvSl-1064-A2-R4_C22g01853	0	0	MvSl-1064-A1-R4_MC14g11998	0	3.57448
MvSl-1064-A2-R4_C22g01854	0	0	MvSl-1064-A1-R4_MC14g11997	0	0
MvSl-1064-A2-R4_C22g01856	0	0	MvSl-1064-A1-R4_MC14g11995	0	1.11014
MvSl-1064-A2-R4_C25g01885	121.083	208.435	MvSl-1064-A1-R4_MC06g07032	109.622	84.8151
MvSl-1064-A2-R4_C25g01886	26.5979	28.7357	MvSl-1064-A1-R4_MC06g07033	218.117	155.961
MvSl-1064-A2-R4_C28g01906	0	0	MvSl-1064-A1-R4_MC09-2g09582	0	0
MvSl-1064-A2-R4_C28g01908	31.0311	38.5833	MvSl-1064-A1-R4_MC09-2g09580	66.0722	46.2952
MvSl-1064-A2-R4_C28g01909	0	0	MvSl-1064-A1-R4_MC09-2g09579	0	0
MvSl-1064-A2-R4_C28g01910	2.27034	9.06839	MvSl-1064-A1-R4_MC09-2g09578	0	8.48085
MvSl-1064-A2-R4_C28g01911	17.8028	13.6513	MvSl-1064-A1-R4_MC09-2g09577	11.2661	11.6954
MvSl-1064-A2-R4_C30g01930	323.488	378.383	MvSl-1064-A1-R4_MC12g11286	911.474	940.149
MvSl-1064-A2-R4_C30g01931	0	0	MvSl-1064-A1-R4_MC12g11287	0	0
MvSl-1064-A2-R4_C30g01932	7.82202	6.3612	MvSl-1064-A1-R4_MC12g11288	7.98257	4.95456
MvSl-1064-A2-R4_MC01g01978	55.808	76.194	MvSl-1064-A1-R4_MC01-1g01697	45.8131	49.9184
MvSl-1064-A2-R4_MC01g01979	58	93	MvSl-1064-A1-R4_MC01-1g01698	54	45
MvSl-1064-A2-R4_MC01g01980	305.455	339.776	MvSl-1064-A1-R4_MC01-1g01699	281.519	219.695
MvSl-1064-A2-R4_MC01g01981	2	12	MvSl-1064-A1-R4_MC01-1g01700	3	4
MvSl-1064-A2-R4_MC01g01982	4500	4670	MvSl-1064-A1-R4_MC01-1g01701	3637	3428
MvSl-1064-A2-R4_MC01g01983	105	167	MvSl-1064-A1-R4_MC01-1g01702	91	85.7411
MvSl-1064-A2-R4_MC01g01984	719.982	752.024	MvSl-1064-A1-R4_MC01-1g01703	611.936	683.934
MvSl-1064-A2-R4_MC01g01985	42.6	76.0952	MvSl-1064-A1-R4_MC01-1g01704	60.1946	34.9277
MvSl-1064-A2-R4_MC01g01986	401.287	409.936	MvSl-1064-A1-R4_MC01-1g01705	391.507	424.115
MvSl-1064-A2-R4_MC01g01987	0	0	MvSl-1064-A1-R4_MC01-1g01706	0	1.28516
MvSl-1064-A2-R4_MC01g01988	672.652	420.422	MvSl-1064-A1-R4_MC01-1g01707	255.349	800.682
MvSl-1064-A2-R4_MC01g01989	3466	2942	MvSl-1064-A1-R4_MC01-1g01708	3063	4245
MvSl-1064-A2-R4_MC01g01990	1244	1066	MvSl-1064-A1-R4_MC01-1g01709	941	1216
MvSl-1064-A2-R4_MC01g01991	454	315	MvSl-1064-A1-R4_MC01-1g01710	143	282
MvSl-1064-A2-R4_MC01g01992	3125	3443	MvSl-1064-A1-R4_MC01-1g01711	3031	2539
MvSl-1064-A2-R4_MC01g01993	2771	2659	MvSl-1064-A1-R4_MC01-1g01712	2752	2886
MvSl-1064-A2-R4_MC01g01994	306	363	MvSl-1064-A1-R4_MC01-1g01713	295	261
MvSl-1064-A2-R4_MC01g01995	0	0	MvSl-1064-A1-R4_MC01-1g01714	1	1
MvSl-1064-A2-R4_MC01g01996	10	8.16381	MvSl-1064-A1-R4_MC01-1g01715	0	0
MvSl-1064-A2-R4_MC01g01997	290.294	384.332	MvSl-1064-A1-R4_MC01-1g01716	334.02	295.542
MvSl-1064-A2-R4_MC01g01998	915.177	1084.5	MvSl-1064-A1-R4_MC01-1g01717	956.439	838.122
MvSl-1064-A2-R4_MC01g01999	558.033	627.91	MvSl-1064-A1-R4_MC01-1g01718	563.751	543.218
MvSl-1064-A2-R4_MC01g02000	55.1379	68.5446	MvSl-1064-A1-R4_MC01-1g01719	44.6265	42.4411
MvSl-1064-A2-R4_MC01g02001	2409.63	2667.72	MvSl-1064-A1-R4_MC01-1g01720	1942.5	1895.92
MvSl-1064-A2-R4_MC01g02002	1.33982	3.24875	MvSl-1064-A1-R4_MC01-1g01721	3.73164	1.23336
MvSl-1064-A2-R4_MC01g02003	44.0128	55.0315	MvSl-1064-A1-R4_MC01-1g01722	21.1931	22
MvSl-1064-A2-R4_MC01g02004	198.589	252.994	MvSl-1064-A1-R4_MC01-1g01723	174.658	155.324
MvSl-1064-A2-R4_MC01g02005	64.7427	80.5732	MvSl-1064-A1-R4_MC01-1g01724	74.6185	45.7919
MvSl-1064-A2-R4_MC01g02006	1097	945	MvSl-1064-A1-R4_MC01-1g01725	888	939
MvSl-1064-A2-R4_MC01g02007	2388	2320	MvSl-1064-A1-R4_MC01-1g01726	2057	2044
MvSl-1064-A2-R4_MC01g02008	517.92	527.133	MvSl-1064-A1-R4_MC01-1g01727	465.88	403.348
MvSl-1064-A2-R4_MC01g02009	3525.47	3025	MvSl-1064-A1-R4_MC01-1g01728	2541	3347
MvSl-1064-A2-R4_MC01g02010	424	600	MvSl-1064-A1-R4_MC01-1g01729	479	317
MvSl-1064-A2-R4_MC01g02011	556	587	MvSl-1064-A1-R4_MC01-1g01730	521	535
MvSl-1064-A2-R4_MC01g02012	31290	34017	MvSl-1064-A1-R4_MC01-1g01731	29353	25721
MvSl-1064-A2-R4_MC01g02013	4	8	MvSl-1064-A1-R4_MC01-1g01732	6	8
MvSl-1064-A2-R4_MC01g02014	1	1	MvSl-1064-A1-R4_MC01-1g01733	0	1
MvSl-1064-A2-R4_MC01g02015	341	396	MvSl-1064-A1-R4_MC01-1g01734	274	338
MvSl-1064-A2-R4_MC01g02016	83	62	MvSl-1064-A1-R4_MC01-1g01735	129	88
MvSl-1064-A2-R4_MC01g02017	6	3	MvSl-1064-A1-R4_MC01-1g01736	3	4
MvSl-1064-A2-R4_MC01g02018	28.8026	14.2844	MvSl-1064-A1-R4_MC01-1g01737	27.0866	27.452
MvSl-1064-A2-R4_MC01g02019	32.0312	22.0194	MvSl-1064-A1-R4_MC01-1g01738	32.4321	20
MvSl-1064-A2-R4_MC01g02020	377	445	MvSl-1064-A1-R4_MC01-1g01739	261	264
MvSl-1064-A2-R4_MC01g02021	309	336	MvSl-1064-A1-R4_MC01-1g01740	141	162
MvSl-1064-A2-R4_MC01g02022	1504.97	1650.65	MvSl-1064-A1-R4_MC01-1g01741	1371.53	1297.62
MvSl-1064-A2-R4_MC01g02023	3040.97	3086.66	MvSl-1064-A1-R4_MC01-1g01742	2341.76	2468.52
MvSl-1064-A2-R4_MC01g02024	1813	1486	MvSl-1064-A1-R4_MC01-1g01743	1274	1435
MvSl-1064-A2-R4_MC01g02025	5140	4935	MvSl-1064-A1-R4_MC01-1g01744	4244	4071
MvSl-1064-A2-R4_MC01g02026	45	36	MvSl-1064-A1-R4_MC01-1g01745	29	36
MvSl-1064-A2-R4_MC01g02027	344.563	431.335	MvSl-1064-A1-R4_MC01-1g01746	412.785	268.879
MvSl-1064-A2-R4_MC01g02028	0	1	MvSl-1064-A1-R4_MC01-1g01747	0	0
MvSl-1064-A2-R4_MC01g02029	735	655	MvSl-1064-A1-R4_MC01-1g01748	527	591
MvSl-1064-A2-R4_MC01g02030	61.0339	134.737	MvSl-1064-A1-R4_MC01-1g01749	113.27	54.0799
MvSl-1064-A2-R4_MC01g02031	487.043	666.156	MvSl-1064-A1-R4_MC01-1g01750	547.973	362.971
MvSl-1064-A2-R4_MC01g02032	3973	4574	MvSl-1064-A1-R4_MC01-1g01751	4114	3977
MvSl-1064-A2-R4_MC01g02033	183	163	MvSl-1064-A1-R4_MC01-1g01752	141	255
MvSl-1064-A2-R4_MC01g02034	546	534	MvSl-1064-A1-R4_MC01-1g01753	377	495
MvSl-1064-A2-R4_MC01g02035	755	714	MvSl-1064-A1-R4_MC01-1g01754	573	663
MvSl-1064-A2-R4_MC01g02036	1876	1876	MvSl-1064-A1-R4_MC01-1g01755	1633	1939
MvSl-1064-A2-R4_MC01g02037	896.408	733.848	MvSl-1064-A1-R4_MC01-1g01756	664.984	1049.87
MvSl-1064-A2-R4_MC01g02038	25.9202	31.3623	MvSl-1064-A1-R4_MC01-1g01757	26.6986	23.7718
MvSl-1064-A2-R4_MC01g02039	306.526	330.738	MvSl-1064-A1-R4_MC01-1g01758	220.878	213.008
