gida2	gidmvsd	dnds	dn	ds
MvSl-1064-A2-R4_MC05g06393	MvSdioicae-1303-FR02-T-N202-PbcR_C022g10937	0.8145	0.0064	0.0079
MvSl-1064-A2-R4_MC02g04033	MvSdioicae-1303-FR02-T-N202-PbcR_C003g02884	0.4489	0.0046	0.0102
MvSl-1064-A2-R4_MC03g05371	MvSdioicae-1303-FR02-T-N202-PbcR_C001g01272	0.9321	0.0177	0.019
MvSl-1064-A2-R4_MC05g06822	MvSdioicae-1303-FR02-T-N202-PbcR_C007g05420	1.1238	0.008	0.0071
MvSl-1064-A2-R4_A2g01668	MvSdioicae-1303-FR02-T-N202-PbcR_C013g08336	0.2852	0.0062	0.0217
MvSl-1064-A2-R4_MC08-2g09053	MvSdioicae-1303-FR02-T-N202-PbcR_C029g12229	0.001	0	0.009
MvSl-1064-A2-R4_MC05g06600	MvSdioicae-1303-FR02-T-N202-PbcR_C007g05667	4.9624	0.0158	0.0032
MvSl-1064-A2-R4_MC11g10867	MvSdioicae-1303-FR02-T-N202-PbcR_C005g04052	0.001	0	0
MvSl-1064-A2-R4_MC13g11563	MvSdioicae-1303-FR02-T-N202-PbcR_C012g08224	0.9756	0.0051	0.0052
MvSl-1064-A2-R4_MC06-2g07644	MvSdioicae-1303-FR02-T-N202-PbcR_C002g02004	0.5022	0.1235	0.246
MvSl-1064-A2-R4_MC05g06660	MvSdioicae-1303-FR02-T-N202-PbcR_C007g05596	28.2242	0	0
MvSl-1064-A2-R4_MC05g06821	MvSdioicae-1303-FR02-T-N202-PbcR_C007g05421	0.2774	0.0053	0.0191
MvSl-1064-A2-R4_MC06-2g07394	MvSdioicae-1303-FR02-T-N202-PbcR_C021g10755	98.9996	0.0121	0.0001
MvSl-1064-A2-R4_MC02g04339	MvSdioicae-1303-FR02-T-N202-PbcR_C003g03175	1.0385	0.0107	0.0103
MvSl-1064-A2-R4_MC09g09743	MvSdioicae-1303-FR02-T-N202-PbcR_C004g03740	0.3722	0.0154	0.0413
MvSl-1064-A2-R4_A2g00577	MvSdioicae-1303-FR02-T-N202-PbcR_C006g05109	0.3856	0.0141	0.0366
MvSl-1064-A2-R4_MC11g10809	MvSdioicae-1303-FR02-T-N202-PbcR_C005g04104	0.3973	0.0039	0.0098
MvSl-1064-A2-R4_MC12g11496	MvSdioicae-1303-FR02-T-N202-PbcR_C017g09677	0.6607	0.1329	0.2012
MvSl-1064-A2-R4_MC01g02398	MvSdioicae-1303-FR02-T-N202-PbcR_C001g00461	98.9996	0.0067	0.0001
MvSl-1064-A2-R4_MC04-1g05547	MvSdioicae-1303-FR02-T-N202-PbcR_C028g12019	0.001	0	0.0132
MvSl-1064-A2-R4_MC06-2g07683	MvSdioicae-1303-FR02-T-N202-PbcR_C028g12173	98.9996	0.0098	0.0001
MvSl-1064-A2-R4_MC12g11120	MvSdioicae-1303-FR02-T-N202-PbcR_C008g05836	0.1771	0.0066	0.0371
MvSl-1064-A2-R4_MC01g02867	MvSdioicae-1303-FR02-T-N202-PbcR_C001g00921	0.4157	0.004	0.0097
MvSl-1064-A2-R4_MC01g02400	MvSdioicae-1303-FR02-T-N202-PbcR_C001g00463	0.001	0	0.0094
MvSl-1064-A2-R4_MC05g06481	MvSdioicae-1303-FR02-T-N202-PbcR_C022g11020	0.4431	0	0
MvSl-1064-A2-R4_MC01g02088	MvSdioicae-1303-FR02-T-N202-PbcR_C001g00102	0.5148	0.0181	0.0351
MvSl-1064-A2-R4_MC14g12106	MvSdioicae-1303-FR02-T-N202-PbcR_C011g07490	1.5051	0.0085	0.0056
MvSl-1064-A2-R4_MC06-2g07621	MvSdioicae-1303-FR02-T-N202-PbcR_C019g10401	1.0919	0.0027	0.0025
MvSl-1064-A2-R4_MC01g02573	MvSdioicae-1303-FR02-T-N202-PbcR_C001g00631	1.1789	0.0055	0.0047
MvSl-1064-A2-R4_MC06-1g07269	MvSdioicae-1303-FR02-T-N202-PbcR_C021g10873	98.9996	0.0042	0
MvSl-1064-A2-R4_MC11g10851	MvSdioicae-1303-FR02-T-N202-PbcR_C005g04071	0.8918	0.0078	0.0088
MvSl-1064-A2-R4_MC03g05476	MvSdioicae-1303-FR02-T-N202-PbcR_C002g02285	1.2202	0.0088	0.0072
MvSl-1064-A2-R4_MC02g03644	MvSdioicae-1303-FR02-T-N202-PbcR_C003g02467	98.9996	0.0134	0.0001
MvSl-1064-A2-R4_MC10g09865	MvSdioicae-1303-FR02-T-N202-PbcR_C004g03202	0.6629	0.0507	0.0764
MvSl-1064-A2-R4_MC17g12482	MvSdioicae-1303-FR02-T-N202-PbcR_C030g12443	98.9996	0.0084	0.0001
MvSl-1064-A2-R4_MC04-1g06083	MvSdioicae-1303-FR02-T-N202-PbcR_C009g06821	0.8494	0.0083	0.0098
MvSl-1064-A2-R4_MC04-2g06282	MvSdioicae-1303-FR02-T-N202-PbcR_C018g10103	98.9996	0.0057	0.0001
MvSl-1064-A2-R4_MC04-1g06060	MvSdioicae-1303-FR02-T-N202-PbcR_C009g06798	1.1231	0.0491	0.0438
MvSl-1064-A2-R4_MC11g10683	MvSdioicae-1303-FR02-T-N202-PbcR_C005g04227	0.3364	0.0056	0.0165
MvSl-1064-A2-R4_A2g01735	MvSdioicae-1303-FR02-T-N202-PbcR_C015g09144	2.1077	0.023	0.0109
MvSl-1064-A2-R4_MC03g04716	MvSdioicae-1303-FR02-T-N202-PbcR_C002g01482	0.4106	0.0127	0.0309
MvSl-1064-A2-R4_MC10g09911	MvSdioicae-1303-FR02-T-N202-PbcR_C016g09421	0.4009	0.0082	0.0205
MvSl-1064-A2-R4_MC12g11291	MvSdioicae-1303-FR02-T-N202-PbcR_C008g06007	1.0626	0.0092	0.0086
MvSl-1064-A2-R4_MC06-2g07776	MvSdioicae-1303-FR02-T-N202-PbcR_C028g12053	98.9996	0.0123	0.0001
MvSl-1064-A2-R4_MC07g08291	MvSdioicae-1303-FR02-T-N202-PbcR_C011g07463	0.7908	0.0039	0.0049
MvSl-1064-A2-R4_MC04-2g06376	MvSdioicae-1303-FR02-T-N202-PbcR_C018g10193	0.532	0.0104	0.0195
MvSl-1064-A2-R4_MC02g04415	MvSdioicae-1303-FR02-T-N202-PbcR_C025g11548	0.3278	0.006	0.0183
MvSl-1064-A2-R4_MC06-2g07514	MvSdioicae-1303-FR02-T-N202-PbcR_C019g10287	0.8767	0.0119	0.0136
MvSl-1064-A2-R4_MC02g04160	MvSdioicae-1303-FR02-T-N202-PbcR_C003g02997	98.9996	0.0107	0.0001
MvSl-1064-A2-R4_MC03g05515	MvSdioicae-1303-FR02-T-N202-PbcR_C032g12614	0.1692	0.0022	0.0129
MvSl-1064-A2-R4_MC06-2g07767	MvSdioicae-1303-FR02-T-N202-PbcR_C028g12063	0.3187	0.005	0.0158
MvSl-1064-A2-R4_MC02g04310	MvSdioicae-1303-FR02-T-N202-PbcR_C003g03145	0.6435	0.0136	0.0211
MvSl-1064-A2-R4_MC01g03098	MvSdioicae-1303-FR02-T-N202-PbcR_C001g01286	1.067	0.0286	0.0268
MvSl-1064-A2-R4_MC15g12321	MvSdioicae-1303-FR02-T-N202-PbcR_C011g07737	3.6023	0.0283	0.0078
MvSl-1064-A2-R4_MC02g03924	MvSdioicae-1303-FR02-T-N202-PbcR_C003g02778	0.3851	0	0
MvSl-1064-A2-R4_MC01g02567	MvSdioicae-1303-FR02-T-N202-PbcR_C001g00626	5.023	0.0094	0.0019
MvSl-1064-A2-R4_MC06-2g07752	MvSdioicae-1303-FR02-T-N202-PbcR_C028g12078	1.054	0.0052	0.0049
MvSl-1064-A2-R4_MC05g06863	MvSdioicae-1303-FR02-T-N202-PbcR_C007g05381	0.001	0	0
MvSl-1064-A2-R4_A2g00560	MvSdioicae-1303-FR02-T-N202-PbcR_C026g11801	0.5522	0.0393	0.0711
MvSl-1064-A2-R4_MC07g07978	MvSdioicae-1303-FR02-T-N202-PbcR_C014g08854	1.3953	0.0555	0.0398
MvSl-1064-A2-R4_MC01g03364	MvSdioicae-1303-FR02-T-N202-PbcR_C023g11193	0.4315	0.001	0.0022
MvSl-1064-A2-R4_MC08-1g08764	MvSdioicae-1303-FR02-T-N202-PbcR_C010g07103	0.345	0.0112	0.0324
MvSl-1064-A2-R4_MC13g11841	MvSdioicae-1303-FR02-T-N202-PbcR_C012g07955	0.4848	0.0027	0.0055
MvSl-1064-A2-R4_MC12g11364	MvSdioicae-1303-FR02-T-N202-PbcR_C008g06083	0.001	0	0.0077
MvSl-1064-A2-R4_MC12g11396	MvSdioicae-1303-FR02-T-N202-PbcR_C008g06117	3.0742	0.0904	0.0294
MvSl-1064-A2-R4_MC04-1g05856	MvSdioicae-1303-FR02-T-N202-PbcR_C009g06594	1.1999	0.0108	0.009
MvSl-1064-A2-R4_MC06-2g07413	MvSdioicae-1303-FR02-T-N202-PbcR_C022g11081	0.5616	0.1331	0.2371
MvSl-1064-A2-R4_MC05g06586	MvSdioicae-1303-FR02-T-N202-PbcR_C007g05690	0.8549	0.0491	0.0574
MvSl-1064-A2-R4_MC05g07023	MvSdioicae-1303-FR02-T-N202-PbcR_C007g05223	0.4552	0	0
MvSl-1064-A2-R4_MC03g05223	MvSdioicae-1303-FR02-T-N202-PbcR_C006g04620	1.3021	0.027	0.0208
MvSl-1064-A2-R4_MC02g04060	MvSdioicae-1303-FR02-T-N202-PbcR_C003g02912	0.5775	0.0051	0.0088
MvSl-1064-A2-R4_MC01g03417	MvSdioicae-1303-FR02-T-N202-PbcR_C023g11142	0.2167	0.0013	0.0059
MvSl-1064-A2-R4_MC11g10824	MvSdioicae-1303-FR02-T-N202-PbcR_C005g04094	0.4801	0	0
MvSl-1064-A2-R4_MC07g08183	MvSdioicae-1303-FR02-T-N202-PbcR_C027g11901	1.2032	0.0211	0.0176
MvSl-1064-A2-R4_MC13g11802	MvSdioicae-1303-FR02-T-N202-PbcR_C012g07989	0.5786	0.0142	0.0246
MvSl-1064-A2-R4_MC10g10069	MvSdioicae-1303-FR02-T-N202-PbcR_C016g09574	0.3723	0.0024	0.0064
MvSl-1064-A2-R4_MC02g04400	MvSdioicae-1303-FR02-T-N202-PbcR_C025g11563	0.2377	0.0018	0.0077
MvSl-1064-A2-R4_MC03g05389	MvSdioicae-1303-FR02-T-N202-PbcR_C002g02204	3.0493	0.0061	0.002
MvSl-1064-A2-R4_MC01g02675	MvSdioicae-1303-FR02-T-N202-PbcR_C001g00725	0.001	0	0
MvSl-1064-A2-R4_MC08-2g09042	MvSdioicae-1303-FR02-T-N202-PbcR_C029g12218	98.9996	0.0041	0
MvSl-1064-A2-R4_MC13g11617	MvSdioicae-1303-FR02-T-N202-PbcR_C012g08201	1.0011	0.0069	0.0069
MvSl-1064-A2-R4_MC12g11082	MvSdioicae-1303-FR02-T-N202-PbcR_C008g05796	0.001	0	0.0092
MvSl-1064-A2-R4_MC03g05202	MvSdioicae-1303-FR02-T-N202-PbcR_C002g02011	0.351	0.0035	0.0099
MvSl-1064-A2-R4_MC12g11081	MvSdioicae-1303-FR02-T-N202-PbcR_C008g05795	0.3532	0.0043	0.0121
MvSl-1064-A2-R4_MC08-1g08596	MvSdioicae-1303-FR02-T-N202-PbcR_C010g06926	98.9996	0.0062	0.0001
MvSl-1064-A2-R4_MC08-1g08949	MvSdioicae-1303-FR02-T-N202-PbcR_C010g07302	0.5035	0.0083	0.0164
MvSl-1064-A2-R4_MC02g04343	MvSdioicae-1303-FR02-T-N202-PbcR_C003g03179	3.0022	0.0101	0.0034
MvSl-1064-A2-R4_MC04-1g05797	MvSdioicae-1303-FR02-T-N202-PbcR_C009g06536	0.5108	0.009	0.0176
MvSl-1064-A2-R4_MC01g03376	MvSdioicae-1303-FR02-T-N202-PbcR_C023g11184	0.8761	0.008	0.0091
MvSl-1064-A2-R4_MC07g07963	MvSdioicae-1303-FR02-T-N202-PbcR_C014g08841	1.6821	0.0178	0.0106
MvSl-1064-A2-R4_MC07g08045	MvSdioicae-1303-FR02-T-N202-PbcR_C014g08924	0.001	0	0.0105
MvSl-1064-A2-R4_MC14g12228	MvSdioicae-1303-FR02-T-N202-PbcR_C011g07597	0.5762	0.0133	0.0231
MvSl-1064-A2-R4_MC11g10753	MvSdioicae-1303-FR02-T-N202-PbcR_C005g04157	0.2938	0.0017	0.0059
MvSl-1064-A2-R4_MC01g02407	MvSdioicae-1303-FR02-T-N202-PbcR_C001g00470	98.9996	0.0097	0.0001
MvSl-1064-A2-R4_MC01g03283	MvSdioicae-1303-FR02-T-N202-PbcR_C075g13264	98.9996	0.0051	0.0001
MvSl-1064-A2-R4_MC01g02408	MvSdioicae-1303-FR02-T-N202-PbcR_C001g00471	98.9996	0.0113	0.0001
MvSl-1064-A2-R4_MC02g03561	MvSdioicae-1303-FR02-T-N202-PbcR_C003g02402	98.9996	0.0083	0.0001
MvSl-1064-A2-R4_MC01g03375	MvSdioicae-1303-FR02-T-N202-PbcR_C023g11185	0.5486	0.0154	0.0282
MvSl-1064-A2-R4_MC10g10239	MvSdioicae-1303-FR02-T-N202-PbcR_C017g09760	0.4432	0	0
MvSl-1064-A2-R4_MC07g08015	MvSdioicae-1303-FR02-T-N202-PbcR_C014g08892	0.994	0.0187	0.0188
MvSl-1064-A2-R4_MC09g09764	MvSdioicae-1303-FR02-T-N202-PbcR_C004g03768	1.6658	0.0096	0.0058
MvSl-1064-A2-R4_MC07g07855	MvSdioicae-1303-FR02-T-N202-PbcR_C014g08724	0.4849	0.0056	0.0116
MvSl-1064-A2-R4_MC04-2g06363	MvSdioicae-1303-FR02-T-N202-PbcR_C018g10180	1.0991	0.0111	0.0101
MvSl-1064-A2-R4_MC07g08034	MvSdioicae-1303-FR02-T-N202-PbcR_C014g08911	0.3749	0.0022	0.0058
MvSl-1064-A2-R4_MC06-1g07285	MvSdioicae-1303-FR02-T-N202-PbcR_C021g10858	98.9996	0.0047	0
MvSl-1064-A2-R4_A2g00889	MvSdioicae-1303-FR02-T-N202-PbcR_C006g05052	0.6253	0.0021	0.0034
MvSl-1064-A2-R4_MC09g09295	MvSdioicae-1303-FR02-T-N202-PbcR_C004g03305	0.1725	0.0022	0.0125
MvSl-1064-A2-R4_A2g01505	MvSdioicae-1303-FR02-T-N202-PbcR_C006g04579	98.9996	0.0071	0.0001
MvSl-1064-A2-R4_MC02g04274	MvSdioicae-1303-FR02-T-N202-PbcR_C003g03108	98.9996	0.0149	0.0002
MvSl-1064-A2-R4_MC01g02513	MvSdioicae-1303-FR02-T-N202-PbcR_C001g00575	98.9996	0.0054	0.0001
MvSl-1064-A2-R4_MC11g10808	MvSdioicae-1303-FR02-T-N202-PbcR_C005g04105	98.9996	0.0023	0
MvSl-1064-A2-R4_MC14g12036	MvSdioicae-1303-FR02-T-N202-PbcR_C011g07415	0.4243	0.0056	0.0133
MvSl-1064-A2-R4_MC05g06750	MvSdioicae-1303-FR02-T-N202-PbcR_C007g05504	98.9996	0.0051	0.0001
MvSl-1064-A2-R4_MC11g10486	MvSdioicae-1303-FR02-T-N202-PbcR_C005g04423	1.4936	0.0075	0.005
MvSl-1064-A2-R4_MC09g09807	MvSdioicae-1303-FR02-T-N202-PbcR_C004g03815	0.001	0	0.008
MvSl-1064-A2-R4_MC11g10482	MvSdioicae-1303-FR02-T-N202-PbcR_C005g04438	1.0211	0.0198	0.0194
MvSl-1064-A2-R4_MC05g06998	MvSdioicae-1303-FR02-T-N202-PbcR_C007g05243	98.9996	0.0103	0.0001
MvSl-1064-A2-R4_MC14g12181	MvSdioicae-1303-FR02-T-N202-PbcR_C011g07565	2.0252	0.0074	0.0037
MvSl-1064-A2-R4_MC03g05354	MvSdioicae-1303-FR02-T-N202-PbcR_C002g02159	0.517	0.0094	0.0181
MvSl-1064-A2-R4_MC04-1g05804	MvSdioicae-1303-FR02-T-N202-PbcR_C009g06543	0.001	0	0
MvSl-1064-A2-R4_MC02g04491	MvSdioicae-1303-FR02-T-N202-PbcR_C025g11600	0.7596	0.0084	0.011
MvSl-1064-A2-R4_MC15g12261	MvSdioicae-1303-FR02-T-N202-PbcR_C011g07796	0.477	0.0062	0.013
MvSl-1064-A2-R4_MC12g11167	MvSdioicae-1303-FR02-T-N202-PbcR_C008g05885	98.9996	0.006	0.0001
MvSl-1064-A2-R4_MC13g11946	MvSdioicae-1303-FR02-T-N202-PbcR_C012g07854	1.919	0.0337	0.0176
MvSl-1064-A2-R4_MC04-1g06192	MvSdioicae-1303-FR02-T-N202-PbcR_C018g10018	0.4321	0	0
MvSl-1064-A2-R4_MC01g02873	MvSdioicae-1303-FR02-T-N202-PbcR_C001g00927	0.5013	0.0043	0.0087
MvSl-1064-A2-R4_MC11g10762	MvSdioicae-1303-FR02-T-N202-PbcR_C005g04149	1.945	0.0083	0.0043
MvSl-1064-A2-R4_MC11g10763	MvSdioicae-1303-FR02-T-N202-PbcR_C005g04148	98.9996	0.0056	0.0001
MvSl-1064-A2-R4_MC08-1g08685	MvSdioicae-1303-FR02-T-N202-PbcR_C010g07013	0.3759	0.0055	0.0147
MvSl-1064-A2-R4_MC10g10255	MvSdioicae-1303-FR02-T-N202-PbcR_C026g11766	0.6336	0.2975	0.4696
MvSl-1064-A2-R4_MC04-1g05867	MvSdioicae-1303-FR02-T-N202-PbcR_C009g06605	0.8574	0.0156	0.0182
MvSl-1064-A2-R4_MC08-2g09067	MvSdioicae-1303-FR02-T-N202-PbcR_C029g12244	0.159	0.0058	0.0362
MvSl-1064-A2-R4_MC09g09774	MvSdioicae-1303-FR02-T-N202-PbcR_C004g03778	0.6701	0.0356	0.0532
MvSl-1064-A2-R4_MC13g11724	MvSdioicae-1303-FR02-T-N202-PbcR_C012g08077	0.3905	0	0
MvSl-1064-A2-R4_MC07g08154	MvSdioicae-1303-FR02-T-N202-PbcR_C027g11869	0.4688	0	0
MvSl-1064-A2-R4_MC02g03962	MvSdioicae-1303-FR02-T-N202-PbcR_C003g02814	0.8534	0.0151	0.0177
MvSl-1064-A2-R4_MC14g12110	MvSdioicae-1303-FR02-T-N202-PbcR_C011g07494	0.4396	0.0035	0.0079
MvSl-1064-A2-R4_MC03g05143	MvSdioicae-1303-FR02-T-N202-PbcR_C002g01925	1.479	0.0088	0.006
MvSl-1064-A2-R4_MC02g04179	MvSdioicae-1303-FR02-T-N202-PbcR_C003g03015	0.5833	0.04	0.0686
MvSl-1064-A2-R4_MC07g08005	MvSdioicae-1303-FR02-T-N202-PbcR_C014g08883	0.001	0	0
MvSl-1064-A2-R4_MC13g11655	MvSdioicae-1303-FR02-T-N202-PbcR_C012g08154	0.7739	0.0126	0.0163
MvSl-1064-A2-R4_MC08-1g08936	MvSdioicae-1303-FR02-T-N202-PbcR_C010g07290	0.4959	0.0215	0.0434
MvSl-1064-A2-R4_MC09g09619	MvSdioicae-1303-FR02-T-N202-PbcR_C004g03617	98.9996	0.0061	0.0001
MvSl-1064-A2-R4_MC02g04158	MvSdioicae-1303-FR02-T-N202-PbcR_C003g02996	0.001	0.0001	0.0575
MvSl-1064-A2-R4_MC03g04802	MvSdioicae-1303-FR02-T-N202-PbcR_C002g01575	98.9996	0.0076	0.0001
MvSl-1064-A2-R4_MC09g09358	MvSdioicae-1303-FR02-T-N202-PbcR_C004g03371	0.3923	0	0
MvSl-1064-A2-R4_MC07g08338	MvSdioicae-1303-FR02-T-N202-PbcR_C020g10500	0.8549	0.0062	0.0073
MvSl-1064-A2-R4_MC01g02098	MvSdioicae-1303-FR02-T-N202-PbcR_C001g00112	0.2406	0.0026	0.011
MvSl-1064-A2-R4_MC10g10071	MvSdioicae-1303-FR02-T-N202-PbcR_C016g09577	0.5255	0.0174	0.0332
MvSl-1064-A2-R4_MC09g09246	MvSdioicae-1303-FR02-T-N202-PbcR_C103g13498	0.5862	0.005	0.0085
MvSl-1064-A2-R4_MC03g04995	MvSdioicae-1303-FR02-T-N202-PbcR_C002g01773	0.2325	0	0
MvSl-1064-A2-R4_MC05g06776	MvSdioicae-1303-FR02-T-N202-PbcR_C007g05468	2.4017	0.0101	0.0042
MvSl-1064-A2-R4_MC11g10446	MvSdioicae-1303-FR02-T-N202-PbcR_C012g08180	0.4428	0.0721	0.1629
MvSl-1064-A2-R4_MC11g10434	MvSdioicae-1303-FR02-T-N202-PbcR_C005g04480	98.9996	0.0129	0.0001
MvSl-1064-A2-R4_MC02g04413	MvSdioicae-1303-FR02-T-N202-PbcR_C025g11550	1.9319	0.0057	0.003
MvSl-1064-A2-R4_MC10g10068	MvSdioicae-1303-FR02-T-N202-PbcR_C016g09573	98.9996	0.0151	0.0002
MvSl-1064-A2-R4_A2g00958	MvSdioicae-1303-FR02-T-N202-PbcR_C015g09326	0.1016	0.0026	0.0254
MvSl-1064-A2-R4_MC09g09612	MvSdioicae-1303-FR02-T-N202-PbcR_C004g03610	1.1858	0	0
MvSl-1064-A2-R4_MC10g10091	MvSdioicae-1303-FR02-T-N202-PbcR_C016g09597	2.1644	0.0191	0.0088
MvSl-1064-A2-R4_MC02g04445	MvSdioicae-1303-FR02-T-N202-PbcR_C025g11516	0.001	0	0.0241
MvSl-1064-A2-R4_MC01g02988	MvSdioicae-1303-FR02-T-N202-PbcR_C001g01041	1.8021	0.0093	0.0051
MvSl-1064-A2-R4_MC01g02742	MvSdioicae-1303-FR02-T-N202-PbcR_C001g00789	0.6806	0.0102	0.015
MvSl-1064-A2-R4_MC03g04786	MvSdioicae-1303-FR02-T-N202-PbcR_C002g01561	0.5656	0.0083	0.0146
MvSl-1064-A2-R4_MC05g06521	MvSdioicae-1303-FR02-T-N202-PbcR_C022g11061	98.9996	0.0026	0
MvSl-1064-A2-R4_MC17g12489	MvSdioicae-1303-FR02-T-N202-PbcR_C030g12436	1.0167	0.0039	0.0039
MvSl-1064-A2-R4_MC04-1g05549	MvSdioicae-1303-FR02-T-N202-PbcR_C003g02296	0.3582	0.0039	0.011
MvSl-1064-A2-R4_MC10g10322	MvSdioicae-1303-FR02-T-N202-PbcR_C017g09842	98.9996	0.0096	0.0001
MvSl-1064-A2-R4_MC11g10634	MvSdioicae-1303-FR02-T-N202-PbcR_C005g04274	0.762	0.0084	0.0111
MvSl-1064-A2-R4_MC07g08093	MvSdioicae-1303-FR02-T-N202-PbcR_C014g08975	0.8336	0.0053	0.0063
MvSl-1064-A2-R4_MC05g06568	MvSdioicae-1303-FR02-T-N202-PbcR_C006g04949	0.1932	0.0115	0.0598
MvSl-1064-A2-R4_MC14g12015	MvSdioicae-1303-FR02-T-N202-PbcR_C011g07394	0.6557	0.0068	0.0104
MvSl-1064-A2-R4_MC01g02679	MvSdioicae-1303-FR02-T-N202-PbcR_C001g00729	98.9996	0.003	0
MvSl-1064-A2-R4_MC10g10244	MvSdioicae-1303-FR02-T-N202-PbcR_C017g09764	98.9996	0.0151	0.0002
MvSl-1064-A2-R4_MC07g07866	MvSdioicae-1303-FR02-T-N202-PbcR_C014g08732	0.6565	0.0098	0.0149
MvSl-1064-A2-R4_MC01g03217	MvSdioicae-1303-FR02-T-N202-PbcR_C021g10783	0.4117	0.2047	0.4973
MvSl-1064-A2-R4_MC05g06665	MvSdioicae-1303-FR02-T-N202-PbcR_C001g00305	0.4442	0.0717	0.1614
MvSl-1064-A2-R4_MC15g12289	MvSdioicae-1303-FR02-T-N202-PbcR_C011g07767	1.3628	0.0067	0.0049
MvSl-1064-A2-R4_MC07g08223	MvSdioicae-1303-FR02-T-N202-PbcR_C027g11940	1.1258	0.0045	0.004
MvSl-1064-A2-R4_MC06-1g07276	MvSdioicae-1303-FR02-T-N202-PbcR_C021g10866	0.4093	0.0061	0.0149
MvSl-1064-A2-R4_MC01g03088	MvSdioicae-1303-FR02-T-N202-PbcR_C001g01147	0.3797	0.0047	0.0123
MvSl-1064-A2-R4_MC15g12320	MvSdioicae-1303-FR02-T-N202-PbcR_C011g07738	98.9996	0.0084	0.0001
MvSl-1064-A2-R4_MC03g04718	MvSdioicae-1303-FR02-T-N202-PbcR_C002g01484	0.1503	0.0013	0.0084
MvSl-1064-A2-R4_A2g01803	MvSdioicae-1303-FR02-T-N202-PbcR_C031g12496	98.9996	0.0314	0.0003
MvSl-1064-A2-R4_MC01g02664	MvSdioicae-1303-FR02-T-N202-PbcR_C001g00719	1.4035	0.007	0.005
MvSl-1064-A2-R4_MC07g08222	MvSdioicae-1303-FR02-T-N202-PbcR_C027g11939	0.3912	0	0
MvSl-1064-A2-R4_MC02g03743	MvSdioicae-1303-FR02-T-N202-PbcR_C003g02529	0.5241	0	0
MvSl-1064-A2-R4_MC03g04860	MvSdioicae-1303-FR02-T-N202-PbcR_C015g09074	0.001	0	0.0323
MvSl-1064-A2-R4_MC04-1g06121	MvSdioicae-1303-FR02-T-N202-PbcR_C018g09947	0.8979	0.0188	0.0209
MvSl-1064-A2-R4_MC03g04887	MvSdioicae-1303-FR02-T-N202-PbcR_C002g01663	0.9581	0	0
MvSl-1064-A2-R4_MC11g10536	MvSdioicae-1303-FR02-T-N202-PbcR_C006g04701	0.001	0	0.04
MvSl-1064-A2-R4_MC04-1g06076	MvSdioicae-1303-FR02-T-N202-PbcR_C009g06814	0.3956	0.0071	0.0181
MvSl-1064-A2-R4_MC11g10624	MvSdioicae-1303-FR02-T-N202-PbcR_C005g04284	1.4262	0.0188	0.0132
MvSl-1064-A2-R4_MC15g12340	MvSdioicae-1303-FR02-T-N202-PbcR_C011g07718	0.4411	0.0033	0.0075
MvSl-1064-A2-R4_MC05g06445	MvSdioicae-1303-FR02-T-N202-PbcR_C022g10985	0.815	0.0164	0.0201
MvSl-1064-A2-R4_MC01g02736	MvSdioicae-1303-FR02-T-N202-PbcR_C001g00783	0.3591	0	0
MvSl-1064-A2-R4_MC11g10743	MvSdioicae-1303-FR02-T-N202-PbcR_C002g01474	0.5029	0.0463	0.0921
MvSl-1064-A2-R4_MC08-1g08776	MvSdioicae-1303-FR02-T-N202-PbcR_C010g07115	2.3138	0.0049	0.0021
MvSl-1064-A2-R4_MC01g02396	MvSdioicae-1303-FR02-T-N202-PbcR_C001g00459	0.9609	0.0034	0.0035
MvSl-1064-A2-R4_A2g01756	MvSdioicae-1303-FR02-T-N202-PbcR_C027g11973	1.1212	0.0782	0.0698
MvSl-1064-A2-R4_MC15g12326	MvSdioicae-1303-FR02-T-N202-PbcR_C011g07732	0.3667	0.0031	0.0084
MvSl-1064-A2-R4_MC01g03158	MvSdioicae-1303-FR02-T-N202-PbcR_C115g13591	0.4327	0.0065	0.0149
MvSl-1064-A2-R4_MC02g04291	MvSdioicae-1303-FR02-T-N202-PbcR_C003g03124	0.7564	0.0056	0.0074
MvSl-1064-A2-R4_MC07g08273	MvSdioicae-1303-FR02-T-N202-PbcR_C027g11992	0.2667	0.004	0.0148
MvSl-1064-A2-R4_MC02g04162	MvSdioicae-1303-FR02-T-N202-PbcR_C003g02999	0.4997	0.0047	0.0094
MvSl-1064-A2-R4_MC02g04174	MvSdioicae-1303-FR02-T-N202-PbcR_C003g03010	98.9996	0.003	0
MvSl-1064-A2-R4_MC05g06892	MvSdioicae-1303-FR02-T-N202-PbcR_C007g05353	0.3251	0.0037	0.0114
MvSl-1064-A2-R4_MC07g08237	MvSdioicae-1303-FR02-T-N202-PbcR_C027g11953	0.1473	0.0032	0.0216
MvSl-1064-A2-R4_A2g01767	MvSdioicae-1303-FR02-T-N202-PbcR_C031g12533	0.8996	0.0113	0.0126
MvSl-1064-A2-R4_A2g01768	MvSdioicae-1303-FR02-T-N202-PbcR_C031g12532	0.2879	0	0
MvSl-1064-A2-R4_MC03g05313	MvSdioicae-1303-FR02-T-N202-PbcR_C002g02059	2.1736	0.0333	0.0153
MvSl-1064-A2-R4_MC08-1g08571	MvSdioicae-1303-FR02-T-N202-PbcR_C010g06901	4.8012	0.0434	0.009
